doc_index,register,n_tokens,n_sents,pos_counts_json,n_unique_lemmas,top_deprel_json
357,informal,97,4,"{""ADJ"": 6, ""ADP"": 6, ""ADV"": 6, ""AUX"": 8, ""CCONJ"": 1, ""DET"": 6, ""NOUN"": 18, ""PART"": 4, ""PRON"": 10, ""PROPN"": 1, ""PUNCT"": 12, ""SCONJ"": 6, ""SPACE"": 1, ""VERB"": 12}",63,"{""punct"": 12, ""advmod"": 8, ""obj"": 8, ""case"": 7, ""mark"": 7, ""nsubj"": 7, ""det"": 6, ""ROOT"": 4, ""cop"": 4, ""amod"": 4, ""aux"": 4, ""obl"": 4}"
358,informal,92,5,"{""ADJ"": 5, ""ADP"": 4, ""ADV"": 10, ""AUX"": 6, ""CCONJ"": 1, ""DET"": 5, ""NOUN"": 17, ""PART"": 4, ""PRON"": 13, ""PROPN"": 5, ""PUNCT"": 6, ""SCONJ"": 3, ""SPACE"": 2, ""VERB"": 11}",59,"{""advmod"": 9, ""nsubj"": 9, ""mark"": 8, ""obj"": 8, ""amod"": 6, ""punct"": 6, ""ROOT"": 5, ""cop"": 5, ""det"": 5, ""dep"": 4, ""case"": 3, ""flat:name"": 3}"
359,informal,84,4,"{""ADJ"": 9, ""ADP"": 4, ""ADV"": 7, ""AUX"": 7, ""CCONJ"": 1, ""DET"": 4, ""NOUN"": 13, ""PART"": 4, ""PRON"": 8, ""PROPN"": 3, ""PUNCT"": 8, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 10}",53,"{""advmod"": 8, ""mark"": 8, ""punct"": 8, ""xcomp"": 5, ""nsubj"": 5, ""nsubj:pass"": 4, ""ROOT"": 4, ""cop"": 4, ""det"": 4, ""amod"": 4, ""case"": 3, ""obj"": 3}"
360,informal,66,4,"{""ADJ"": 4, ""ADP"": 5, ""ADV"": 9, ""AUX"": 3, ""CCONJ"": 1, ""DET"": 3, ""NOUN"": 10, ""PART"": 2, ""PRON"": 8, ""PROPN"": 3, ""PUNCT"": 5, ""SCONJ"": 2, ""SPACE"": 2, ""VERB"": 9}",46,"{""advmod"": 11, ""case"": 5, ""punct"": 5, ""ROOT"": 4, ""cop"": 4, ""obj"": 4, ""det"": 3, ""amod"": 3, ""mark"": 3, ""nmod"": 3, ""nsubj"": 3, ""obl"": 3}"
361,informal,244,13,"{""ADJ"": 9, ""ADP"": 32, ""ADV"": 22, ""AUX"": 8, ""CCONJ"": 11, ""DET"": 12, ""NOUN"": 45, ""NUM"": 4, ""PART"": 5, ""PRON"": 19, ""PROPN"": 5, ""PUNCT"": 30, ""SCONJ"": 4, ""SPACE"": 10, ""SYM"": 1, ""VERB"": 27}",98,"{""punct"": 30, ""case"": 29, ""obl"": 19, ""nsubj"": 17, ""advmod"": 15, ""ROOT"": 13, ""obj"": 12, ""conj"": 12, ""cc"": 12, ""det"": 12, ""dep"": 10, ""mark"": 10}"
362,informal,265,18,"{""ADJ"": 7, ""ADP"": 34, ""ADV"": 27, ""AUX"": 8, ""CCONJ"": 12, ""DET"": 12, ""NOUN"": 43, ""NUM"": 5, ""PART"": 3, ""PRON"": 24, ""PROPN"": 9, ""PUNCT"": 35, ""SCONJ"": 6, ""SPACE"": 9, ""SYM"": 2, ""VERB"": 29}",94,"{""punct"": 36, ""case"": 29, ""obl"": 21, ""ROOT"": 18, ""advmod"": 17, ""nsubj"": 17, ""cc"": 14, ""obj"": 13, ""conj"": 13, ""mark"": 13, ""det"": 12, ""dep"": 10}"
363,informal,288,21,"{""ADJ"": 10, ""ADP"": 35, ""ADV"": 24, ""AUX"": 11, ""CCONJ"": 14, ""DET"": 11, ""NOUN"": 44, ""NUM"": 9, ""PART"": 5, ""PRON"": 22, ""PROPN"": 7, ""PUNCT"": 44, ""SCONJ"": 6, ""SPACE"": 12, ""SYM"": 2, ""VERB"": 32}",101,"{""punct"": 46, ""case"": 28, ""ROOT"": 21, ""obl"": 20, ""advmod"": 19, ""nsubj"": 19, ""cc"": 17, ""dep"": 14, ""mark"": 14, ""obj"": 12, ""conj"": 12, ""det"": 12}"
364,informal,389,21,"{""ADJ"": 10, ""ADP"": 43, ""ADV"": 39, ""AUX"": 18, ""CCONJ"": 16, ""DET"": 17, ""INTJ"": 1, ""NOUN"": 61, ""NUM"": 7, ""PART"": 9, ""PRON"": 43, ""PROPN"": 5, ""PUNCT"": 47, ""SCONJ"": 13, ""SPACE"": 15, ""SYM"": 1, ""VERB"": 44}",138,"{""punct"": 48, ""case"": 37, ""advmod"": 34, ""nsubj"": 30, ""obl"": 28, ""ROOT"": 21, ""mark"": 21, ""obj"": 20, ""cc"": 17, ""det"": 17, ""conj"": 16, ""dep"": 15}"
365,informal,224,14,"{""ADJ"": 5, ""ADP"": 30, ""ADV"": 20, ""AUX"": 9, ""CCONJ"": 10, ""DET"": 13, ""NOUN"": 36, ""NUM"": 5, ""PART"": 5, ""PRON"": 21, ""PROPN"": 4, ""PUNCT"": 30, ""SCONJ"": 4, ""SPACE"": 6, ""SYM"": 1, ""VERB"": 25}",81,"{""punct"": 30, ""case"": 26, ""obl"": 19, ""nsubj"": 15, ""ROOT"": 14, ""advmod"": 13, ""obj"": 12, ""cc"": 11, ""det"": 11, ""conj"": 10, ""mark"": 10, ""advcl"": 7}"
366,informal,243,14,"{""ADJ"": 8, ""ADP"": 32, ""ADV"": 21, ""AUX"": 9, ""CCONJ"": 10, ""DET"": 13, ""NOUN"": 37, ""NUM"": 5, ""PART"": 6, ""PRON"": 23, ""PROPN"": 4, ""PUNCT"": 32, ""SCONJ"": 4, ""SPACE"": 8, ""SYM"": 1, ""VERB"": 30}",94,"{""punct"": 32, ""case"": 26, ""obl"": 18, ""nsubj"": 15, ""ROOT"": 14, ""advmod"": 14, ""mark"": 13, ""det"": 13, ""obj"": 12, ""conj"": 11, ""cc"": 11, ""dep"": 8}"
367,informal,267,15,"{""ADJ"": 8, ""ADP"": 36, ""ADV"": 24, ""AUX"": 11, ""CCONJ"": 12, ""DET"": 11, ""NOUN"": 45, ""NUM"": 4, ""PART"": 8, ""PRON"": 25, ""PROPN"": 4, ""PUNCT"": 33, ""SCONJ"": 5, ""SPACE"": 8, ""SYM"": 1, ""VERB"": 32}",105,"{""punct"": 33, ""case"": 30, ""obl"": 21, ""advmod"": 19, ""nsubj"": 18, ""obj"": 16, ""ROOT"": 15, ""cc"": 15, ""mark"": 14, ""conj"": 12, ""det"": 11, ""dep"": 8}"
368,informal,247,15,"{""ADJ"": 6, ""ADP"": 29, ""ADV"": 23, ""AUX"": 11, ""CCONJ"": 11, ""DET"": 12, ""INTJ"": 1, ""NOUN"": 38, ""NUM"": 6, ""PART"": 7, ""PRON"": 25, ""PROPN"": 4, ""PUNCT"": 32, ""SCONJ"": 5, ""SPACE"": 7, ""SYM"": 1, ""VERB"": 29}",95,"{""punct"": 32, ""case"": 26, ""advmod"": 19, ""obl"": 19, ""nsubj"": 18, ""ROOT"": 15, ""obj"": 13, ""cc"": 12, ""mark"": 12, ""det"": 12, ""conj"": 11, ""aux"": 7}"
369,informal,244,14,"{""ADJ"": 7, ""ADP"": 29, ""ADV"": 24, ""AUX"": 11, ""CCONJ"": 11, ""DET"": 12, ""NOUN"": 37, ""NUM"": 4, ""PART"": 6, ""PRON"": 24, ""PROPN"": 4, ""PUNCT"": 31, ""SCONJ"": 6, ""SPACE"": 6, ""SYM"": 2, ""VERB"": 30}",91,"{""punct"": 31, ""case"": 25, ""advmod"": 18, ""nsubj"": 18, ""obl"": 17, ""ROOT"": 14, ""mark"": 14, ""obj"": 13, ""cc"": 13, ""det"": 12, ""conj"": 11, ""aux"": 8}"
370,informal,236,13,"{""ADJ"": 5, ""ADP"": 29, ""ADV"": 22, ""AUX"": 9, ""CCONJ"": 10, ""DET"": 12, ""NOUN"": 36, ""NUM"": 4, ""PART"": 3, ""PRON"": 27, ""PROPN"": 5, ""PUNCT"": 30, ""SCONJ"": 9, ""SPACE"": 6, ""SYM"": 1, ""VERB"": 28}",90,"{""punct"": 30, ""case"": 25, ""nsubj"": 18, ""obl"": 18, ""mark"": 16, ""obj"": 15, ""ROOT"": 13, ""advmod"": 13, ""det"": 12, ""cc"": 11, ""conj"": 10, ""advcl"": 9}"
371,informal,329,17,"{""ADJ"": 14, ""ADP"": 36, ""ADV"": 37, ""AUX"": 14, ""CCONJ"": 16, ""DET"": 17, ""INTJ"": 1, ""NOUN"": 56, ""NUM"": 4, ""PART"": 7, ""PRON"": 29, ""PROPN"": 6, ""PUNCT"": 36, ""SCONJ"": 8, ""SPACE"": 9, ""SYM"": 1, ""VERB"": 38}",126,"{""punct"": 36, ""case"": 32, ""advmod"": 27, ""nsubj"": 24, ""obl"": 22, ""obj"": 18, ""ROOT"": 17, ""cc"": 17, ""det"": 17, ""mark"": 16, ""conj"": 14, ""amod"": 13}"
372,informal,214,13,"{""ADJ"": 6, ""ADP"": 28, ""ADV"": 19, ""AUX"": 10, ""CCONJ"": 10, ""DET"": 11, ""NOUN"": 33, ""NUM"": 4, ""PART"": 3, ""PRON"": 22, ""PROPN"": 4, ""PUNCT"": 29, ""SCONJ"": 4, ""SPACE"": 6, ""SYM"": 2, ""VERB"": 23}",76,"{""punct"": 29, ""case"": 24, ""obl"": 16, ""nsubj"": 14, ""ROOT"": 13, ""advmod"": 12, ""cc"": 12, ""mark"": 11, ""det"": 11, ""obj"": 10, ""conj"": 10, ""advcl"": 7}"
373,informal,64,3,"{""ADJ"": 1, ""ADP"": 7, ""ADV"": 6, ""AUX"": 1, ""CCONJ"": 5, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 8, ""PRON"": 6, ""PROPN"": 6, ""PUNCT"": 7, ""SCONJ"": 2, ""SPACE"": 1, ""VERB"": 10}",46,"{""punct"": 7, ""nsubj"": 7, ""case"": 6, ""cc"": 5, ""conj"": 5, ""advmod"": 5, ""obl"": 4, ""dep"": 3, ""ROOT"": 3, ""mark"": 3, ""det"": 3, ""nmod"": 3}"
374,informal,84,5,"{""ADJ"": 4, ""ADP"": 11, ""ADV"": 10, ""AUX"": 5, ""CCONJ"": 5, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 11, ""PART"": 2, ""PRON"": 10, ""PROPN"": 2, ""PUNCT"": 10, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 7}",51,"{""punct"": 10, ""advmod"": 10, ""nsubj"": 9, ""case"": 9, ""ROOT"": 5, ""cc"": 5, ""conj"": 5, ""nmod"": 4, ""obl"": 4, ""acl:relcl"": 3, ""cop"": 3, ""dep"": 2}"
375,informal,49,6,"{""ADJ"": 2, ""ADP"": 5, ""ADV"": 4, ""AUX"": 1, ""CCONJ"": 3, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 7, ""PRON"": 5, ""PROPN"": 2, ""PUNCT"": 8, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 6}",35,"{""punct"": 7, ""ROOT"": 6, ""nsubj"": 5, ""case"": 4, ""det"": 3, ""cc"": 3, ""conj"": 3, ""advmod"": 3, ""acl:relcl"": 3, ""dep"": 2, ""mark"": 2, ""nmod"": 2}"
376,informal,305,11,"{""ADJ"": 23, ""ADP"": 31, ""ADV"": 38, ""AUX"": 17, ""CCONJ"": 18, ""DET"": 11, ""INTJ"": 1, ""NOUN"": 50, ""PART"": 7, ""PRON"": 36, ""PROPN"": 2, ""PUNCT"": 25, ""SCONJ"": 9, ""SPACE"": 5, ""VERB"": 32}",142,"{""advmod"": 36, ""nsubj"": 33, ""case"": 27, ""punct"": 25, ""conj"": 20, ""cc"": 18, ""cop"": 15, ""mark"": 13, ""obl"": 13, ""amod"": 12, ""ROOT"": 11, ""nmod"": 11}"
377,informal,55,3,"{""ADJ"": 1, ""ADP"": 7, ""ADV"": 6, ""AUX"": 2, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 5, ""PRON"": 7, ""PROPN"": 3, ""PUNCT"": 8, ""SCONJ"": 2, ""SPACE"": 1, ""VERB"": 7}",39,"{""punct"": 8, ""nsubj"": 6, ""advmod"": 6, ""case"": 5, ""acl:relcl"": 4, ""ROOT"": 3, ""nmod"": 3, ""cc"": 3, ""obl"": 3, ""conj"": 3, ""dep"": 2, ""mark"": 2}"
378,informal,49,3,"{""ADJ"": 2, ""ADP"": 5, ""ADV"": 4, ""AUX"": 2, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 5, ""PRON"": 6, ""PROPN"": 3, ""PUNCT"": 7, ""SCONJ"": 2, ""SPACE"": 1, ""VERB"": 6}",35,"{""punct"": 7, ""nsubj"": 5, ""case"": 5, ""advmod"": 4, ""ROOT"": 3, ""cc"": 3, ""obl"": 3, ""conj"": 3, ""acl:relcl"": 3, ""dep"": 2, ""mark"": 2, ""det"": 2}"
379,informal,80,5,"{""ADJ"": 3, ""ADP"": 9, ""ADV"": 5, ""AUX"": 6, ""CCONJ"": 6, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 12, ""PART"": 1, ""PRON"": 7, ""PROPN"": 6, ""PUNCT"": 9, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 10}",53,"{""punct"": 9, ""nsubj"": 9, ""case"": 8, ""cc"": 6, ""conj"": 6, ""advmod"": 6, ""ROOT"": 5, ""obl"": 5, ""nmod"": 4, ""cop"": 4, ""det"": 3, ""acl:relcl"": 3}"
380,informal,49,3,"{""ADJ"": 3, ""ADP"": 5, ""ADV"": 3, ""AUX"": 2, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 6, ""PRON"": 5, ""PROPN"": 4, ""PUNCT"": 7, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 6}",35,"{""punct"": 7, ""nsubj"": 6, ""case"": 4, ""ROOT"": 3, ""cc"": 3, ""conj"": 3, ""advmod"": 3, ""acl:relcl"": 3, ""dep"": 2, ""mark"": 2, ""det"": 2, ""nmod"": 2}"
381,informal,50,3,"{""ADJ"": 1, ""ADP"": 5, ""ADV"": 6, ""AUX"": 2, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 5, ""PART"": 1, ""PRON"": 5, ""PROPN"": 4, ""PUNCT"": 7, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 6}",37,"{""punct"": 7, ""nsubj"": 6, ""advmod"": 6, ""case"": 4, ""ROOT"": 3, ""nmod"": 3, ""cc"": 3, ""conj"": 3, ""acl:relcl"": 3, ""dep"": 2, ""mark"": 2, ""det"": 2}"
382,informal,57,4,"{""ADJ"": 2, ""ADP"": 5, ""ADV"": 4, ""AUX"": 1, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 11, ""PART"": 1, ""PRON"": 5, ""PROPN"": 3, ""PUNCT"": 10, ""SCONJ"": 1, ""SPACE"": 2, ""VERB"": 6}",39,"{""punct"": 10, ""conj"": 6, ""nsubj"": 5, ""advmod"": 5, ""ROOT"": 4, ""case"": 4, ""dep"": 3, ""nmod"": 3, ""cc"": 3, ""acl:relcl"": 3, ""mark"": 2, ""det"": 2}"
383,informal,53,4,"{""ADJ"": 2, ""ADP"": 6, ""ADV"": 5, ""AUX"": 6, ""CCONJ"": 1, ""DET"": 1, ""INTJ"": 1, ""NOUN"": 6, ""PART"": 2, ""PRON"": 4, ""PROPN"": 1, ""PUNCT"": 5, ""SCONJ"": 1, ""SPACE"": 3, ""VERB"": 9}",39,"{""advmod"": 6, ""punct"": 5, ""dep"": 4, ""ROOT"": 4, ""nsubj"": 4, ""aux"": 4, ""mark"": 4, ""case"": 3, ""obl"": 3, ""amod"": 2, ""advcl"": 2, ""compound:prt"": 2}"
384,informal,143,12,"{""ADJ"": 5, ""ADP"": 10, ""ADV"": 14, ""AUX"": 8, ""CCONJ"": 4, ""DET"": 4, ""NOUN"": 22, ""PART"": 6, ""PRON"": 22, ""PROPN"": 1, ""PUNCT"": 16, ""SCONJ"": 5, ""SPACE"": 6, ""SYM"": 1, ""VERB"": 19}",79,"{""nsubj"": 17, ""punct"": 16, ""advmod"": 16, ""ROOT"": 12, ""mark"": 9, ""case"": 9, ""obj"": 9, ""dep"": 6, ""cc"": 5, ""conj"": 5, ""obl"": 5, ""cop"": 5}"
385,informal,131,12,"{""ADJ"": 5, ""ADP"": 8, ""ADV"": 10, ""AUX"": 6, ""CCONJ"": 5, ""DET"": 5, ""NOUN"": 21, ""PART"": 4, ""PRON"": 18, ""PROPN"": 1, ""PUNCT"": 20, ""SCONJ"": 4, ""SPACE"": 7, ""SYM"": 1, ""VERB"": 16}",73,"{""punct"": 20, ""nsubj"": 13, ""ROOT"": 12, ""obj"": 10, ""advmod"": 9, ""case"": 8, ""mark"": 7, ""conj"": 7, ""dep"": 7, ""cc"": 5, ""det"": 4, ""nmod"": 4}"
386,informal,133,12,"{""ADJ"": 5, ""ADP"": 11, ""ADV"": 11, ""AUX"": 8, ""CCONJ"": 5, ""DET"": 4, ""NOUN"": 20, ""PART"": 4, ""PRON"": 17, ""PROPN"": 5, ""PUNCT"": 17, ""SCONJ"": 4, ""SPACE"": 6, ""SYM"": 1, ""VERB"": 15}",74,"{""punct"": 17, ""nsubj"": 13, ""ROOT"": 12, ""case"": 10, ""advmod"": 10, ""obj"": 9, ""mark"": 7, ""cc"": 6, ""conj"": 6, ""dep"": 6, ""obl"": 5, ""aux"": 4}"
387,informal,127,10,"{""ADJ"": 6, ""ADP"": 10, ""ADV"": 12, ""AUX"": 6, ""CCONJ"": 4, ""DET"": 4, ""NOUN"": 19, ""PART"": 5, ""PRON"": 15, ""PROPN"": 1, ""PUNCT"": 18, ""SCONJ"": 4, ""SPACE"": 6, ""SYM"": 1, ""VERB"": 16}",69,"{""punct"": 17, ""nsubj"": 11, ""ROOT"": 10, ""case"": 10, ""advmod"": 10, ""mark"": 8, ""obj"": 7, ""conj"": 6, ""dep"": 6, ""cc"": 5, ""nmod"": 5, ""obl"": 4}"
388,informal,159,8,"{""ADJ"": 10, ""ADP"": 11, ""ADV"": 17, ""AUX"": 14, ""CCONJ"": 2, ""DET"": 7, ""NOUN"": 20, ""PART"": 4, ""PRON"": 26, ""PROPN"": 1, ""PUNCT"": 20, ""SCONJ"": 3, ""SPACE"": 4, ""VERB"": 20}",76,"{""punct"": 20, ""advmod"": 18, ""nsubj"": 16, ""case"": 11, ""obl"": 9, ""obj"": 9, ""ROOT"": 8, ""aux"": 7, ""det"": 7, ""amod"": 6, ""cop"": 6, ""mark"": 5}"
389,informal,169,9,"{""ADJ"": 9, ""ADP"": 10, ""ADV"": 20, ""AUX"": 15, ""CCONJ"": 4, ""DET"": 7, ""NOUN"": 20, ""PART"": 5, ""PRON"": 27, ""PROPN"": 1, ""PUNCT"": 22, ""SCONJ"": 3, ""SPACE"": 4, ""VERB"": 22}",79,"{""advmod"": 22, ""punct"": 22, ""nsubj"": 16, ""case"": 10, ""obj"": 10, ""ROOT"": 9, ""obl"": 8, ""aux"": 8, ""det"": 7, ""cop"": 6, ""mark"": 6, ""amod"": 5}"
390,informal,174,8,"{""ADJ"": 10, ""ADP"": 10, ""ADV"": 19, ""AUX"": 15, ""CCONJ"": 3, ""DET"": 8, ""NOUN"": 21, ""PART"": 5, ""PRON"": 29, ""PROPN"": 1, ""PUNCT"": 21, ""SCONJ"": 5, ""SPACE"": 4, ""VERB"": 23}",84,"{""punct"": 21, ""advmod"": 20, ""nsubj"": 17, ""obj"": 12, ""case"": 11, ""ROOT"": 8, ""aux"": 8, ""det"": 8, ""obl"": 7, ""mark"": 7, ""amod"": 6, ""cop"": 6}"
391,informal,153,8,"{""ADJ"": 9, ""ADP"": 9, ""ADV"": 16, ""AUX"": 14, ""CCONJ"": 2, ""DET"": 7, ""NOUN"": 19, ""PART"": 4, ""PRON"": 24, ""PROPN"": 1, ""PUNCT"": 20, ""SCONJ"": 3, ""SPACE"": 4, ""VERB"": 21}",75,"{""punct"": 20, ""advmod"": 17, ""nsubj"": 15, ""case"": 9, ""obj"": 9, ""ROOT"": 8, ""aux"": 8, ""obl"": 7, ""det"": 7, ""cop"": 6, ""amod"": 5, ""mark"": 5}"
392,informal,186,10,"{""ADJ"": 12, ""ADP"": 12, ""ADV"": 19, ""AUX"": 17, ""CCONJ"": 2, ""DET"": 7, ""INTJ"": 1, ""NOUN"": 25, ""PART"": 4, ""PRON"": 30, ""PROPN"": 1, ""PUNCT"": 22, ""SCONJ"": 5, ""SPACE"": 5, ""VERB"": 24}",87,"{""punct"": 22, ""nsubj"": 19, ""advmod"": 19, ""case"": 12, ""obj"": 12, ""aux"": 11, ""ROOT"": 10, ""obl"": 9, ""det"": 7, ""advcl"": 7, ""amod"": 6, ""cop"": 6}"
393,informal,187,10,"{""ADJ"": 12, ""ADP"": 11, ""ADV"": 20, ""AUX"": 17, ""CCONJ"": 2, ""DET"": 7, ""NOUN"": 23, ""PART"": 5, ""PRON"": 31, ""PROPN"": 1, ""PUNCT"": 25, ""SCONJ"": 5, ""SPACE"": 4, ""VERB"": 24}",85,"{""punct"": 25, ""advmod"": 21, ""nsubj"": 20, ""case"": 11, ""obj"": 11, ""ROOT"": 10, ""cop"": 9, ""obl"": 8, ""aux"": 8, ""det"": 7, ""mark"": 7, ""amod"": 6}"
394,informal,183,9,"{""ADJ"": 12, ""ADP"": 12, ""ADV"": 23, ""AUX"": 15, ""CCONJ"": 2, ""DET"": 10, ""NOUN"": 26, ""NUM"": 1, ""PART"": 4, ""PRON"": 26, ""PROPN"": 1, ""PUNCT"": 22, ""SCONJ"": 3, ""SPACE"": 4, ""SYM"": 1, ""VERB"": 21}",92,"{""advmod"": 24, ""punct"": 22, ""nsubj"": 20, ""case"": 11, ""ROOT"": 9, ""obj"": 9, ""det"": 9, ""obl"": 8, ""cop"": 8, ""amod"": 7, ""aux"": 7, ""mark"": 6}"
395,informal,77,5,"{""ADJ"": 1, ""ADP"": 10, ""ADV"": 7, ""AUX"": 5, ""CCONJ"": 3, ""DET"": 2, ""NOUN"": 14, ""PART"": 1, ""PRON"": 14, ""PUNCT"": 4, ""SCONJ"": 1, ""SPACE"": 1, ""SYM"": 1, ""VERB"": 13}",48,"{""nsubj"": 10, ""case"": 9, ""obl"": 8, ""advmod"": 7, ""aux"": 6, ""ROOT"": 5, ""acl:relcl"": 4, ""obj"": 4, ""punct"": 4, ""cc"": 4, ""det"": 2, ""mark"": 2}"
396,informal,92,7,"{""ADJ"": 1, ""ADP"": 11, ""ADV"": 11, ""AUX"": 6, ""CCONJ"": 4, ""DET"": 2, ""NOUN"": 14, ""PART"": 1, ""PRON"": 16, ""PUNCT"": 7, ""SCONJ"": 1, ""SPACE"": 1, ""SYM"": 1, ""VERB"": 16}",58,"{""advmod"": 11, ""nsubj"": 10, ""case"": 9, ""obl"": 9, ""ROOT"": 7, ""aux"": 7, ""punct"": 7, ""obj"": 5, ""cc"": 5, ""acl:relcl"": 4, ""conj"": 3, ""det"": 2}"
397,informal,90,5,"{""ADJ"": 2, ""ADP"": 12, ""ADV"": 7, ""AUX"": 5, ""CCONJ"": 3, ""DET"": 2, ""NOUN"": 16, ""PART"": 1, ""PRON"": 15, ""PUNCT"": 5, ""SCONJ"": 2, ""SPACE"": 4, ""SYM"": 1, ""VERB"": 15}",52,"{""nsubj"": 11, ""case"": 10, ""obl"": 9, ""advmod"": 7, ""aux"": 6, ""ROOT"": 5, ""punct"": 5, ""acl:relcl"": 4, ""mark"": 4, ""obj"": 4, ""cc"": 4, ""dep"": 4}"
398,informal,143,6,"{""ADJ"": 6, ""ADP"": 16, ""ADV"": 12, ""AUX"": 11, ""CCONJ"": 6, ""DET"": 4, ""NOUN"": 29, ""NUM"": 2, ""PART"": 3, ""PRON"": 16, ""PROPN"": 1, ""PUNCT"": 11, ""SCONJ"": 2, ""SPACE"": 2, ""SYM"": 1, ""VERB"": 21}",77,"{""case"": 15, ""nsubj"": 14, ""obl"": 11, ""aux"": 11, ""punct"": 11, ""advmod"": 10, ""obj"": 7, ""cc"": 7, ""ROOT"": 6, ""nmod"": 6, ""conj"": 6, ""acl:relcl"": 5}"
399,informal,125,6,"{""ADJ"": 6, ""ADP"": 16, ""ADV"": 13, ""AUX"": 9, ""CCONJ"": 3, ""DET"": 5, ""NOUN"": 22, ""NUM"": 2, ""PART"": 3, ""PRON"": 16, ""PUNCT"": 9, ""SCONJ"": 2, ""SPACE"": 1, ""SYM"": 1, ""VERB"": 17}",74,"{""case"": 14, ""advmod"": 14, ""nsubj"": 12, ""obl"": 12, ""punct"": 9, ""aux"": 7, ""ROOT"": 6, ""mark"": 5, ""det"": 4, ""acl:relcl"": 4, ""nmod"": 4, ""obj"": 4}"
400,informal,154,7,"{""ADJ"": 12, ""ADP"": 7, ""ADV"": 22, ""AUX"": 15, ""CCONJ"": 6, ""DET"": 6, ""INTJ"": 1, ""NOUN"": 21, ""NUM"": 1, ""PART"": 3, ""PRON"": 18, ""PROPN"": 1, ""PUNCT"": 14, ""SCONJ"": 4, ""SPACE"": 5, ""VERB"": 18}",78,"{""advmod"": 18, ""nsubj"": 17, ""punct"": 14, ""obj"": 10, ""amod"": 8, ""mark"": 8, ""ROOT"": 7, ""conj"": 7, ""dep"": 6, ""cop"": 6, ""det"": 6, ""case"": 6}"
401,informal,200,11,"{""ADJ"": 18, ""ADP"": 8, ""ADV"": 30, ""AUX"": 18, ""CCONJ"": 8, ""DET"": 7, ""INTJ"": 1, ""NOUN"": 23, ""PART"": 5, ""PRON"": 23, ""PROPN"": 1, ""PUNCT"": 19, ""SCONJ"": 7, ""SPACE"": 6, ""VERB"": 26}",94,"{""advmod"": 29, ""nsubj"": 21, ""punct"": 19, ""ROOT"": 11, ""amod"": 10, ""mark"": 10, ""obj"": 9, ""cop"": 8, ""case"": 8, ""aux"": 8, ""cc"": 8, ""conj"": 8}"
402,informal,165,9,"{""ADJ"": 14, ""ADP"": 7, ""ADV"": 24, ""AUX"": 18, ""CCONJ"": 5, ""DET"": 8, ""INTJ"": 1, ""NOUN"": 20, ""PART"": 4, ""PRON"": 19, ""PROPN"": 1, ""PUNCT"": 16, ""SCONJ"": 4, ""SPACE"": 4, ""VERB"": 20}",82,"{""advmod"": 23, ""punct"": 16, ""nsubj"": 16, ""obj"": 11, ""ROOT"": 9, ""cop"": 8, ""det"": 8, ""aux"": 8, ""mark"": 8, ""amod"": 7, ""case"": 6, ""conj"": 6}"
403,informal,192,9,"{""ADJ"": 14, ""ADP"": 11, ""ADV"": 28, ""AUX"": 18, ""CCONJ"": 6, ""DET"": 7, ""INTJ"": 1, ""NOUN"": 25, ""PART"": 5, ""PRON"": 25, ""PROPN"": 1, ""PUNCT"": 16, ""SCONJ"": 6, ""SPACE"": 4, ""VERB"": 25}",95,"{""advmod"": 27, ""nsubj"": 22, ""punct"": 16, ""obj"": 10, ""mark"": 10, ""ROOT"": 9, ""cop"": 8, ""case"": 8, ""det"": 7, ""amod"": 7, ""aux"": 7, ""conj"": 7}"
404,informal,169,9,"{""ADJ"": 13, ""ADP"": 8, ""ADV"": 25, ""AUX"": 16, ""CCONJ"": 5, ""DET"": 7, ""INTJ"": 1, ""NOUN"": 23, ""PART"": 3, ""PRON"": 20, ""PROPN"": 1, ""PUNCT"": 15, ""SCONJ"": 5, ""SPACE"": 4, ""VERB"": 23}",84,"{""advmod"": 20, ""nsubj"": 18, ""punct"": 15, ""obj"": 11, ""ROOT"": 9, ""amod"": 9, ""mark"": 9, ""aux"": 8, ""det"": 7, ""case"": 7, ""conj"": 7, ""cop"": 6}"
