doc_index,register,n_tokens,n_sents,pos_counts_json,n_unique_lemmas,top_deprel_json
1051,informal,323,9,"{""ADJ"": 12, ""ADP"": 28, ""ADV"": 34, ""AUX"": 26, ""CCONJ"": 16, ""DET"": 11, ""NOUN"": 29, ""NUM"": 3, ""PART"": 11, ""PRON"": 68, ""PUNCT"": 17, ""SCONJ"": 15, ""SPACE"": 4, ""VERB"": 49}",117,"{""nsubj"": 36, ""advmod"": 34, ""obj"": 26, ""case"": 21, ""aux"": 21, ""mark"": 21, ""obl"": 19, ""punct"": 18, ""conj"": 17, ""cc"": 16, ""advcl"": 12, ""det"": 11}"
1052,informal,383,13,"{""ADJ"": 18, ""ADP"": 29, ""ADV"": 38, ""AUX"": 25, ""CCONJ"": 17, ""DET"": 15, ""NOUN"": 39, ""NUM"": 3, ""PART"": 11, ""PRON"": 78, ""PROPN"": 1, ""PUNCT"": 27, ""SCONJ"": 21, ""SPACE"": 4, ""VERB"": 57}",141,"{""advmod"": 38, ""nsubj"": 37, ""obj"": 33, ""punct"": 29, ""case"": 27, ""mark"": 25, ""obl"": 24, ""conj"": 22, ""aux"": 20, ""cc"": 17, ""advcl"": 16, ""det"": 15}"
1053,informal,318,8,"{""ADJ"": 12, ""ADP"": 30, ""ADV"": 36, ""AUX"": 27, ""CCONJ"": 16, ""DET"": 9, ""NOUN"": 36, ""NUM"": 3, ""PART"": 10, ""PRON"": 63, ""PUNCT"": 16, ""SCONJ"": 12, ""SPACE"": 3, ""VERB"": 45}",127,"{""nsubj"": 34, ""advmod"": 31, ""case"": 23, ""obj"": 23, ""obl"": 22, ""aux"": 21, ""mark"": 19, ""conj"": 18, ""punct"": 17, ""cc"": 16, ""advcl"": 12, ""det"": 10}"
1054,informal,347,10,"{""ADJ"": 13, ""ADP"": 29, ""ADV"": 38, ""AUX"": 33, ""CCONJ"": 17, ""DET"": 10, ""NOUN"": 35, ""NUM"": 4, ""PART"": 9, ""PRON"": 66, ""PUNCT"": 23, ""SCONJ"": 17, ""SPACE"": 4, ""VERB"": 49}",125,"{""nsubj"": 38, ""advmod"": 37, ""aux"": 27, ""obj"": 25, ""case"": 24, ""punct"": 24, ""mark"": 22, ""obl"": 21, ""conj"": 18, ""cc"": 17, ""advcl"": 15, ""det"": 11}"
1055,informal,303,9,"{""ADJ"": 10, ""ADP"": 27, ""ADV"": 32, ""AUX"": 27, ""CCONJ"": 14, ""DET"": 10, ""NOUN"": 31, ""NUM"": 3, ""PART"": 10, ""PRON"": 62, ""PROPN"": 1, ""PUNCT"": 17, ""SCONJ"": 13, ""SPACE"": 3, ""VERB"": 43}",117,"{""nsubj"": 35, ""advmod"": 34, ""case"": 23, ""obj"": 23, ""aux"": 22, ""obl"": 20, ""punct"": 18, ""mark"": 16, ""conj"": 15, ""cc"": 14, ""advcl"": 12, ""det"": 10}"
1056,informal,273,7,"{""ADJ"": 11, ""ADP"": 25, ""ADV"": 30, ""AUX"": 24, ""CCONJ"": 14, ""DET"": 9, ""NOUN"": 31, ""NUM"": 3, ""PART"": 8, ""PRON"": 53, ""PUNCT"": 14, ""SCONJ"": 12, ""SPACE"": 3, ""VERB"": 36}",111,"{""advmod"": 30, ""nsubj"": 28, ""case"": 21, ""obj"": 20, ""aux"": 19, ""obl"": 17, ""conj"": 15, ""punct"": 15, ""mark"": 15, ""cc"": 14, ""advcl"": 10, ""det"": 9}"
1057,informal,327,9,"{""ADJ"": 10, ""ADP"": 29, ""ADV"": 39, ""AUX"": 28, ""CCONJ"": 14, ""DET"": 11, ""NOUN"": 37, ""NUM"": 6, ""PART"": 12, ""PRON"": 62, ""PUNCT"": 19, ""SCONJ"": 16, ""SPACE"": 3, ""VERB"": 41}",121,"{""advmod"": 39, ""nsubj"": 32, ""case"": 24, ""aux"": 22, ""obj"": 22, ""mark"": 21, ""obl"": 20, ""punct"": 20, ""conj"": 15, ""cc"": 14, ""det"": 12, ""advcl"": 12}"
1058,informal,371,12,"{""ADJ"": 14, ""ADP"": 30, ""ADV"": 37, ""AUX"": 31, ""CCONJ"": 16, ""DET"": 16, ""NOUN"": 39, ""NUM"": 3, ""PART"": 17, ""PRON"": 75, ""PUNCT"": 22, ""SCONJ"": 16, ""SPACE"": 6, ""VERB"": 49}",115,"{""advmod"": 42, ""nsubj"": 41, ""obj"": 29, ""aux"": 25, ""case"": 24, ""mark"": 23, ""punct"": 22, ""obl"": 21, ""cc"": 17, ""conj"": 17, ""det"": 16, ""advcl"": 13}"
1059,informal,367,12,"{""ADJ"": 13, ""ADP"": 29, ""ADV"": 47, ""AUX"": 34, ""CCONJ"": 14, ""DET"": 15, ""NOUN"": 33, ""NUM"": 3, ""PART"": 11, ""PRON"": 76, ""PUNCT"": 21, ""SCONJ"": 16, ""SPACE"": 5, ""VERB"": 50}",129,"{""advmod"": 45, ""nsubj"": 39, ""obj"": 29, ""aux"": 26, ""case"": 25, ""punct"": 22, ""obl"": 21, ""mark"": 21, ""conj"": 16, ""advcl"": 16, ""det"": 14, ""cc"": 14}"
1060,informal,311,9,"{""ADJ"": 10, ""ADP"": 27, ""ADV"": 32, ""AUX"": 27, ""CCONJ"": 14, ""DET"": 14, ""NOUN"": 35, ""NUM"": 3, ""PART"": 11, ""PRON"": 62, ""PUNCT"": 18, ""SCONJ"": 13, ""SPACE"": 3, ""VERB"": 42}",118,"{""nsubj"": 35, ""advmod"": 33, ""obj"": 24, ""case"": 23, ""aux"": 21, ""obl"": 19, ""punct"": 19, ""mark"": 17, ""conj"": 15, ""det"": 14, ""cc"": 14, ""advcl"": 11}"
1061,informal,321,11,"{""ADJ"": 13, ""ADP"": 30, ""ADV"": 33, ""AUX"": 26, ""CCONJ"": 14, ""DET"": 9, ""NOUN"": 37, ""NUM"": 4, ""PART"": 10, ""PRON"": 66, ""PUNCT"": 19, ""SCONJ"": 12, ""SPACE"": 4, ""VERB"": 44}",123,"{""nsubj"": 35, ""advmod"": 33, ""case"": 25, ""obj"": 24, ""obl"": 20, ""aux"": 20, ""punct"": 20, ""mark"": 17, ""conj"": 15, ""cc"": 14, ""advcl"": 12, ""ROOT"": 11}"
1062,informal,393,13,"{""ADJ"": 19, ""ADP"": 33, ""ADV"": 39, ""AUX"": 36, ""CCONJ"": 17, ""DET"": 16, ""INTJ"": 2, ""NOUN"": 40, ""NUM"": 3, ""PART"": 15, ""PRON"": 69, ""PROPN"": 5, ""PUNCT"": 23, ""SCONJ"": 21, ""SPACE"": 4, ""VERB"": 51}",141,"{""nsubj"": 41, ""advmod"": 40, ""obj"": 29, ""mark"": 28, ""aux"": 27, ""case"": 26, ""punct"": 24, ""obl"": 23, ""conj"": 18, ""cc"": 17, ""det"": 16, ""advcl"": 16}"
1063,informal,313,9,"{""ADJ"": 14, ""ADP"": 26, ""ADV"": 33, ""AUX"": 26, ""CCONJ"": 16, ""DET"": 10, ""NOUN"": 32, ""NUM"": 3, ""PART"": 11, ""PRON"": 65, ""PUNCT"": 16, ""SCONJ"": 15, ""SPACE"": 4, ""VERB"": 42}",118,"{""nsubj"": 36, ""advmod"": 36, ""obj"": 25, ""case"": 22, ""aux"": 20, ""obl"": 18, ""mark"": 18, ""conj"": 17, ""punct"": 17, ""cc"": 16, ""advcl"": 12, ""det"": 10}"
1064,informal,544,20,"{""ADJ"": 39, ""ADP"": 51, ""ADV"": 61, ""AUX"": 40, ""CCONJ"": 24, ""DET"": 19, ""NOUN"": 65, ""NUM"": 5, ""PART"": 16, ""PRON"": 93, ""PUNCT"": 44, ""SCONJ"": 16, ""SPACE"": 7, ""VERB"": 64}",193,"{""nsubj"": 57, ""advmod"": 55, ""case"": 43, ""punct"": 43, ""obl"": 36, ""conj"": 30, ""obj"": 29, ""mark"": 26, ""cc"": 24, ""aux"": 23, ""det"": 19, ""ROOT"": 19}"
1065,informal,324,10,"{""ADJ"": 13, ""ADP"": 31, ""ADV"": 44, ""AUX"": 26, ""CCONJ"": 16, ""DET"": 13, ""NOUN"": 36, ""NUM"": 3, ""PART"": 9, ""PRON"": 59, ""PUNCT"": 16, ""SCONJ"": 13, ""SPACE"": 3, ""VERB"": 42}",130,"{""advmod"": 43, ""nsubj"": 33, ""case"": 27, ""obl"": 23, ""obj"": 22, ""aux"": 21, ""conj"": 17, ""punct"": 17, ""cc"": 16, ""mark"": 16, ""det"": 12, ""advcl"": 12}"
1066,informal,309,10,"{""ADJ"": 16, ""ADP"": 28, ""ADV"": 31, ""AUX"": 27, ""CCONJ"": 15, ""DET"": 11, ""NOUN"": 33, ""NUM"": 4, ""PART"": 9, ""PRON"": 59, ""PUNCT"": 16, ""SCONJ"": 14, ""SPACE"": 4, ""VERB"": 42}",121,"{""advmod"": 33, ""nsubj"": 31, ""obj"": 24, ""case"": 22, ""aux"": 21, ""obl"": 18, ""punct"": 17, ""mark"": 17, ""cc"": 16, ""conj"": 16, ""det"": 11, ""ROOT"": 10}"
1067,informal,386,10,"{""ADJ"": 18, ""ADP"": 37, ""ADV"": 47, ""AUX"": 29, ""CCONJ"": 17, ""DET"": 14, ""NOUN"": 44, ""NUM"": 4, ""PART"": 11, ""PRON"": 75, ""PUNCT"": 19, ""SCONJ"": 14, ""SPACE"": 6, ""VERB"": 51}",159,"{""advmod"": 41, ""nsubj"": 38, ""case"": 29, ""obj"": 28, ""mark"": 25, ""obl"": 23, ""aux"": 23, ""punct"": 21, ""conj"": 18, ""cc"": 16, ""det"": 15, ""advcl"": 12}"
1068,informal,302,10,"{""ADJ"": 12, ""ADP"": 26, ""ADV"": 33, ""AUX"": 26, ""CCONJ"": 14, ""DET"": 10, ""NOUN"": 32, ""NUM"": 3, ""PART"": 10, ""PRON"": 59, ""PROPN"": 2, ""PUNCT"": 18, ""SCONJ"": 12, ""SPACE"": 5, ""VERB"": 40}",121,"{""advmod"": 33, ""nsubj"": 30, ""obj"": 26, ""case"": 21, ""aux"": 19, ""punct"": 19, ""obl"": 18, ""conj"": 16, ""mark"": 15, ""cc"": 14, ""det"": 10, ""ROOT"": 10}"
1069,informal,297,7,"{""ADJ"": 12, ""ADP"": 26, ""ADV"": 34, ""AUX"": 26, ""CCONJ"": 15, ""DET"": 9, ""NOUN"": 33, ""NUM"": 3, ""PART"": 8, ""PRON"": 59, ""PUNCT"": 14, ""SCONJ"": 13, ""SPACE"": 3, ""VERB"": 42}",122,"{""nsubj"": 32, ""advmod"": 32, ""case"": 22, ""aux"": 21, ""obj"": 21, ""obl"": 20, ""conj"": 17, ""mark"": 16, ""cc"": 15, ""punct"": 15, ""advcl"": 12, ""det"": 9}"
1070,informal,317,9,"{""ADJ"": 14, ""ADP"": 30, ""ADV"": 34, ""AUX"": 25, ""CCONJ"": 15, ""DET"": 12, ""NOUN"": 31, ""NUM"": 3, ""PART"": 10, ""PRON"": 64, ""PUNCT"": 16, ""SCONJ"": 14, ""SPACE"": 3, ""VERB"": 46}",121,"{""advmod"": 36, ""nsubj"": 32, ""obj"": 25, ""case"": 23, ""obl"": 20, ""aux"": 20, ""mark"": 19, ""punct"": 17, ""conj"": 16, ""cc"": 15, ""advcl"": 13, ""det"": 12}"
1071,informal,370,9,"{""ADJ"": 16, ""ADP"": 35, ""ADV"": 40, ""AUX"": 32, ""CCONJ"": 16, ""DET"": 18, ""NOUN"": 45, ""NUM"": 3, ""PART"": 12, ""PRON"": 69, ""PUNCT"": 16, ""SCONJ"": 15, ""SPACE"": 5, ""VERB"": 48}",137,"{""nsubj"": 42, ""advmod"": 38, ""obj"": 28, ""case"": 27, ""mark"": 23, ""obl"": 22, ""aux"": 21, ""det"": 18, ""punct"": 17, ""cc"": 16, ""conj"": 16, ""advcl"": 16}"
1072,informal,348,9,"{""ADJ"": 17, ""ADP"": 30, ""ADV"": 42, ""AUX"": 28, ""CCONJ"": 15, ""DET"": 10, ""NOUN"": 41, ""NUM"": 3, ""PART"": 9, ""PRON"": 68, ""PUNCT"": 18, ""SCONJ"": 14, ""SPACE"": 4, ""VERB"": 49}",148,"{""advmod"": 43, ""nsubj"": 37, ""obj"": 29, ""case"": 24, ""aux"": 22, ""obl"": 21, ""punct"": 21, ""conj"": 19, ""mark"": 17, ""cc"": 15, ""advcl"": 11, ""det"": 9}"
1073,informal,291,7,"{""ADJ"": 11, ""ADP"": 28, ""ADV"": 35, ""AUX"": 25, ""CCONJ"": 16, ""DET"": 9, ""NOUN"": 31, ""NUM"": 3, ""PART"": 8, ""PRON"": 56, ""PROPN"": 1, ""PUNCT"": 14, ""SCONJ"": 12, ""SPACE"": 3, ""VERB"": 39}",117,"{""advmod"": 32, ""nsubj"": 30, ""case"": 23, ""obj"": 22, ""aux"": 20, ""obl"": 18, ""conj"": 18, ""cc"": 16, ""punct"": 15, ""mark"": 15, ""advcl"": 10, ""det"": 9}"
1074,informal,280,7,"{""ADJ"": 10, ""ADP"": 26, ""ADV"": 31, ""AUX"": 26, ""CCONJ"": 14, ""DET"": 10, ""NOUN"": 31, ""NUM"": 3, ""PART"": 8, ""PRON"": 55, ""PUNCT"": 13, ""SCONJ"": 12, ""SPACE"": 3, ""VERB"": 38}",114,"{""advmod"": 31, ""nsubj"": 29, ""obj"": 23, ""case"": 21, ""aux"": 21, ""obl"": 17, ""cc"": 15, ""conj"": 15, ""mark"": 15, ""punct"": 14, ""det"": 10, ""advcl"": 10}"
1075,informal,279,8,"{""ADJ"": 11, ""ADP"": 24, ""ADV"": 32, ""AUX"": 25, ""CCONJ"": 14, ""DET"": 9, ""NOUN"": 30, ""NUM"": 3, ""PART"": 8, ""PRON"": 56, ""PUNCT"": 15, ""SCONJ"": 12, ""SPACE"": 3, ""VERB"": 37}",113,"{""advmod"": 32, ""nsubj"": 29, ""obj"": 22, ""case"": 20, ""aux"": 20, ""obl"": 18, ""punct"": 16, ""conj"": 15, ""mark"": 15, ""cc"": 14, ""advcl"": 10, ""det"": 9}"
1076,informal,430,16,"{""ADJ"": 17, ""ADP"": 34, ""ADV"": 56, ""AUX"": 39, ""CCONJ"": 19, ""DET"": 15, ""INTJ"": 2, ""NOUN"": 43, ""NUM"": 3, ""PART"": 12, ""PRON"": 81, ""PUNCT"": 27, ""SCONJ"": 17, ""SPACE"": 6, ""VERB"": 59}",154,"{""nsubj"": 49, ""advmod"": 47, ""case"": 29, ""aux"": 29, ""obj"": 29, ""obl"": 28, ""punct"": 28, ""mark"": 22, ""conj"": 20, ""cc"": 19, ""ROOT"": 16, ""advcl"": 15}"
1077,informal,327,12,"{""ADJ"": 11, ""ADP"": 24, ""ADV"": 44, ""AUX"": 28, ""CCONJ"": 17, ""DET"": 9, ""NOUN"": 33, ""NUM"": 3, ""PART"": 11, ""PRON"": 66, ""PUNCT"": 17, ""SCONJ"": 14, ""SPACE"": 6, ""VERB"": 44}",124,"{""advmod"": 39, ""nsubj"": 37, ""obj"": 25, ""aux"": 22, ""case"": 20, ""obl"": 18, ""punct"": 18, ""mark"": 18, ""conj"": 16, ""cc"": 15, ""advcl"": 14, ""ROOT"": 12}"
1078,informal,73,5,"{""ADJ"": 5, ""ADP"": 4, ""ADV"": 9, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 8, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 7, ""SCONJ"": 6, ""SPACE"": 1, ""VERB"": 9}",46,"{""nsubj"": 7, ""punct"": 7, ""mark"": 6, ""fixed"": 6, ""ROOT"": 5, ""advmod"": 5, ""amod"": 5, ""obj"": 4, ""aux"": 3, ""advcl"": 3, ""case"": 3, ""obl"": 3}"
1079,informal,76,6,"{""ADJ"": 6, ""ADP"": 4, ""ADV"": 9, ""AUX"": 5, ""CCONJ"": 4, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 7, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 9, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 10}",48,"{""punct"": 9, ""ROOT"": 6, ""nsubj"": 6, ""mark"": 6, ""fixed"": 6, ""obj"": 5, ""advmod"": 5, ""amod"": 5, ""aux"": 4, ""advcl"": 3, ""case"": 3, ""cc"": 2}"
1080,informal,71,5,"{""ADJ"": 5, ""ADP"": 5, ""ADV"": 9, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 7, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 7, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 9}",43,"{""punct"": 7, ""nsubj"": 6, ""mark"": 6, ""fixed"": 6, ""ROOT"": 5, ""advmod"": 5, ""amod"": 5, ""obj"": 4, ""case"": 4, ""aux"": 3, ""advcl"": 3, ""obl"": 2}"
1081,informal,73,5,"{""ADJ"": 5, ""ADP"": 5, ""ADV"": 10, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 8, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 7, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 9}",47,"{""punct"": 7, ""nsubj"": 6, ""mark"": 6, ""advmod"": 6, ""fixed"": 6, ""ROOT"": 5, ""amod"": 5, ""obj"": 4, ""case"": 4, ""aux"": 3, ""advcl"": 3, ""obl"": 2}"
1082,informal,74,5,"{""ADJ"": 4, ""ADP"": 5, ""ADV"": 9, ""AUX"": 7, ""CCONJ"": 3, ""DET"": 1, ""INTJ"": 1, ""NOUN"": 7, ""PART"": 2, ""PRON"": 12, ""PUNCT"": 8, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 9}",44,"{""punct"": 8, ""nsubj"": 7, ""mark"": 6, ""fixed"": 6, ""ROOT"": 5, ""aux"": 5, ""advmod"": 5, ""obj"": 4, ""case"": 4, ""amod"": 4, ""advcl"": 3, ""obl"": 3}"
1083,informal,87,5,"{""ADJ"": 6, ""ADP"": 5, ""ADV"": 11, ""AUX"": 5, ""CCONJ"": 4, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 8, ""PART"": 2, ""PRON"": 13, ""PUNCT"": 11, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 12}",49,"{""punct"": 11, ""fixed"": 8, ""nsubj"": 7, ""obj"": 6, ""mark"": 6, ""advmod"": 6, ""ROOT"": 5, ""amod"": 5, ""case"": 4, ""aux"": 3, ""advcl"": 3, ""obl"": 3}"
1084,informal,82,5,"{""ADJ"": 4, ""ADP"": 6, ""ADV"": 11, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 9, ""PART"": 3, ""PRON"": 12, ""PUNCT"": 9, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 12}",52,"{""punct"": 9, ""mark"": 8, ""obj"": 7, ""nsubj"": 6, ""advmod"": 6, ""fixed"": 6, ""ROOT"": 5, ""advcl"": 4, ""case"": 4, ""amod"": 4, ""aux"": 3, ""compound:prt"": 3}"
1085,informal,240,12,"{""ADJ"": 24, ""ADP"": 21, ""ADV"": 25, ""AUX"": 17, ""CCONJ"": 9, ""DET"": 11, ""INTJ"": 1, ""NOUN"": 39, ""PART"": 2, ""PRON"": 28, ""PROPN"": 1, ""PUNCT"": 19, ""SCONJ"": 10, ""SPACE"": 2, ""SYM"": 1, ""VERB"": 30}",120,"{""nsubj"": 23, ""case"": 20, ""punct"": 18, ""advmod"": 18, ""obj"": 17, ""obl"": 14, ""amod"": 13, ""ROOT"": 12, ""aux"": 12, ""det"": 12, ""mark"": 11, ""fixed"": 10}"
1086,informal,80,7,"{""ADJ"": 4, ""ADP"": 4, ""ADV"": 10, ""AUX"": 4, ""CCONJ"": 4, ""DET"": 1, ""INTJ"": 1, ""NOUN"": 9, ""PART"": 2, ""PRON"": 13, ""PUNCT"": 12, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 10}",49,"{""punct"": 12, ""ROOT"": 7, ""nsubj"": 7, ""mark"": 6, ""advmod"": 6, ""fixed"": 6, ""obj"": 5, ""amod"": 4, ""aux"": 3, ""advcl"": 3, ""case"": 3, ""cc"": 2}"
1087,informal,77,5,"{""ADJ"": 4, ""ADP"": 4, ""ADV"": 11, ""AUX"": 6, ""CCONJ"": 4, ""DET"": 1, ""INTJ"": 1, ""NOUN"": 6, ""NUM"": 1, ""PART"": 2, ""PRON"": 12, ""PUNCT"": 9, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 10}",46,"{""punct"": 9, ""nsubj"": 7, ""advmod"": 7, ""mark"": 6, ""fixed"": 6, ""obj"": 5, ""ROOT"": 5, ""aux"": 4, ""amod"": 4, ""advcl"": 3, ""case"": 3, ""cc"": 2}"
1088,informal,76,5,"{""ADJ"": 6, ""ADP"": 6, ""ADV"": 9, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 8, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 8, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 9}",47,"{""punct"": 8, ""nsubj"": 6, ""mark"": 6, ""fixed"": 6, ""amod"": 6, ""ROOT"": 5, ""advmod"": 5, ""case"": 5, ""obj"": 4, ""aux"": 3, ""advcl"": 3, ""nmod"": 3}"
1089,informal,104,6,"{""ADJ"": 5, ""ADP"": 8, ""ADV"": 14, ""AUX"": 6, ""CCONJ"": 5, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 13, ""PART"": 2, ""PRON"": 15, ""PUNCT"": 9, ""SCONJ"": 7, ""SPACE"": 2, ""VERB"": 15}",59,"{""nsubj"": 9, ""punct"": 9, ""advmod"": 9, ""fixed"": 9, ""obj"": 7, ""mark"": 7, ""case"": 7, ""ROOT"": 6, ""obl"": 6, ""aux"": 5, ""amod"": 5, ""advcl"": 4}"
1090,informal,125,7,"{""ADJ"": 8, ""ADP"": 12, ""ADV"": 14, ""AUX"": 7, ""CCONJ"": 5, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 15, ""NUM"": 2, ""PART"": 3, ""PRON"": 15, ""PUNCT"": 15, ""SCONJ"": 8, ""SPACE"": 1, ""VERB"": 16}",64,"{""punct"": 15, ""mark"": 11, ""advmod"": 11, ""case"": 10, ""nsubj"": 9, ""obj"": 7, ""ROOT"": 7, ""fixed"": 6, ""obl"": 6, ""aux"": 5, ""advcl"": 5, ""amod"": 5}"
1091,informal,67,5,"{""ADJ"": 4, ""ADP"": 4, ""ADV"": 9, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 5, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 7, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 9}",41,"{""punct"": 7, ""nsubj"": 6, ""mark"": 6, ""fixed"": 6, ""ROOT"": 5, ""advmod"": 5, ""obj"": 4, ""amod"": 4, ""aux"": 3, ""advcl"": 3, ""case"": 3, ""obl"": 2}"
1092,informal,67,5,"{""ADJ"": 4, ""ADP"": 4, ""ADV"": 9, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 1, ""INTJ"": 1, ""NOUN"": 6, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 7, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 9}",41,"{""punct"": 7, ""nsubj"": 6, ""mark"": 6, ""fixed"": 6, ""ROOT"": 5, ""advmod"": 5, ""obj"": 4, ""amod"": 4, ""aux"": 3, ""advcl"": 3, ""case"": 3, ""obl"": 2}"
1093,informal,101,5,"{""ADJ"": 4, ""ADP"": 7, ""ADV"": 12, ""AUX"": 7, ""CCONJ"": 5, ""DET"": 1, ""INTJ"": 1, ""NOUN"": 10, ""NUM"": 1, ""PART"": 3, ""PRON"": 21, ""PROPN"": 1, ""PUNCT"": 7, ""SCONJ"": 6, ""SPACE"": 1, ""VERB"": 14}",65,"{""nsubj"": 12, ""advmod"": 10, ""obj"": 8, ""punct"": 7, ""mark"": 7, ""aux"": 6, ""fixed"": 6, ""advcl"": 6, ""ROOT"": 5, ""case"": 5, ""amod"": 5, ""cc"": 3}"
1094,informal,164,7,"{""ADJ"": 10, ""ADP"": 15, ""ADV"": 15, ""AUX"": 10, ""CCONJ"": 9, ""DET"": 5, ""INTJ"": 1, ""NOUN"": 21, ""NUM"": 1, ""PART"": 4, ""PRON"": 23, ""PUNCT"": 12, ""SCONJ"": 10, ""SPACE"": 3, ""VERB"": 25}",89,"{""nsubj"": 17, ""mark"": 13, ""punct"": 12, ""case"": 12, ""advmod"": 10, ""obj"": 9, ""aux"": 9, ""obl"": 9, ""amod"": 9, ""cc"": 7, ""ROOT"": 7, ""advcl"": 7}"
1095,informal,119,6,"{""ADJ"": 7, ""ADP"": 7, ""ADV"": 13, ""AUX"": 9, ""CCONJ"": 5, ""DET"": 4, ""INTJ"": 1, ""NOUN"": 13, ""PART"": 4, ""PRON"": 18, ""PUNCT"": 10, ""SCONJ"": 7, ""SPACE"": 2, ""VERB"": 19}",70,"{""nsubj"": 13, ""advmod"": 11, ""punct"": 10, ""mark"": 10, ""obj"": 9, ""aux"": 8, ""ROOT"": 6, ""fixed"": 6, ""advcl"": 6, ""amod"": 6, ""case"": 5, ""det"": 4}"
1096,informal,92,6,"{""ADJ"": 4, ""ADP"": 7, ""ADV"": 10, ""AUX"": 6, ""CCONJ"": 4, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 7, ""PART"": 3, ""PRON"": 15, ""PUNCT"": 11, ""SCONJ"": 5, ""SPACE"": 3, ""VERB"": 13}",50,"{""punct"": 11, ""nsubj"": 8, ""mark"": 7, ""obj"": 6, ""ROOT"": 6, ""advmod"": 6, ""fixed"": 6, ""case"": 6, ""aux"": 4, ""amod"": 4, ""cc"": 3, ""advcl"": 3}"
1097,informal,76,4,"{""ADJ"": 4, ""ADP"": 5, ""ADV"": 11, ""AUX"": 4, ""CCONJ"": 4, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 6, ""PART"": 2, ""PRON"": 12, ""PUNCT"": 7, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 12}",45,"{""nsubj"": 7, ""punct"": 7, ""mark"": 6, ""advmod"": 6, ""fixed"": 6, ""obj"": 4, ""ROOT"": 4, ""case"": 4, ""amod"": 4, ""aux"": 3, ""advcl"": 3, ""obl"": 3}"
1098,informal,339,16,"{""ADJ"": 24, ""ADP"": 22, ""ADV"": 47, ""AUX"": 15, ""CCONJ"": 8, ""DET"": 11, ""INTJ"": 1, ""NOUN"": 47, ""NUM"": 12, ""PART"": 10, ""PRON"": 40, ""PROPN"": 5, ""PUNCT"": 34, ""SCONJ"": 11, ""SPACE"": 8, ""SYM"": 5, ""VERB"": 39}",155,"{""advmod"": 44, ""punct"": 38, ""nsubj"": 28, ""obj"": 23, ""conj"": 17, ""ROOT"": 16, ""mark"": 16, ""case"": 15, ""cc"": 13, ""amod"": 13, ""aux"": 12, ""fixed"": 10}"
1099,informal,73,5,"{""ADJ"": 5, ""ADP"": 5, ""ADV"": 10, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 2, ""INTJ"": 1, ""NOUN"": 6, ""PART"": 2, ""PRON"": 12, ""PUNCT"": 8, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 9}",43,"{""punct"": 8, ""nsubj"": 7, ""mark"": 6, ""advmod"": 6, ""fixed"": 6, ""obj"": 5, ""ROOT"": 5, ""amod"": 4, ""aux"": 3, ""advcl"": 3, ""case"": 3, ""cc"": 2}"
