doc_index,register,pca1,pca2,explained_var_pc1,explained_var_pc2
155,informal,0.21772236,0.29500628,0.078987226,0.055545554
156,informal,0.56256926,0.14048022,0.078987226,0.055545554
157,informal,0.2914494,0.17565717,0.078987226,0.055545554
158,informal,0.40851566,0.29547018,0.078987226,0.055545554
159,informal,0.41098228,0.04187301,0.078987226,0.055545554
160,informal,0.5363749,-0.018076405,0.078987226,0.055545554
161,informal,0.033939008,-0.38026932,0.078987226,0.055545554
162,informal,0.091138825,-0.43518966,0.078987226,0.055545554
163,informal,0.091138825,-0.43518966,0.078987226,0.055545554
164,informal,0.091138825,-0.43518966,0.078987226,0.055545554
165,informal,0.09208003,-0.36305907,0.078987226,0.055545554
166,informal,0.1074431,-0.33787963,0.078987226,0.055545554
167,informal,0.21639077,-0.41117963,0.078987226,0.055545554
168,informal,0.08321368,-0.40561143,0.078987226,0.055545554
169,informal,0.10423512,-0.39862514,0.078987226,0.055545554
170,informal,0.10956328,-0.33994675,0.078987226,0.055545554
171,informal,-0.014597145,-0.25778523,0.078987226,0.055545554
172,informal,0.006876057,-0.2853347,0.078987226,0.055545554
173,informal,0.007948974,-0.2988687,0.078987226,0.055545554
174,informal,-0.06799481,-0.27052796,0.078987226,0.055545554
175,informal,0.21516971,-0.38387972,0.078987226,0.055545554
176,informal,0.20033745,-0.42451748,0.078987226,0.055545554
177,informal,0.20804876,-0.42111075,0.078987226,0.055545554
178,informal,0.18768442,-0.40605193,0.078987226,0.055545554
179,informal,0.19382961,-0.28535503,0.078987226,0.055545554
180,informal,0.18383011,-0.42349872,0.078987226,0.055545554
181,informal,0.093830995,-0.31532076,0.078987226,0.055545554
182,informal,0.07225808,-0.5181054,0.078987226,0.055545554
183,informal,0.14353961,-0.4827805,0.078987226,0.055545554
184,informal,0.1551075,-0.46291175,0.078987226,0.055545554
185,informal,0.12571613,-0.5088148,0.078987226,0.055545554
186,informal,0.2502513,-0.31588563,0.078987226,0.055545554
187,informal,0.22298868,-0.49650326,0.078987226,0.055545554
188,informal,0.22148426,-0.4715011,0.078987226,0.055545554
189,informal,0.23442525,-0.41045985,0.078987226,0.055545554
190,informal,0.23900236,-0.5039192,0.078987226,0.055545554
191,informal,0.22993973,-0.39399874,0.078987226,0.055545554
192,informal,-0.11672597,-0.3338832,0.078987226,0.055545554
193,informal,-0.08804918,-0.34295192,0.078987226,0.055545554
194,informal,-0.097651124,-0.34009933,0.078987226,0.055545554
195,informal,-0.10261805,-0.34559706,0.078987226,0.055545554
196,informal,-0.092401385,-0.33386445,0.078987226,0.055545554
197,informal,0.11533907,-0.17315364,0.078987226,0.055545554
198,informal,0.11990626,-0.18150437,0.078987226,0.055545554
199,informal,0.105612196,-0.18047003,0.078987226,0.055545554
200,informal,0.053679213,-0.13105287,0.078987226,0.055545554
201,informal,0.05755153,-0.13483255,0.078987226,0.055545554
202,informal,0.09860549,-0.23259045,0.078987226,0.055545554
203,informal,0.0986055,-0.23259045,0.078987226,0.055545554
204,informal,0.09860549,-0.23259045,0.078987226,0.055545554
205,informal,0.13209283,-0.46996355,0.078987226,0.055545554
206,informal,0.10030078,-0.33374822,0.078987226,0.055545554
207,informal,0.119820885,-0.40857884,0.078987226,0.055545554
208,informal,-0.078143865,-0.25060686,0.078987226,0.055545554
209,informal,-0.078143865,-0.25060686,0.078987226,0.055545554
210,informal,-0.078143865,-0.25060686,0.078987226,0.055545554
211,informal,-0.078143865,-0.25060686,0.078987226,0.055545554
212,informal,-0.078143865,-0.25060686,0.078987226,0.055545554
213,informal,-0.078143865,-0.25060686,0.078987226,0.055545554
214,informal,-0.078143865,-0.25060686,0.078987226,0.055545554
