tag,Informal Human,Informal LLM
LOC,1.1753927137130895,0.6371743711228766
MSR,0.028835063437139558,0.0021038458301775647
OBJ,0.03770739064856712,0.03745326404014173
ORG,0.21106910407186566,0.28508523249951445
PRS,1.6049864425824647,0.6111873688233864
TME,0.03388407662686282,0.006816508985347093
WRK,0.09379084967320263,0.015791720890033768
