tag,Informal Human,Informal LLM
ADJ,0.07504485190106173,0.09488488403074054
ADP,0.07785144079865881,0.06785083744068536
ADV,0.1003007370068573,0.11388884213584724
AUX,0.05090257378834448,0.045994193479804296
CCONJ,0.032251725924282014,0.044259021942260564
NOUN,0.18834305617864303,0.17121629921134812
PRON,0.09850567285088817,0.08637839810807543
PROPN,0.04006550195036216,0.025323189601351964
PUNCT,0.12919088207774257,0.13336651468889613
VERB,0.10969664130461541,0.11753045593622778
