tag,Formal Human,Formal LLM
ADJ,0.08659913784853221,0.10208038185780588
ADP,0.13339970663981204,0.11797541888347794
ADV,0.046923192611902614,0.06343653417032678
AUX,0.04225610414798626,0.024612021160819057
CCONJ,0.04489466077142928,0.07945192693507445
DET,0.05367091410263025,0.03518644770736364
NOUN,0.2706843992150121,0.3028583189982604
PRON,0.059343631257040064,0.026022404393800914
PUNCT,0.07440300074923449,0.08405344194698228
VERB,0.11509536245580597,0.11311593699885758
