Abstract_Dep_Counts,Generated_Abstract_Dep_Counts
ROOT:2 | advmod:1 | case:1 | conj:1 | cop:1 | nsubj:2 | obj:1 | punct:4,ROOT:5 | acl:1 | acl:relcl:2 | advcl:2 | advmod:13 | aux:2 | case:6 | cc:4 | conj:7 | cop:7 | dep:1 | det:2 | fixed:1 | mark:4 | nmod:2 | nsubj:11 | nsubj:pass:1 | obj:3 | obl:5 | parataxis:5 | punct:41 | xcomp:1
ROOT:1 | acl:relcl:1 | advmod:2 | case:1 | cc:1 | conj:1 | cop:1 | csubj:1 | fixed:1 | nsubj:pass:1 | nummod:1 | obl:1 | parataxis:1 | punct:8,ROOT:3 | advcl:4 | advmod:8 | amod:1 | appos:1 | aux:2 | case:2 | cc:5 | ccomp:1 | conj:8 | cop:4 | mark:7 | nsubj:8 | obj:3 | obl:2 | parataxis:3 | punct:33 | xcomp:1
ROOT:2 | advmod:1 | case:1 | flat:name:1 | obl:1 | punct:3,ROOT:4 | acl:relcl:2 | advcl:4 | advmod:9 | amod:1 | aux:1 | case:7 | cc:2 | ccomp:1 | compound:prt:2 | conj:6 | cop:5 | dep:1 | det:1 | expl:1 | mark:8 | nmod:2 | nsubj:16 | obj:6 | obl:5 | parataxis:3 | punct:40 | xcomp:1
ROOT:1 | conj:2 | punct:3,ROOT:11 | advcl:4 | advmod:17 | amod:3 | appos:2 | aux:2 | case:4 | cc:5 | ccomp:1 | conj:3 | cop:7 | csubj:1 | dep:1 | det:1 | dislocated:3 | mark:7 | nmod:2 | nsubj:15 | obj:3 | obl:5 | punct:23 | xcomp:1
ROOT:1 | advmod:3 | cop:1 | dep:1 | det:1 | nsubj:1 | punct:1,ROOT:4 | acl:2 | acl:cleft:2 | advcl:1 | advmod:11 | amod:1 | case:4 | cc:4 | conj:4 | cop:5 | csubj:1 | dep:1 | det:3 | expl:1 | fixed:3 | flat:name:3 | mark:4 | nmod:3 | nsubj:7 | obj:1 | obl:5 | parataxis:4 | punct:12 | xcomp:1
ROOT:3 | advcl:1 | advmod:3 | aux:2 | case:1 | cop:1 | flat:name:1 | mark:1 | nsubj:2 | obl:1 | punct:5,ROOT:5 | acl:cleft:2 | acl:relcl:3 | advcl:2 | advmod:9 | amod:2 | aux:1 | case:6 | cc:6 | conj:4 | cop:2 | det:4 | flat:name:3 | mark:5 | nmod:6 | nsubj:9 | nsubj:pass:1 | obj:6 | obl:6 | punct:8 | xcomp:2
ROOT:2 | acl:relcl:1 | advmod:3 | amod:1 | aux:1 | case:1 | nsubj:1 | obj:3 | obl:1 | punct:2,ROOT:3 | acl:1 | acl:relcl:1 | advcl:3 | advmod:15 | amod:1 | aux:1 | case:1 | cc:5 | ccomp:1 | conj:4 | cop:2 | dep:1 | det:1 | expl:2 | mark:12 | nsubj:8 | obj:2 | obl:1 | parataxis:1 | punct:8 | xcomp:1
ROOT:3 | advcl:2 | advmod:5 | aux:2 | case:1 | cc:2 | conj:1 | cop:1 | det:1 | fixed:1 | mark:3 | nmod:1 | nsubj:4 | obj:3 | punct:2 | xcomp:1,ROOT:3 | acl:relcl:1 | advcl:2 | advmod:7 | amod:2 | case:2 | cc:3 | compound:prt:1 | conj:2 | cop:1 | dep:1 | det:3 | mark:3 | nmod:1 | nsubj:5 | obj:5 | obl:1 | parataxis:1 | punct:4 | xcomp:2
ROOT:1 | advcl:2 | advmod:2 | aux:2 | case:2 | ccomp:2 | compound:prt:2 | cop:1 | det:1 | mark:3 | nmod:poss:1 | nsubj:5 | obj:4 | obl:2 | punct:2,ROOT:5 | acl:1 | advcl:2 | advmod:5 | amod:3 | aux:3 | case:4 | cc:4 | conj:4 | cop:2 | dep:1 | det:6 | expl:1 | mark:3 | nmod:1 | nmod:poss:1 | nsubj:8 | obj:3 | obl:3 | parataxis:1 | punct:11 | xcomp:1
ROOT:2 | amod:1 | case:1 | cop:1 | det:2 | fixed:1 | nsubj:1 | obj:1 | obl:1 | punct:2,ROOT:4 | acl:1 | acl:relcl:2 | advcl:1 | advmod:10 | amod:1 | case:6 | cc:4 | conj:5 | cop:1 | det:5 | fixed:1 | mark:3 | nmod:4 | nsubj:4 | obj:6 | obl:2 | parataxis:2 | punct:10 | xcomp:1
ROOT:1 | advmod:5 | aux:1 | case:1 | det:1 | dislocated:1 | nsubj:2 | obj:1 | parataxis:1 | punct:2,ROOT:4 | acl:1 | advcl:3 | advmod:7 | amod:2 | aux:2 | case:5 | cc:2 | ccomp:1 | compound:prt:1 | conj:2 | cop:2 | dep:1 | det:3 | fixed:1 | mark:5 | nsubj:7 | obj:6 | obl:4 | punct:8 | xcomp:2
ROOT:2 | advmod:2 | amod:1 | aux:1 | case:1 | cc:1 | conj:1 | fixed:1 | nsubj:1 | obj:1 | obl:1 | punct:2,ROOT:11 | acl:2 | acl:relcl:1 | advcl:3 | advmod:25 | amod:11 | appos:1 | aux:3 | case:15 | cc:11 | compound:prt:2 | conj:12 | cop:5 | dep:1 | det:3 | expl:1 | fixed:4 | flat:name:1 | mark:6 | nmod:9 | nmod:poss:1 | nsubj:16 | nummod:2 | obj:7 | obl:11 | parataxis:2 | punct:29 | xcomp:2
ROOT:1 | acl:relcl:1 | advcl:1 | advmod:2 | amod:1 | aux:2 | case:4 | cc:1 | compound:prt:1 | conj:1 | mark:1 | nmod:2 | nsubj:3 | obj:1 | obl:2 | punct:1,ROOT:9 | acl:relcl:1 | advcl:6 | advmod:23 | amod:15 | appos:2 | aux:4 | case:13 | cc:13 | ccomp:2 | compound:prt:4 | conj:21 | cop:5 | det:4 | dislocated:1 | fixed:3 | mark:6 | nmod:9 | nsubj:17 | obj:10 | obl:12 | parataxis:3 | punct:37 | xcomp:4
ROOT:2 | advcl:1 | advmod:2 | case:1 | cc:1 | conj:1 | cop:1 | mark:1 | nsubj:2 | punct:2,ROOT:9 | acl:relcl:2 | advcl:4 | advmod:19 | amod:8 | appos:2 | aux:4 | case:19 | cc:19 | compound:prt:2 | conj:15 | cop:11 | det:2 | dislocated:1 | expl:1 | mark:5 | nmod:8 | nmod:poss:2 | nsubj:17 | obj:8 | obl:15 | parataxis:4 | punct:26 | xcomp:2
ROOT:4 | advcl:1 | advmod:5 | aux:1 | case:1 | cc:3 | conj:1 | cop:1 | mark:1 | nsubj:1 | nsubj:pass:1 | obj:2 | punct:5,ROOT:10 | acl:relcl:2 | advcl:4 | advmod:16 | amod:4 | appos:1 | aux:4 | case:10 | cc:14 | ccomp:2 | compound:prt:3 | conj:12 | cop:7 | det:6 | dislocated:2 | fixed:1 | flat:name:1 | mark:6 | nmod:3 | nsubj:16 | nummod:1 | obj:11 | obl:7 | punct:16 | xcomp:1
ROOT:4 | acl:1 | advcl:2 | advmod:16 | amod:2 | appos:1 | aux:5 | case:6 | cc:3 | ccomp:1 | compound:prt:2 | conj:4 | cop:1 | det:4 | dislocated:1 | fixed:1 | iobj:1 | mark:6 | nmod:2 | nmod:poss:1 | nsubj:7 | obj:5 | obl:6 | punct:8 | xcomp:2,ROOT:7 | acl:1 | advcl:7 | advmod:27 | amod:6 | appos:1 | aux:2 | case:10 | cc:11 | compound:prt:2 | conj:15 | cop:5 | csubj:1 | dep:1 | det:5 | expl:1 | fixed:5 | mark:7 | nmod:4 | nmod:poss:1 | nsubj:11 | nummod:1 | obj:8 | obl:6 | parataxis:2 | punct:20 | xcomp:2
ROOT:2 | case:1 | compound:prt:1 | conj:2 | flat:name:1 | obl:1 | punct:4,ROOT:8 | acl:relcl:1 | advcl:7 | advmod:21 | amod:3 | aux:2 | case:12 | cc:8 | compound:prt:2 | conj:11 | cop:7 | csubj:1 | det:4 | expl:2 | fixed:2 | flat:name:1 | mark:10 | nmod:4 | nsubj:15 | obj:9 | obl:7 | parataxis:1 | punct:21 | xcomp:4
ROOT:1 | advmod:1 | amod:1 | appos:1 | aux:1 | case:4 | cc:8 | conj:7 | dep:1 | fixed:2 | nmod:2 | nsubj:pass:1 | obj:1 | obl:2 | punct:3,ROOT:8 | acl:relcl:2 | advcl:7 | advmod:23 | amod:5 | aux:4 | case:9 | cc:15 | compound:prt:4 | conj:18 | cop:5 | csubj:2 | det:4 | expl:1 | fixed:3 | flat:name:1 | iobj:1 | mark:14 | nmod:3 | nmod:poss:1 | nsubj:14 | obj:14 | obl:14 | parataxis:1 | punct:24 | xcomp:2
ROOT:2 | acl:relcl:1 | advcl:2 | advmod:4 | amod:2 | aux:3 | case:4 | cc:3 | ccomp:1 | compound:prt:2 | conj:3 | cop:1 | mark:4 | nsubj:3 | obj:3 | obl:4 | punct:2,ROOT:14 | acl:cleft:2 | acl:relcl:3 | advcl:8 | advmod:21 | amod:10 | appos:2 | aux:5 | case:16 | cc:11 | compound:prt:2 | conj:12 | cop:10 | dep:2 | det:9 | dislocated:1 | expl:3 | mark:11 | nmod:6 | nsubj:21 | nummod:1 | obj:15 | obl:9 | parataxis:2 | punct:31 | xcomp:3
ROOT:2 | advcl:1 | advmod:2 | case:1 | compound:prt:1 | mark:2 | nsubj:2 | obj:3 | obl:1 | punct:2,ROOT:12 | acl:1 | acl:cleft:1 | acl:relcl:2 | advcl:9 | advmod:32 | amod:10 | aux:6 | case:15 | cc:20 | ccomp:1 | compound:prt:5 | conj:22 | cop:6 | dep:1 | det:6 | dislocated:2 | expl:6 | fixed:2 | iobj:1 | mark:17 | nmod:4 | nmod:poss:2 | nsubj:24 | nsubj:pass:1 | obj:21 | obl:12 | parataxis:4 | punct:35 | xcomp:2
ROOT:4 | acl:relcl:1 | advcl:2 | advmod:9 | amod:2 | aux:3 | case:6 | cc:1 | compound:prt:1 | conj:1 | cop:2 | csubj:1 | det:2 | fixed:6 | flat:name:1 | mark:3 | nmod:2 | nmod:poss:2 | nsubj:6 | nummod:1 | obj:5 | obl:5 | parataxis:1 | punct:5 | xcomp:1,ROOT:13 | acl:1 | acl:relcl:2 | advcl:5 | advmod:30 | amod:13 | aux:6 | case:18 | cc:18 | compound:prt:2 | conj:14 | cop:4 | csubj:3 | det:11 | expl:4 | mark:19 | nmod:7 | nmod:poss:1 | nsubj:22 | nummod:1 | obj:26 | obl:15 | parataxis:5 | punct:33
ROOT:18 | acl:cleft:1 | acl:relcl:6 | advcl:12 | advmod:33 | amod:20 | appos:1 | aux:14 | aux:pass:1 | case:25 | cc:9 | ccomp:2 | compound:prt:2 | conj:7 | cop:6 | csubj:1 | det:13 | dislocated:1 | expl:2 | fixed:5 | iobj:2 | mark:20 | nmod:5 | nmod:poss:7 | nsubj:32 | nsubj:pass:2 | nummod:1 | obj:19 | obl:18 | obl:agent:1 | parataxis:3 | punct:29 | xcomp:3,ROOT:12 | acl:2 | acl:relcl:4 | advcl:8 | advmod:27 | amod:14 | appos:1 | aux:7 | case:18 | cc:15 | ccomp:1 | compound:prt:3 | conj:17 | cop:6 | csubj:1 | det:7 | dislocated:2 | expl:2 | fixed:4 | mark:20 | nmod:8 | nmod:poss:1 | nsubj:22 | obj:18 | obl:7 | parataxis:2 | punct:29 | xcomp:2
ROOT:2 | advcl:1 | advmod:1 | aux:1 | case:3 | expl:1 | nmod:1 | nsubj:3 | obj:1 | obl:1 | punct:3,ROOT:15 | acl:3 | acl:cleft:1 | acl:relcl:3 | advcl:7 | advmod:26 | amod:7 | appos:1 | aux:3 | case:13 | cc:13 | ccomp:2 | compound:prt:1 | conj:14 | cop:5 | csubj:1 | det:9 | expl:2 | fixed:4 | iobj:1 | mark:16 | nmod:5 | nmod:poss:1 | nsubj:25 | obj:15 | obl:11 | parataxis:3 | punct:42 | xcomp:3
ROOT:1 | advmod:1 | case:1 | compound:prt:1 | nsubj:1 | obl:1 | punct:1,ROOT:10 | acl:2 | acl:cleft:1 | acl:relcl:3 | advcl:4 | advmod:17 | amod:3 | aux:1 | case:10 | cc:6 | ccomp:1 | conj:4 | cop:4 | dep:3 | det:5 | expl:3 | mark:6 | nmod:2 | nsubj:15 | nummod:1 | obj:7 | obl:7 | parataxis:3 | punct:19 | xcomp:2
ROOT:4 | advmod:1 | amod:2 | case:4 | cc:1 | cop:2 | det:2 | nmod:2 | nmod:poss:1 | nsubj:3 | obl:2 | punct:3,ROOT:3 | acl:relcl:1 | advmod:6 | amod:1 | aux:1 | case:2 | cc:3 | conj:6 | cop:1 | det:1 | expl:1 | fixed:1 | nsubj:2 | obj:3 | parataxis:1 | punct:21 | xcomp:2
ROOT:4 | acl:cleft:1 | acl:relcl:3 | advcl:1 | advmod:3 | amod:5 | aux:2 | case:9 | cc:3 | ccomp:1 | conj:2 | cop:4 | dep:1 | det:5 | expl:1 | fixed:1 | iobj:1 | mark:4 | nmod:3 | nmod:poss:1 | nsubj:7 | nummod:1 | obj:4 | obl:4 | punct:4 | xcomp:1,ROOT:7 | acl:1 | acl:relcl:3 | advcl:1 | advmod:15 | amod:3 | aux:6 | case:4 | cc:6 | ccomp:3 | compound:prt:1 | conj:8 | cop:3 | det:4 | expl:2 | fixed:1 | mark:6 | nmod:poss:1 | nsubj:13 | obj:7 | obl:4 | punct:16 | xcomp:1
ROOT:4 | advcl:4 | advmod:5 | aux:3 | case:9 | cc:3 | ccomp:2 | conj:3 | cop:2 | det:2 | fixed:1 | mark:6 | nmod:2 | nmod:poss:1 | nsubj:9 | obj:1 | obl:7 | punct:9 | xcomp:1,ROOT:8 | acl:relcl:3 | advcl:8 | advmod:19 | aux:9 | case:3 | cc:5 | ccomp:2 | compound:prt:3 | conj:10 | cop:6 | csubj:1 | det:1 | dislocated:1 | expl:4 | fixed:1 | iobj:1 | mark:11 | nmod:2 | nsubj:16 | obj:6 | obl:2 | parataxis:1 | punct:20 | xcomp:3
ROOT:3 | advcl:1 | advmod:2 | amod:3 | case:1 | cop:1 | det:3 | mark:1 | nmod:poss:1 | nsubj:1 | obl:1 | punct:4,ROOT:8 | acl:cleft:1 | acl:relcl:4 | advcl:5 | advmod:16 | amod:2 | aux:4 | case:4 | cc:4 | ccomp:2 | compound:prt:6 | conj:8 | cop:8 | det:5 | expl:1 | fixed:2 | mark:10 | nmod:poss:1 | nsubj:22 | obj:12 | obl:4 | parataxis:2 | punct:18 | xcomp:4
