doc_index,register,n_tokens,n_sents,pos_counts_json,n_unique_lemmas,top_deprel_json
67,formal,148,8,"{""ADJ"": 17, ""ADP"": 15, ""ADV"": 4, ""AUX"": 3, ""CCONJ"": 5, ""DET"": 12, ""NOUN"": 35, ""NUM"": 3, ""PART"": 3, ""PRON"": 15, ""PROPN"": 1, ""PUNCT"": 15, ""SCONJ"": 2, ""VERB"": 18}",88,"{""amod"": 15, ""punct"": 15, ""case"": 14, ""det"": 12, ""nsubj"": 9, ""obl"": 9, ""ROOT"": 8, ""obj"": 8, ""conj"": 7, ""mark"": 6, ""xcomp"": 5, ""cc"": 5}"
68,formal,153,8,"{""ADJ"": 12, ""ADP"": 18, ""ADV"": 10, ""AUX"": 2, ""CCONJ"": 4, ""DET"": 11, ""NOUN"": 41, ""NUM"": 2, ""PART"": 3, ""PRON"": 14, ""PUNCT"": 11, ""SCONJ"": 4, ""VERB"": 21}",78,"{""nsubj"": 17, ""case"": 16, ""punct"": 13, ""det"": 11, ""advmod"": 11, ""obl"": 11, ""amod"": 10, ""ROOT"": 8, ""nmod"": 8, ""obj"": 8, ""mark"": 6, ""nmod:poss"": 6}"
69,formal,272,13,"{""ADJ"": 26, ""ADP"": 39, ""ADV"": 8, ""AUX"": 8, ""CCONJ"": 20, ""DET"": 12, ""NOUN"": 77, ""NUM"": 2, ""PART"": 2, ""PRON"": 23, ""PROPN"": 4, ""PUNCT"": 18, ""SCONJ"": 5, ""VERB"": 28}",142,"{""case"": 33, ""nsubj"": 24, ""amod"": 21, ""obl"": 20, ""conj"": 20, ""punct"": 18, ""cc"": 18, ""ROOT"": 13, ""obj"": 13, ""fixed"": 12, ""det"": 12, ""nmod:poss"": 11}"
70,formal,302,10,"{""ADJ"": 27, ""ADP"": 40, ""ADV"": 19, ""AUX"": 12, ""CCONJ"": 13, ""DET"": 22, ""NOUN"": 75, ""PART"": 10, ""PRON"": 15, ""PUNCT"": 23, ""SCONJ"": 7, ""VERB"": 39}",144,"{""case"": 33, ""amod"": 25, ""punct"": 23, ""mark"": 23, ""det"": 22, ""nsubj"": 19, ""obl"": 18, ""advmod"": 17, ""nmod"": 15, ""conj"": 15, ""obj"": 12, ""cc"": 11}"
71,formal,117,7,"{""ADJ"": 10, ""ADP"": 15, ""ADV"": 4, ""AUX"": 7, ""CCONJ"": 4, ""DET"": 7, ""NOUN"": 33, ""PART"": 4, ""PRON"": 7, ""PUNCT"": 6, ""SCONJ"": 5, ""VERB"": 15}",68,"{""case"": 14, ""amod"": 9, ""nsubj"": 9, ""det"": 8, ""obl"": 8, ""mark"": 8, ""ROOT"": 7, ""punct"": 6, ""ccomp"": 6, ""nmod"": 6, ""obj"": 5, ""cc"": 5}"
72,formal,123,6,"{""ADJ"": 13, ""ADP"": 18, ""ADV"": 2, ""AUX"": 3, ""CCONJ"": 6, ""DET"": 4, ""NOUN"": 38, ""PART"": 2, ""PRON"": 11, ""PROPN"": 2, ""PUNCT"": 13, ""SCONJ"": 2, ""VERB"": 9}",68,"{""case"": 15, ""punct"": 15, ""amod"": 12, ""obl"": 11, ""conj"": 9, ""nmod:poss"": 7, ""ROOT"": 6, ""cc"": 6, ""nsubj"": 5, ""mark"": 5, ""det"": 4, ""obj"": 4}"
73,formal,214,22,"{""ADJ"": 12, ""ADP"": 19, ""ADV"": 6, ""AUX"": 7, ""CCONJ"": 11, ""DET"": 11, ""NOUN"": 60, ""NUM"": 3, ""PART"": 7, ""PRON"": 15, ""PROPN"": 11, ""PUNCT"": 25, ""SCONJ"": 5, ""SYM"": 1, ""VERB"": 21}",106,"{""punct"": 25, ""ROOT"": 22, ""case"": 17, ""conj"": 14, ""nsubj"": 13, ""cc"": 13, ""obj"": 12, ""mark"": 11, ""det"": 11, ""nmod"": 11, ""amod"": 10, ""advmod"": 8}"
74,formal,300,15,"{""ADJ"": 31, ""ADP"": 44, ""ADV"": 22, ""AUX"": 14, ""CCONJ"": 13, ""DET"": 12, ""NOUN"": 77, ""NUM"": 4, ""PART"": 7, ""PRON"": 18, ""PUNCT"": 28, ""SCONJ"": 4, ""VERB"": 26}",135,"{""case"": 38, ""punct"": 28, ""amod"": 26, ""obl"": 23, ""nsubj"": 20, ""nmod"": 17, ""mark"": 17, ""ROOT"": 15, ""obj"": 12, ""advmod"": 12, ""det"": 11, ""conj"": 11}"
75,formal,118,6,"{""ADJ"": 9, ""ADP"": 15, ""ADV"": 7, ""AUX"": 4, ""CCONJ"": 7, ""DET"": 7, ""NOUN"": 34, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 6, ""SCONJ"": 2, ""VERB"": 14}",81,"{""case"": 14, ""nsubj"": 12, ""obj"": 10, ""nmod"": 9, ""amod"": 8, ""det"": 7, ""ROOT"": 6, ""cc"": 6, ""conj"": 6, ""obl"": 6, ""advmod"": 6, ""punct"": 6}"
76,formal,226,11,"{""ADJ"": 16, ""ADP"": 19, ""ADV"": 21, ""AUX"": 9, ""CCONJ"": 6, ""DET"": 16, ""NOUN"": 44, ""PART"": 7, ""PRON"": 31, ""PROPN"": 6, ""PUNCT"": 17, ""SCONJ"": 9, ""SYM"": 1, ""VERB"": 24}",116,"{""nsubj"": 22, ""advmod"": 18, ""det"": 17, ""punct"": 16, ""amod"": 16, ""case"": 16, ""mark"": 15, ""ROOT"": 11, ""nmod"": 10, ""obj"": 10, ""obl"": 10, ""conj"": 10}"
77,formal,163,7,"{""ADJ"": 11, ""ADP"": 22, ""ADV"": 13, ""AUX"": 7, ""CCONJ"": 10, ""DET"": 3, ""NOUN"": 48, ""NUM"": 1, ""PART"": 4, ""PRON"": 6, ""PROPN"": 4, ""PUNCT"": 9, ""SCONJ"": 6, ""VERB"": 19}",89,"{""case"": 17, ""mark"": 15, ""nsubj"": 13, ""conj"": 11, ""cc"": 10, ""obl"": 10, ""punct"": 10, ""advmod"": 9, ""amod"": 9, ""nmod:poss"": 7, ""ROOT"": 7, ""nmod"": 6}"
78,formal,89,7,"{""ADJ"": 11, ""ADP"": 12, ""ADV"": 2, ""AUX"": 3, ""CCONJ"": 5, ""DET"": 3, ""NOUN"": 31, ""NUM"": 2, ""PART"": 1, ""PRON"": 2, ""PUNCT"": 7, ""SCONJ"": 2, ""VERB"": 8}",57,"{""amod"": 11, ""case"": 11, ""punct"": 8, ""nsubj"": 7, ""ROOT"": 7, ""nmod"": 6, ""cc"": 5, ""nmod:poss"": 4, ""conj"": 4, ""nsubj:pass"": 4, ""det"": 3, ""obj"": 3}"
79,formal,321,23,"{""ADJ"": 22, ""ADP"": 43, ""ADV"": 10, ""AUX"": 8, ""CCONJ"": 13, ""DET"": 21, ""NOUN"": 91, ""NUM"": 7, ""PART"": 6, ""PRON"": 17, ""PROPN"": 3, ""PUNCT"": 29, ""SCONJ"": 11, ""VERB"": 40}",139,"{""case"": 34, ""punct"": 29, ""nsubj"": 28, ""ROOT"": 23, ""obl"": 22, ""det"": 20, ""mark"": 18, ""amod"": 18, ""conj"": 16, ""advmod"": 15, ""obj"": 14, ""nmod"": 13}"
80,formal,306,15,"{""ADJ"": 24, ""ADP"": 43, ""ADV"": 15, ""AUX"": 5, ""CCONJ"": 15, ""DET"": 13, ""NOUN"": 82, ""NUM"": 7, ""PART"": 3, ""PRON"": 28, ""PROPN"": 2, ""PUNCT"": 23, ""SCONJ"": 7, ""SYM"": 1, ""VERB"": 38}",147,"{""case"": 34, ""nsubj"": 30, ""punct"": 24, ""obl"": 22, ""cc"": 16, ""amod"": 16, ""obj"": 16, ""ROOT"": 15, ""mark"": 15, ""nmod"": 15, ""conj"": 14, ""advmod"": 14}"
81,formal,212,9,"{""ADJ"": 21, ""ADP"": 31, ""ADV"": 5, ""AUX"": 10, ""CCONJ"": 17, ""DET"": 5, ""NOUN"": 66, ""PART"": 10, ""PRON"": 7, ""PROPN"": 1, ""PUNCT"": 11, ""SCONJ"": 5, ""VERB"": 23}",103,"{""case"": 25, ""mark"": 17, ""cc"": 17, ""conj"": 17, ""nsubj"": 16, ""obl"": 14, ""obj"": 13, ""punct"": 11, ""amod"": 11, ""advmod"": 10, ""nmod"": 9, ""ROOT"": 9}"
82,formal,143,8,"{""ADJ"": 8, ""ADP"": 15, ""ADV"": 8, ""AUX"": 8, ""CCONJ"": 9, ""DET"": 3, ""NOUN"": 36, ""NUM"": 1, ""PART"": 4, ""PRON"": 13, ""PROPN"": 1, ""PUNCT"": 11, ""SCONJ"": 5, ""SYM"": 2, ""VERB"": 19}",84,"{""nsubj"": 14, ""case"": 14, ""cc"": 11, ""conj"": 11, ""punct"": 11, ""mark"": 10, ""obj"": 9, ""nmod:poss"": 8, ""ROOT"": 8, ""advmod"": 6, ""obl"": 6, ""nmod"": 6}"
83,formal,253,15,"{""ADJ"": 20, ""ADP"": 30, ""ADV"": 11, ""AUX"": 6, ""CCONJ"": 15, ""DET"": 11, ""NOUN"": 81, ""NUM"": 4, ""PART"": 1, ""PRON"": 13, ""PROPN"": 3, ""PUNCT"": 25, ""SCONJ"": 7, ""SYM"": 2, ""VERB"": 24}",140,"{""punct"": 25, ""case"": 24, ""nsubj"": 22, ""conj"": 20, ""cc"": 17, ""ROOT"": 15, ""amod"": 13, ""det"": 12, ""obl"": 12, ""nmod:poss"": 11, ""advmod"": 10, ""mark"": 10}"
84,formal,145,8,"{""ADJ"": 9, ""ADP"": 21, ""ADV"": 4, ""AUX"": 5, ""CCONJ"": 9, ""DET"": 4, ""NOUN"": 44, ""NUM"": 1, ""PART"": 5, ""PRON"": 5, ""PROPN"": 6, ""PUNCT"": 13, ""SCONJ"": 1, ""VERB"": 18}",93,"{""case"": 18, ""punct"": 13, ""nmod"": 13, ""conj"": 12, ""cc"": 10, ""obj"": 10, ""amod"": 9, ""mark"": 9, ""nsubj"": 8, ""ROOT"": 8, ""obl"": 7, ""det"": 4}"
85,formal,335,23,"{""ADJ"": 34, ""ADP"": 36, ""ADV"": 19, ""AUX"": 23, ""CCONJ"": 13, ""DET"": 19, ""NOUN"": 91, ""NUM"": 1, ""PART"": 13, ""PRON"": 12, ""PROPN"": 3, ""PUNCT"": 25, ""SCONJ"": 9, ""VERB"": 37}",168,"{""case"": 33, ""punct"": 27, ""amod"": 25, ""ROOT"": 23, ""nsubj"": 22, ""obl"": 21, ""mark"": 20, ""det"": 19, ""nmod"": 18, ""advmod"": 18, ""obj"": 17, ""conj"": 14}"
86,formal,198,15,"{""ADJ"": 16, ""ADP"": 27, ""ADV"": 8, ""AUX"": 16, ""CCONJ"": 14, ""DET"": 5, ""NOUN"": 58, ""NUM"": 1, ""PART"": 6, ""PRON"": 7, ""PUNCT"": 16, ""SCONJ"": 4, ""VERB"": 20}",91,"{""case"": 25, ""punct"": 16, ""conj"": 16, ""ROOT"": 15, ""cc"": 14, ""mark"": 11, ""obj"": 11, ""obl"": 11, ""aux"": 10, ""nsubj"": 10, ""amod"": 8, ""nmod"": 8}"
87,formal,146,6,"{""ADJ"": 14, ""ADP"": 20, ""ADV"": 4, ""AUX"": 11, ""CCONJ"": 6, ""DET"": 10, ""NOUN"": 36, ""NUM"": 1, ""PART"": 7, ""PRON"": 10, ""PROPN"": 2, ""PUNCT"": 5, ""SCONJ"": 6, ""VERB"": 14}",81,"{""case"": 15, ""mark"": 15, ""det"": 11, ""amod"": 11, ""nsubj"": 10, ""obl"": 7, ""nmod"": 7, ""cop"": 7, ""obj"": 7, ""ROOT"": 6, ""cc"": 6, ""conj"": 6}"
88,formal,256,22,"{""ADJ"": 12, ""ADP"": 27, ""ADV"": 14, ""AUX"": 21, ""CCONJ"": 8, ""DET"": 9, ""NOUN"": 61, ""NUM"": 1, ""PART"": 5, ""PRON"": 28, ""PROPN"": 1, ""PUNCT"": 23, ""SCONJ"": 9, ""VERB"": 37}",118,"{""nsubj"": 27, ""punct"": 23, ""ROOT"": 22, ""mark"": 20, ""case"": 18, ""aux"": 18, ""advmod"": 16, ""obj"": 14, ""amod"": 11, ""advcl"": 11, ""obl"": 10, ""det"": 10}"
89,formal,230,12,"{""ADJ"": 15, ""ADP"": 32, ""ADV"": 5, ""AUX"": 13, ""CCONJ"": 12, ""DET"": 7, ""NOUN"": 66, ""NUM"": 1, ""PART"": 11, ""PRON"": 16, ""PROPN"": 1, ""PUNCT"": 15, ""SCONJ"": 4, ""SYM"": 1, ""VERB"": 31}",122,"{""case"": 24, ""mark"": 21, ""nsubj"": 15, ""punct"": 15, ""conj"": 14, ""ROOT"": 12, ""obl"": 12, ""cc"": 12, ""nmod"": 11, ""obj"": 11, ""nmod:poss"": 8, ""amod"": 8}"
90,formal,360,23,"{""ADJ"": 48, ""ADP"": 34, ""ADV"": 25, ""AUX"": 5, ""CCONJ"": 11, ""DET"": 23, ""NOUN"": 140, ""NUM"": 3, ""PART"": 3, ""PRON"": 7, ""PROPN"": 11, ""PUNCT"": 25, ""SCONJ"": 4, ""VERB"": 21}",195,"{""amod"": 41, ""case"": 33, ""conj"": 30, ""obl"": 30, ""punct"": 27, ""ROOT"": 23, ""advmod"": 22, ""cc"": 20, ""det"": 19, ""nmod"": 18, ""obj"": 15, ""nsubj"": 14}"
91,formal,240,15,"{""ADJ"": 13, ""ADP"": 30, ""ADV"": 10, ""AUX"": 12, ""CCONJ"": 6, ""DET"": 9, ""NOUN"": 65, ""NUM"": 3, ""PART"": 6, ""PRON"": 15, ""PROPN"": 9, ""PUNCT"": 31, ""SCONJ"": 7, ""VERB"": 24}",120,"{""punct"": 31, ""case"": 25, ""nsubj"": 17, ""ROOT"": 15, ""conj"": 14, ""mark"": 14, ""obl"": 14, ""nmod"": 13, ""amod"": 13, ""obj"": 12, ""det"": 10, ""advmod"": 8}"
92,formal,225,14,"{""ADJ"": 15, ""ADP"": 34, ""ADV"": 6, ""AUX"": 7, ""CCONJ"": 13, ""DET"": 9, ""NOUN"": 76, ""NUM"": 7, ""PART"": 2, ""PRON"": 10, ""PROPN"": 1, ""PUNCT"": 20, ""SCONJ"": 3, ""VERB"": 22}",117,"{""case"": 31, ""punct"": 21, ""conj"": 20, ""nmod"": 18, ""nsubj"": 15, ""ROOT"": 14, ""obl"": 13, ""cc"": 13, ""amod"": 13, ""det"": 9, ""mark"": 7, ""obj"": 7}"
93,formal,175,9,"{""ADJ"": 20, ""ADP"": 22, ""ADV"": 2, ""AUX"": 9, ""CCONJ"": 10, ""DET"": 6, ""NOUN"": 48, ""NUM"": 5, ""PART"": 5, ""PRON"": 4, ""PROPN"": 13, ""PUNCT"": 16, ""SCONJ"": 4, ""SYM"": 1, ""VERB"": 10}",99,"{""case"": 21, ""amod"": 17, ""nmod"": 16, ""punct"": 15, ""conj"": 12, ""cc"": 11, ""mark"": 10, ""ROOT"": 9, ""obl"": 8, ""nsubj:pass"": 7, ""nsubj"": 7, ""det"": 5}"
94,formal,549,20,"{""ADJ"": 77, ""ADP"": 80, ""ADV"": 39, ""AUX"": 6, ""CCONJ"": 12, ""DET"": 36, ""NOUN"": 132, ""NUM"": 7, ""PART"": 8, ""PRON"": 21, ""PROPN"": 3, ""PUNCT"": 75, ""SCONJ"": 13, ""VERB"": 40}",223,"{""punct"": 79, ""case"": 74, ""amod"": 53, ""nmod"": 43, ""det"": 34, ""nsubj"": 31, ""advmod"": 28, ""obl"": 27, ""mark"": 22, ""conj"": 21, ""ROOT"": 20, ""obj"": 15}"
95,formal,129,10,"{""ADJ"": 15, ""ADP"": 21, ""ADV"": 1, ""AUX"": 4, ""CCONJ"": 5, ""DET"": 4, ""NOUN"": 38, ""NUM"": 5, ""PART"": 3, ""PRON"": 3, ""PROPN"": 2, ""PUNCT"": 15, ""SCONJ"": 1, ""VERB"": 12}",82,"{""case"": 18, ""punct"": 15, ""amod"": 14, ""obl"": 14, ""ROOT"": 10, ""nsubj"": 7, ""conj"": 6, ""mark"": 6, ""nummod"": 5, ""aux"": 5, ""cc"": 5, ""nmod"": 5}"
96,formal,186,11,"{""ADJ"": 11, ""ADP"": 23, ""ADV"": 9, ""AUX"": 8, ""CCONJ"": 13, ""DET"": 5, ""NOUN"": 54, ""PART"": 7, ""PRON"": 8, ""PUNCT"": 12, ""SCONJ"": 5, ""VERB"": 31}",93,"{""case"": 20, ""nsubj"": 17, ""conj"": 14, ""cc"": 13, ""mark"": 13, ""obj"": 12, ""punct"": 12, ""ROOT"": 11, ""obl"": 11, ""nmod"": 9, ""advmod"": 8, ""aux"": 6}"
97,formal,245,13,"{""ADJ"": 14, ""ADP"": 32, ""ADV"": 13, ""AUX"": 16, ""CCONJ"": 8, ""DET"": 11, ""NOUN"": 71, ""NUM"": 1, ""PART"": 4, ""PRON"": 15, ""PROPN"": 1, ""PUNCT"": 19, ""SCONJ"": 10, ""VERB"": 30}",134,"{""case"": 26, ""punct"": 19, ""nsubj"": 18, ""mark"": 18, ""obl"": 16, ""conj"": 14, ""nmod"": 13, ""ROOT"": 13, ""amod"": 12, ""advmod"": 12, ""det"": 12, ""aux"": 11}"
98,formal,235,14,"{""ADJ"": 15, ""ADP"": 28, ""ADV"": 10, ""AUX"": 20, ""CCONJ"": 12, ""DET"": 10, ""NOUN"": 59, ""NUM"": 2, ""PART"": 5, ""PRON"": 19, ""PROPN"": 2, ""PUNCT"": 27, ""SCONJ"": 6, ""VERB"": 20}",115,"{""punct"": 27, ""case"": 25, ""conj"": 18, ""nsubj"": 17, ""obl"": 15, ""ROOT"": 14, ""cc"": 13, ""cop"": 11, ""amod"": 11, ""advmod"": 11, ""mark"": 11, ""det"": 10}"
99,formal,267,17,"{""ADJ"": 23, ""ADP"": 33, ""ADV"": 20, ""AUX"": 22, ""CCONJ"": 11, ""DET"": 15, ""NOUN"": 61, ""NUM"": 2, ""PART"": 7, ""PRON"": 13, ""PROPN"": 7, ""PUNCT"": 17, ""SCONJ"": 3, ""VERB"": 33}",132,"{""case"": 26, ""nsubj"": 23, ""punct"": 17, ""advmod"": 17, ""ROOT"": 17, ""det"": 16, ""obl"": 16, ""obj"": 14, ""mark"": 13, ""aux"": 12, ""amod"": 12, ""conj"": 11}"
100,formal,235,14,"{""ADJ"": 12, ""ADP"": 40, ""ADV"": 5, ""AUX"": 13, ""CCONJ"": 10, ""DET"": 8, ""NOUN"": 75, ""NUM"": 2, ""PART"": 5, ""PRON"": 17, ""PROPN"": 1, ""PUNCT"": 21, ""SCONJ"": 7, ""VERB"": 19}",111,"{""case"": 33, ""nmod"": 21, ""punct"": 21, ""nsubj"": 18, ""conj"": 16, ""ROOT"": 14, ""obl"": 13, ""obj"": 10, ""cc"": 10, ""advmod"": 10, ""mark"": 10, ""amod"": 9}"
101,formal,343,16,"{""ADJ"": 31, ""ADP"": 44, ""ADV"": 18, ""AUX"": 7, ""CCONJ"": 20, ""DET"": 27, ""NOUN"": 98, ""PART"": 6, ""PRON"": 15, ""PROPN"": 6, ""PUNCT"": 33, ""SCONJ"": 3, ""SYM"": 1, ""VERB"": 34}",169,"{""case"": 42, ""punct"": 33, ""amod"": 28, ""det"": 27, ""nsubj"": 24, ""advmod"": 20, ""conj"": 20, ""obl"": 19, ""cc"": 18, ""obj"": 17, ""nmod"": 17, ""ROOT"": 16}"
102,formal,137,6,"{""ADJ"": 4, ""ADP"": 20, ""ADV"": 4, ""AUX"": 9, ""CCONJ"": 6, ""DET"": 5, ""NOUN"": 41, ""NUM"": 1, ""PART"": 1, ""PRON"": 11, ""PROPN"": 1, ""PUNCT"": 7, ""SCONJ"": 7, ""SYM"": 3, ""VERB"": 17}",75,"{""nsubj"": 16, ""case"": 16, ""obl"": 12, ""cc"": 9, ""conj"": 9, ""mark"": 9, ""punct"": 7, ""ROOT"": 6, ""nmod"": 6, ""det"": 5, ""aux"": 5, ""obj"": 5}"
103,formal,130,9,"{""ADJ"": 12, ""ADP"": 15, ""ADV"": 2, ""AUX"": 6, ""CCONJ"": 8, ""DET"": 4, ""NOUN"": 42, ""NUM"": 3, ""PART"": 1, ""PRON"": 6, ""PROPN"": 2, ""PUNCT"": 12, ""SCONJ"": 3, ""VERB"": 14}",82,"{""case"": 14, ""punct"": 12, ""nsubj"": 10, ""amod"": 10, ""ROOT"": 9, ""cc"": 8, ""conj"": 8, ""obl"": 8, ""nmod:poss"": 7, ""obj"": 6, ""nmod"": 5, ""aux"": 5}"
104,formal,139,7,"{""ADJ"": 10, ""ADP"": 26, ""AUX"": 6, ""CCONJ"": 8, ""DET"": 7, ""NOUN"": 49, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 6, ""SCONJ"": 2, ""VERB"": 12}",64,"{""case"": 26, ""obl"": 14, ""nmod"": 11, ""nmod:poss"": 10, ""amod"": 10, ""cc"": 9, ""nsubj"": 8, ""det"": 8, ""conj"": 8, ""obj"": 7, ""ROOT"": 7, ""punct"": 6}"
105,formal,218,10,"{""ADJ"": 20, ""ADP"": 25, ""ADV"": 16, ""AUX"": 6, ""CCONJ"": 11, ""DET"": 14, ""NOUN"": 57, ""PART"": 5, ""PRON"": 22, ""PUNCT"": 13, ""SCONJ"": 2, ""VERB"": 27}",107,"{""case"": 22, ""amod"": 20, ""nsubj"": 17, ""obl"": 16, ""advmod"": 16, ""obj"": 15, ""det"": 14, ""punct"": 13, ""conj"": 12, ""cc"": 11, ""ROOT"": 10, ""nmod:poss"": 8}"
106,formal,168,11,"{""ADJ"": 16, ""ADP"": 22, ""ADV"": 6, ""AUX"": 7, ""CCONJ"": 3, ""DET"": 12, ""NOUN"": 51, ""NUM"": 2, ""PART"": 4, ""PRON"": 6, ""PROPN"": 1, ""PUNCT"": 17, ""SCONJ"": 5, ""VERB"": 16}",101,"{""case"": 22, ""punct"": 17, ""det"": 12, ""ROOT"": 11, ""nmod"": 11, ""nsubj"": 11, ""amod"": 11, ""obl"": 11, ""obj"": 8, ""advmod"": 7, ""mark"": 6, ""nsubj:pass"": 5}"
107,formal,269,17,"{""ADJ"": 23, ""ADP"": 28, ""ADV"": 17, ""AUX"": 20, ""CCONJ"": 14, ""DET"": 12, ""NOUN"": 70, ""NUM"": 5, ""PART"": 3, ""PRON"": 15, ""PROPN"": 4, ""PUNCT"": 23, ""SCONJ"": 5, ""SYM"": 1, ""VERB"": 29}",135,"{""case"": 27, ""punct"": 23, ""nsubj"": 22, ""advmod"": 18, ""ROOT"": 17, ""conj"": 16, ""obl"": 15, ""cc"": 14, ""amod"": 14, ""det"": 13, ""obj"": 12, ""aux"": 11}"
108,formal,332,21,"{""ADJ"": 25, ""ADP"": 52, ""ADV"": 16, ""AUX"": 10, ""CCONJ"": 19, ""DET"": 16, ""NOUN"": 114, ""NUM"": 1, ""PART"": 1, ""PRON"": 13, ""PROPN"": 1, ""PUNCT"": 31, ""SCONJ"": 4, ""VERB"": 29}",138,"{""case"": 45, ""punct"": 32, ""nmod"": 25, ""conj"": 24, ""nsubj"": 21, ""ROOT"": 21, ""obl"": 21, ""cc"": 20, ""amod"": 20, ""det"": 16, ""nmod:poss"": 10, ""fixed"": 10}"
109,formal,474,24,"{""ADJ"": 44, ""ADP"": 67, ""ADV"": 18, ""AUX"": 21, ""CCONJ"": 23, ""DET"": 34, ""NOUN"": 107, ""NUM"": 5, ""PART"": 10, ""PRON"": 40, ""PROPN"": 10, ""PUNCT"": 29, ""SCONJ"": 12, ""VERB"": 54}",205,"{""case"": 58, ""nsubj"": 48, ""amod"": 38, ""obl"": 32, ""det"": 31, ""punct"": 29, ""ROOT"": 24, ""mark"": 24, ""obj"": 23, ""nmod"": 23, ""cc"": 23, ""conj"": 21}"
110,formal,107,5,"{""ADJ"": 8, ""ADP"": 15, ""ADV"": 5, ""AUX"": 5, ""DET"": 14, ""NOUN"": 21, ""PART"": 2, ""PRON"": 10, ""PROPN"": 7, ""PUNCT"": 8, ""SCONJ"": 1, ""VERB"": 11}",61,"{""case"": 15, ""det"": 14, ""obl"": 8, ""punct"": 8, ""nsubj"": 7, ""acl:relcl"": 6, ""amod"": 6, ""ROOT"": 5, ""nmod"": 5, ""obj"": 4, ""mark"": 4, ""advmod"": 4}"
111,formal,144,10,"{""ADJ"": 16, ""ADP"": 21, ""ADV"": 1, ""AUX"": 6, ""CCONJ"": 5, ""DET"": 8, ""NOUN"": 50, ""NUM"": 1, ""PART"": 1, ""PRON"": 6, ""PUNCT"": 16, ""SCONJ"": 1, ""VERB"": 12}",81,"{""case"": 19, ""punct"": 17, ""amod"": 14, ""nmod"": 12, ""conj"": 11, ""ROOT"": 10, ""nsubj"": 9, ""det"": 9, ""nsubj:pass"": 6, ""obj"": 5, ""obl"": 5, ""cc"": 5}"
112,formal,325,20,"{""ADJ"": 32, ""ADP"": 44, ""ADV"": 15, ""AUX"": 13, ""CCONJ"": 11, ""DET"": 26, ""NOUN"": 88, ""NUM"": 5, ""PART"": 7, ""PRON"": 16, ""PROPN"": 2, ""PUNCT"": 24, ""SCONJ"": 3, ""VERB"": 39}",152,"{""case"": 41, ""det"": 26, ""amod"": 25, ""punct"": 24, ""nsubj"": 23, ""obl"": 22, ""ROOT"": 20, ""nmod"": 19, ""obj"": 13, ""mark"": 12, ""conj"": 12, ""cc"": 11}"
113,formal,216,16,"{""ADJ"": 14, ""ADP"": 31, ""ADV"": 10, ""AUX"": 12, ""CCONJ"": 11, ""DET"": 8, ""NOUN"": 66, ""NUM"": 1, ""PART"": 5, ""PRON"": 11, ""PROPN"": 2, ""PUNCT"": 18, ""SCONJ"": 5, ""VERB"": 22}",129,"{""case"": 27, ""nmod"": 20, ""punct"": 17, ""nsubj"": 16, ""ROOT"": 16, ""obj"": 13, ""advmod"": 11, ""conj"": 11, ""mark"": 11, ""amod"": 11, ""obl"": 10, ""cc"": 9}"
114,formal,177,9,"{""ADJ"": 15, ""ADP"": 21, ""ADV"": 12, ""AUX"": 9, ""CCONJ"": 4, ""DET"": 16, ""NOUN"": 38, ""PART"": 5, ""PRON"": 15, ""PROPN"": 3, ""PUNCT"": 13, ""VERB"": 26}",104,"{""case"": 18, ""det"": 16, ""amod"": 13, ""punct"": 13, ""nsubj"": 13, ""advmod"": 12, ""obl"": 11, ""obj"": 9, ""ROOT"": 9, ""nsubj:pass"": 9, ""mark"": 6, ""aux"": 6}"
115,formal,162,6,"{""ADJ"": 8, ""ADP"": 33, ""ADV"": 8, ""AUX"": 3, ""CCONJ"": 8, ""DET"": 10, ""NOUN"": 47, ""NUM"": 4, ""PART"": 3, ""PRON"": 7, ""PROPN"": 4, ""PUNCT"": 10, ""SCONJ"": 1, ""VERB"": 16}",86,"{""case"": 29, ""obl"": 16, ""nsubj"": 13, ""nmod"": 11, ""det"": 10, ""punct"": 10, ""conj"": 10, ""advmod"": 9, ""cc"": 8, ""amod"": 7, ""ROOT"": 6, ""mark"": 6}"
116,formal,244,21,"{""ADJ"": 22, ""ADP"": 28, ""ADV"": 10, ""AUX"": 12, ""CCONJ"": 13, ""DET"": 6, ""NOUN"": 68, ""NUM"": 6, ""PART"": 3, ""PRON"": 13, ""PROPN"": 2, ""PUNCT"": 25, ""SCONJ"": 6, ""SYM"": 1, ""VERB"": 29}",117,"{""case"": 26, ""punct"": 25, ""nsubj"": 22, ""ROOT"": 21, ""amod"": 16, ""obl"": 16, ""cc"": 14, ""conj"": 13, ""nmod"": 11, ""mark"": 10, ""obj"": 8, ""cop"": 7}"
117,formal,240,13,"{""ADJ"": 31, ""ADP"": 24, ""ADV"": 17, ""AUX"": 12, ""CCONJ"": 9, ""DET"": 17, ""NOUN"": 68, ""NUM"": 1, ""PART"": 4, ""PRON"": 10, ""PUNCT"": 18, ""SCONJ"": 6, ""VERB"": 23}",122,"{""amod"": 27, ""case"": 22, ""nsubj"": 21, ""punct"": 18, ""det"": 17, ""advmod"": 14, ""ROOT"": 13, ""obj"": 12, ""obl"": 12, ""mark"": 12, ""conj"": 11, ""nmod"": 10}"
