doc_index,register,n_tokens,n_sents,pos_counts_json,n_unique_lemmas,top_deprel_json
118,formal,137,10,"{""ADJ"": 9, ""ADP"": 14, ""ADV"": 7, ""AUX"": 7, ""CCONJ"": 6, ""DET"": 8, ""NOUN"": 45, ""PART"": 2, ""PRON"": 9, ""PUNCT"": 11, ""SCONJ"": 4, ""VERB"": 15}",82,"{""nsubj"": 14, ""case"": 12, ""punct"": 11, ""ROOT"": 10, ""det"": 9, ""amod"": 9, ""advmod"": 8, ""nmod"": 8, ""conj"": 7, ""cc"": 6, ""mark"": 6, ""nmod:poss"": 6}"
119,formal,128,4,"{""ADJ"": 9, ""ADP"": 14, ""ADV"": 8, ""AUX"": 9, ""CCONJ"": 6, ""DET"": 8, ""NOUN"": 28, ""PART"": 6, ""PRON"": 14, ""PUNCT"": 7, ""VERB"": 19}",66,"{""obj"": 13, ""nsubj"": 12, ""case"": 12, ""obl"": 9, ""mark"": 8, ""advmod"": 8, ""aux"": 8, ""amod"": 8, ""det"": 8, ""punct"": 7, ""cc"": 6, ""conj"": 6}"
120,formal,147,14,"{""ADJ"": 14, ""ADP"": 13, ""ADV"": 3, ""AUX"": 3, ""CCONJ"": 7, ""DET"": 4, ""NOUN"": 43, ""NUM"": 3, ""PART"": 2, ""PRON"": 7, ""PROPN"": 2, ""PUNCT"": 14, ""SCONJ"": 10, ""SYM"": 1, ""VERB"": 21}",90,"{""nsubj"": 15, ""ROOT"": 14, ""punct"": 14, ""mark"": 11, ""case"": 11, ""amod"": 10, ""obl"": 9, ""conj"": 9, ""cc"": 8, ""ccomp"": 5, ""fixed"": 5, ""obj"": 4}"
121,formal,275,14,"{""ADJ"": 39, ""ADP"": 38, ""ADV"": 17, ""AUX"": 14, ""CCONJ"": 7, ""DET"": 21, ""NOUN"": 70, ""PART"": 5, ""PRON"": 11, ""PUNCT"": 24, ""SCONJ"": 6, ""VERB"": 23}",146,"{""case"": 35, ""amod"": 29, ""obl"": 24, ""punct"": 24, ""det"": 21, ""advmod"": 18, ""nsubj"": 17, ""ROOT"": 14, ""nmod"": 11, ""conj"": 11, ""obj"": 10, ""mark"": 9}"
122,formal,216,8,"{""ADJ"": 17, ""ADP"": 29, ""ADV"": 12, ""AUX"": 11, ""CCONJ"": 11, ""DET"": 17, ""NOUN"": 55, ""NUM"": 1, ""PART"": 5, ""PRON"": 15, ""PROPN"": 1, ""PUNCT"": 12, ""SCONJ"": 5, ""VERB"": 25}",99,"{""case"": 20, ""det"": 19, ""amod"": 18, ""mark"": 14, ""punct"": 14, ""obj"": 14, ""obl"": 12, ""conj"": 12, ""nmod"": 11, ""advmod"": 11, ""nsubj"": 10, ""cc"": 10}"
123,formal,305,17,"{""ADJ"": 39, ""ADP"": 40, ""ADV"": 5, ""AUX"": 19, ""CCONJ"": 15, ""DET"": 18, ""NOUN"": 83, ""PART"": 9, ""PRON"": 13, ""PROPN"": 4, ""PUNCT"": 16, ""SCONJ"": 10, ""VERB"": 34}",159,"{""case"": 30, ""amod"": 25, ""mark"": 23, ""nsubj"": 22, ""nmod"": 18, ""det"": 18, ""ROOT"": 17, ""punct"": 16, ""obl"": 15, ""cc"": 14, ""conj"": 14, ""obj"": 11}"
124,formal,196,12,"{""ADJ"": 16, ""ADP"": 18, ""ADV"": 9, ""AUX"": 15, ""CCONJ"": 5, ""DET"": 16, ""NOUN"": 50, ""NUM"": 5, ""PART"": 2, ""PRON"": 14, ""PROPN"": 3, ""PUNCT"": 17, ""SCONJ"": 5, ""VERB"": 21}",105,"{""case"": 18, ""det"": 17, ""punct"": 17, ""obl"": 15, ""nsubj"": 15, ""amod"": 13, ""ROOT"": 12, ""aux"": 11, ""nmod"": 10, ""obj"": 10, ""nsubj:pass"": 6, ""mark"": 6}"
125,formal,171,9,"{""ADJ"": 13, ""ADP"": 25, ""ADV"": 2, ""AUX"": 2, ""CCONJ"": 7, ""DET"": 5, ""NOUN"": 57, ""NUM"": 5, ""PART"": 8, ""PRON"": 10, ""PUNCT"": 10, ""SCONJ"": 3, ""VERB"": 24}",99,"{""case"": 22, ""obj"": 16, ""nsubj"": 13, ""mark"": 13, ""amod"": 11, ""nmod"": 10, ""punct"": 10, ""obl"": 10, ""ROOT"": 9, ""nmod:poss"": 8, ""conj"": 8, ""cc"": 6}"
126,formal,141,7,"{""ADJ"": 13, ""ADP"": 20, ""ADV"": 5, ""AUX"": 3, ""CCONJ"": 8, ""DET"": 8, ""NOUN"": 41, ""NUM"": 2, ""PART"": 3, ""PRON"": 7, ""PROPN"": 2, ""PUNCT"": 11, ""SCONJ"": 2, ""VERB"": 16}",86,"{""case"": 18, ""amod"": 12, ""punct"": 11, ""nsubj"": 10, ""conj"": 10, ""nmod"": 10, ""cc"": 8, ""obj"": 8, ""det"": 8, ""obl"": 8, ""ROOT"": 7, ""mark"": 7}"
127,formal,227,11,"{""ADJ"": 19, ""ADP"": 35, ""ADV"": 13, ""AUX"": 11, ""CCONJ"": 7, ""DET"": 7, ""NOUN"": 57, ""NUM"": 2, ""PART"": 10, ""PRON"": 18, ""PROPN"": 1, ""PUNCT"": 17, ""SCONJ"": 3, ""VERB"": 27}",104,"{""case"": 27, ""mark"": 20, ""nsubj"": 18, ""amod"": 17, ""punct"": 17, ""obl"": 14, ""nmod"": 12, ""ROOT"": 11, ""obj"": 11, ""advmod"": 10, ""conj"": 10, ""advcl"": 8}"
128,formal,151,9,"{""ADJ"": 15, ""ADP"": 19, ""ADV"": 11, ""AUX"": 7, ""CCONJ"": 4, ""DET"": 9, ""NOUN"": 40, ""NUM"": 1, ""PART"": 1, ""PRON"": 12, ""PROPN"": 1, ""PUNCT"": 11, ""SCONJ"": 4, ""VERB"": 16}",93,"{""case"": 20, ""amod"": 15, ""nsubj"": 15, ""punct"": 11, ""obl"": 10, ""ROOT"": 9, ""advmod"": 9, ""det"": 9, ""nmod"": 8, ""cop"": 5, ""acl:relcl"": 5, ""obj"": 5}"
129,formal,171,7,"{""ADJ"": 18, ""ADP"": 26, ""ADV"": 2, ""AUX"": 6, ""CCONJ"": 8, ""DET"": 9, ""NOUN"": 51, ""PART"": 4, ""PRON"": 9, ""PROPN"": 2, ""PUNCT"": 12, ""SCONJ"": 6, ""VERB"": 18}",98,"{""case"": 19, ""amod"": 16, ""nmod"": 15, ""punct"": 12, ""mark"": 11, ""nsubj"": 9, ""cc"": 9, ""det"": 9, ""obj"": 8, ""ROOT"": 7, ""fixed"": 7, ""obl"": 6}"
130,formal,67,4,"{""ADJ"": 8, ""ADP"": 8, ""ADV"": 3, ""AUX"": 3, ""CCONJ"": 3, ""DET"": 6, ""NOUN"": 18, ""PART"": 2, ""PRON"": 2, ""PUNCT"": 4, ""SCONJ"": 4, ""VERB"": 6}",49,"{""case"": 8, ""obl"": 6, ""amod"": 6, ""det"": 6, ""nsubj"": 5, ""advmod"": 5, ""ROOT"": 4, ""cc"": 4, ""punct"": 4, ""aux"": 3, ""conj"": 3, ""mark"": 3}"
131,formal,727,42,"{""ADJ"": 55, ""ADP"": 100, ""ADV"": 50, ""AUX"": 41, ""CCONJ"": 18, ""DET"": 44, ""NOUN"": 193, ""NUM"": 3, ""PART"": 13, ""PRON"": 56, ""PROPN"": 8, ""PUNCT"": 58, ""SCONJ"": 10, ""SYM"": 2, ""VERB"": 76}",298,"{""case"": 91, ""nsubj"": 59, ""obl"": 56, ""punct"": 56, ""amod"": 48, ""det"": 44, ""nmod"": 43, ""ROOT"": 42, ""advmod"": 41, ""mark"": 31, ""obj"": 29, ""aux"": 24}"
132,formal,222,10,"{""ADJ"": 20, ""ADP"": 28, ""ADV"": 11, ""AUX"": 12, ""CCONJ"": 6, ""DET"": 20, ""NOUN"": 51, ""NUM"": 1, ""PART"": 7, ""PRON"": 20, ""PROPN"": 1, ""PUNCT"": 13, ""SCONJ"": 6, ""VERB"": 26}",112,"{""nsubj"": 24, ""case"": 22, ""det"": 20, ""mark"": 19, ""amod"": 15, ""obj"": 15, ""obl"": 14, ""punct"": 13, ""ROOT"": 10, ""advmod"": 9, ""nmod"": 8, ""advcl"": 8}"
133,formal,139,7,"{""ADJ"": 5, ""ADP"": 20, ""ADV"": 4, ""AUX"": 6, ""CCONJ"": 7, ""DET"": 7, ""NOUN"": 46, ""PART"": 5, ""PRON"": 6, ""PUNCT"": 6, ""SCONJ"": 5, ""VERB"": 22}",75,"{""case"": 15, ""nsubj"": 14, ""mark"": 14, ""obl"": 13, ""obj"": 9, ""conj"": 8, ""cc"": 7, ""det"": 7, ""ROOT"": 7, ""punct"": 6, ""nmod:poss"": 6, ""acl:relcl"": 5}"
134,formal,127,7,"{""ADJ"": 14, ""ADP"": 20, ""ADV"": 6, ""AUX"": 7, ""DET"": 9, ""NOUN"": 30, ""PART"": 9, ""PRON"": 9, ""PUNCT"": 6, ""SCONJ"": 3, ""VERB"": 14}",72,"{""mark"": 15, ""case"": 14, ""nsubj"": 10, ""amod"": 10, ""obj"": 10, ""det"": 9, ""cop"": 7, ""ROOT"": 7, ""obl"": 7, ""nmod"": 6, ""punct"": 6, ""advmod"": 6}"
135,formal,294,13,"{""ADJ"": 31, ""ADP"": 33, ""ADV"": 18, ""AUX"": 20, ""CCONJ"": 9, ""DET"": 9, ""NOUN"": 74, ""NUM"": 1, ""PART"": 9, ""PRON"": 19, ""PROPN"": 2, ""PUNCT"": 16, ""SCONJ"": 15, ""VERB"": 38}",164,"{""mark"": 28, ""nsubj"": 26, ""case"": 24, ""amod"": 21, ""obl"": 18, ""punct"": 17, ""advmod"": 16, ""aux"": 14, ""ROOT"": 13, ""nmod"": 13, ""advcl"": 11, ""conj"": 11}"
136,formal,306,20,"{""ADJ"": 24, ""ADP"": 36, ""ADV"": 17, ""AUX"": 14, ""CCONJ"": 15, ""DET"": 14, ""NOUN"": 85, ""NUM"": 3, ""PART"": 4, ""PRON"": 13, ""PROPN"": 27, ""PUNCT"": 30, ""SCONJ"": 6, ""VERB"": 18}",151,"{""case"": 31, ""punct"": 30, ""conj"": 25, ""amod"": 21, ""advmod"": 20, ""ROOT"": 20, ""nsubj"": 18, ""nmod"": 18, ""obl"": 17, ""cc"": 17, ""det"": 13, ""cop"": 9}"
137,formal,96,4,"{""ADJ"": 6, ""ADP"": 14, ""ADV"": 4, ""AUX"": 5, ""CCONJ"": 3, ""DET"": 7, ""NOUN"": 24, ""NUM"": 4, ""PART"": 3, ""PRON"": 7, ""PROPN"": 1, ""PUNCT"": 3, ""SCONJ"": 4, ""VERB"": 11}",60,"{""case"": 11, ""nsubj"": 9, ""mark"": 8, ""det"": 8, ""obj"": 7, ""nmod"": 6, ""amod"": 6, ""obl"": 6, ""ROOT"": 4, ""advmod"": 4, ""ccomp"": 3, ""fixed"": 3}"
138,formal,136,9,"{""ADJ"": 11, ""ADP"": 21, ""ADV"": 3, ""AUX"": 4, ""CCONJ"": 4, ""DET"": 4, ""NOUN"": 44, ""NUM"": 1, ""PART"": 3, ""PRON"": 4, ""PROPN"": 4, ""PUNCT"": 12, ""SCONJ"": 5, ""VERB"": 16}",80,"{""case"": 18, ""punct"": 12, ""obl"": 11, ""nsubj"": 11, ""mark"": 10, ""ROOT"": 9, ""nmod"": 9, ""amod"": 7, ""obj"": 7, ""det"": 5, ""conj"": 5, ""nmod:poss"": 4}"
139,formal,221,12,"{""ADJ"": 16, ""ADP"": 28, ""ADV"": 11, ""AUX"": 14, ""CCONJ"": 20, ""DET"": 5, ""NOUN"": 74, ""PART"": 3, ""PRON"": 8, ""PUNCT"": 18, ""SCONJ"": 2, ""VERB"": 22}",105,"{""case"": 23, ""conj"": 21, ""cc"": 18, ""punct"": 18, ""nmod"": 13, ""amod"": 13, ""ROOT"": 12, ""obl"": 11, ""nsubj"": 10, ""advmod"": 10, ""nsubj:pass"": 9, ""aux"": 9}"
140,formal,217,8,"{""ADJ"": 23, ""ADP"": 36, ""ADV"": 11, ""AUX"": 9, ""CCONJ"": 10, ""DET"": 11, ""NOUN"": 53, ""NUM"": 2, ""PART"": 4, ""PRON"": 16, ""PROPN"": 2, ""PUNCT"": 14, ""SCONJ"": 6, ""VERB"": 20}",123,"{""case"": 28, ""amod"": 18, ""obl"": 18, ""nsubj"": 17, ""punct"": 14, ""mark"": 13, ""det"": 12, ""conj"": 12, ""nmod"": 10, ""cc"": 10, ""advmod"": 9, ""ROOT"": 8}"
141,formal,303,10,"{""ADJ"": 27, ""ADP"": 40, ""ADV"": 19, ""AUX"": 12, ""CCONJ"": 13, ""DET"": 22, ""NOUN"": 75, ""PART"": 10, ""PRON"": 15, ""PUNCT"": 24, ""SCONJ"": 7, ""VERB"": 39}",144,"{""case"": 33, ""amod"": 25, ""punct"": 24, ""mark"": 23, ""det"": 22, ""nsubj"": 19, ""obl"": 17, ""advmod"": 17, ""nmod"": 16, ""conj"": 15, ""obj"": 12, ""cc"": 11}"
142,formal,118,7,"{""ADJ"": 10, ""ADP"": 15, ""ADV"": 4, ""AUX"": 7, ""CCONJ"": 4, ""DET"": 7, ""NOUN"": 33, ""PART"": 4, ""PRON"": 7, ""PUNCT"": 7, ""SCONJ"": 5, ""VERB"": 15}",68,"{""case"": 14, ""amod"": 9, ""nsubj"": 9, ""det"": 8, ""obl"": 8, ""mark"": 8, ""ROOT"": 7, ""punct"": 7, ""ccomp"": 6, ""nmod"": 6, ""obj"": 5, ""cc"": 5}"
143,formal,199,15,"{""ADJ"": 16, ""ADP"": 27, ""ADV"": 8, ""AUX"": 16, ""CCONJ"": 14, ""DET"": 5, ""NOUN"": 58, ""NUM"": 1, ""PART"": 6, ""PRON"": 7, ""PUNCT"": 17, ""SCONJ"": 4, ""VERB"": 20}",91,"{""case"": 25, ""punct"": 17, ""conj"": 16, ""ROOT"": 15, ""cc"": 14, ""mark"": 11, ""obj"": 11, ""obl"": 11, ""nsubj"": 11, ""aux"": 10, ""amod"": 8, ""cop"": 7}"
144,formal,257,22,"{""ADJ"": 12, ""ADP"": 27, ""ADV"": 14, ""AUX"": 21, ""CCONJ"": 8, ""DET"": 9, ""NOUN"": 61, ""NUM"": 1, ""PART"": 5, ""PRON"": 28, ""PROPN"": 1, ""PUNCT"": 24, ""SCONJ"": 9, ""VERB"": 37}",118,"{""nsubj"": 27, ""punct"": 24, ""ROOT"": 22, ""mark"": 20, ""case"": 18, ""aux"": 18, ""advmod"": 16, ""obj"": 14, ""amod"": 11, ""advcl"": 11, ""obl"": 10, ""det"": 10}"
145,formal,241,15,"{""ADJ"": 13, ""ADP"": 30, ""ADV"": 10, ""AUX"": 12, ""CCONJ"": 6, ""DET"": 9, ""NOUN"": 65, ""NUM"": 3, ""PART"": 6, ""PRON"": 15, ""PROPN"": 9, ""PUNCT"": 32, ""SCONJ"": 7, ""VERB"": 24}",120,"{""punct"": 32, ""case"": 25, ""nsubj"": 17, ""ROOT"": 15, ""conj"": 14, ""mark"": 14, ""obl"": 14, ""nmod"": 13, ""amod"": 13, ""obj"": 12, ""det"": 10, ""advmod"": 8}"
146,formal,176,9,"{""ADJ"": 20, ""ADP"": 22, ""ADV"": 2, ""AUX"": 9, ""CCONJ"": 10, ""DET"": 6, ""NOUN"": 48, ""NUM"": 5, ""PART"": 5, ""PRON"": 4, ""PROPN"": 13, ""PUNCT"": 17, ""SCONJ"": 4, ""SYM"": 1, ""VERB"": 10}",99,"{""case"": 21, ""amod"": 17, ""nmod"": 16, ""punct"": 16, ""conj"": 12, ""cc"": 11, ""mark"": 10, ""ROOT"": 9, ""obl"": 8, ""nsubj:pass"": 7, ""nsubj"": 7, ""det"": 5}"
147,formal,550,20,"{""ADJ"": 77, ""ADP"": 80, ""ADV"": 39, ""AUX"": 6, ""CCONJ"": 12, ""DET"": 36, ""NOUN"": 132, ""NUM"": 7, ""PART"": 8, ""PRON"": 21, ""PROPN"": 3, ""PUNCT"": 76, ""SCONJ"": 13, ""VERB"": 40}",223,"{""punct"": 80, ""case"": 74, ""amod"": 53, ""nmod"": 44, ""det"": 34, ""nsubj"": 31, ""advmod"": 28, ""obl"": 26, ""mark"": 22, ""conj"": 21, ""ROOT"": 20, ""obj"": 15}"
148,formal,130,10,"{""ADJ"": 15, ""ADP"": 21, ""ADV"": 1, ""AUX"": 4, ""CCONJ"": 5, ""DET"": 4, ""NOUN"": 38, ""NUM"": 5, ""PART"": 3, ""PRON"": 3, ""PROPN"": 2, ""PUNCT"": 16, ""SCONJ"": 1, ""VERB"": 12}",82,"{""case"": 18, ""punct"": 16, ""amod"": 14, ""obl"": 14, ""ROOT"": 10, ""nsubj"": 7, ""conj"": 6, ""mark"": 6, ""nummod"": 5, ""aux"": 5, ""cc"": 5, ""nmod"": 5}"
149,formal,236,14,"{""ADJ"": 15, ""ADP"": 28, ""ADV"": 10, ""AUX"": 20, ""CCONJ"": 12, ""DET"": 10, ""NOUN"": 59, ""NUM"": 2, ""PART"": 5, ""PRON"": 19, ""PROPN"": 2, ""PUNCT"": 28, ""SCONJ"": 6, ""VERB"": 20}",115,"{""punct"": 28, ""case"": 25, ""conj"": 18, ""nsubj"": 17, ""obl"": 15, ""ROOT"": 14, ""cc"": 13, ""cop"": 11, ""amod"": 11, ""advmod"": 11, ""mark"": 11, ""det"": 10}"
150,formal,236,14,"{""ADJ"": 12, ""ADP"": 40, ""ADV"": 5, ""AUX"": 13, ""CCONJ"": 10, ""DET"": 8, ""NOUN"": 75, ""NUM"": 2, ""PART"": 5, ""PRON"": 17, ""PROPN"": 1, ""PUNCT"": 22, ""SCONJ"": 7, ""VERB"": 19}",111,"{""case"": 33, ""punct"": 22, ""nmod"": 21, ""nsubj"": 18, ""conj"": 16, ""ROOT"": 14, ""obl"": 13, ""obj"": 10, ""cc"": 10, ""advmod"": 10, ""mark"": 10, ""amod"": 9}"
151,formal,344,16,"{""ADJ"": 31, ""ADP"": 44, ""ADV"": 18, ""AUX"": 7, ""CCONJ"": 20, ""DET"": 27, ""NOUN"": 98, ""PART"": 6, ""PRON"": 15, ""PROPN"": 6, ""PUNCT"": 34, ""SCONJ"": 3, ""SYM"": 1, ""VERB"": 34}",169,"{""case"": 42, ""punct"": 34, ""amod"": 28, ""det"": 27, ""nsubj"": 24, ""advmod"": 20, ""conj"": 20, ""obl"": 19, ""cc"": 18, ""obj"": 17, ""nmod"": 17, ""ROOT"": 16}"
152,formal,131,9,"{""ADJ"": 12, ""ADP"": 15, ""ADV"": 2, ""AUX"": 6, ""CCONJ"": 8, ""DET"": 4, ""NOUN"": 42, ""NUM"": 3, ""PART"": 1, ""PRON"": 6, ""PROPN"": 2, ""PUNCT"": 13, ""SCONJ"": 3, ""VERB"": 14}",82,"{""case"": 14, ""punct"": 13, ""nsubj"": 10, ""amod"": 10, ""ROOT"": 9, ""cc"": 8, ""conj"": 8, ""obl"": 8, ""nmod:poss"": 7, ""obj"": 6, ""nmod"": 5, ""aux"": 5}"
153,formal,140,7,"{""ADJ"": 10, ""ADP"": 26, ""AUX"": 6, ""CCONJ"": 8, ""DET"": 7, ""NOUN"": 49, ""PART"": 2, ""PRON"": 11, ""PUNCT"": 7, ""SCONJ"": 2, ""VERB"": 12}",64,"{""case"": 26, ""obl"": 14, ""nmod"": 11, ""nmod:poss"": 10, ""amod"": 10, ""cc"": 9, ""nsubj"": 8, ""det"": 8, ""conj"": 8, ""obj"": 7, ""ROOT"": 7, ""punct"": 7}"
154,formal,169,11,"{""ADJ"": 16, ""ADP"": 22, ""ADV"": 6, ""AUX"": 7, ""CCONJ"": 3, ""DET"": 12, ""NOUN"": 51, ""NUM"": 2, ""PART"": 4, ""PRON"": 6, ""PROPN"": 1, ""PUNCT"": 18, ""SCONJ"": 5, ""VERB"": 16}",101,"{""case"": 22, ""punct"": 18, ""det"": 12, ""ROOT"": 11, ""nsubj"": 11, ""amod"": 11, ""nmod"": 10, ""obl"": 10, ""obj"": 8, ""advmod"": 7, ""nsubj:pass"": 7, ""mark"": 6}"
155,formal,245,21,"{""ADJ"": 22, ""ADP"": 28, ""ADV"": 10, ""AUX"": 12, ""CCONJ"": 13, ""DET"": 6, ""NOUN"": 68, ""NUM"": 6, ""PART"": 3, ""PRON"": 13, ""PROPN"": 2, ""PUNCT"": 26, ""SCONJ"": 6, ""SYM"": 1, ""VERB"": 29}",117,"{""punct"": 26, ""case"": 26, ""nsubj"": 22, ""ROOT"": 21, ""amod"": 16, ""obl"": 16, ""cc"": 14, ""conj"": 13, ""nmod"": 11, ""mark"": 10, ""obj"": 8, ""cop"": 7}"
156,formal,138,10,"{""ADJ"": 9, ""ADP"": 14, ""ADV"": 7, ""AUX"": 7, ""CCONJ"": 6, ""DET"": 8, ""NOUN"": 45, ""PART"": 2, ""PRON"": 9, ""PUNCT"": 12, ""SCONJ"": 4, ""VERB"": 15}",82,"{""nsubj"": 14, ""case"": 12, ""punct"": 12, ""ROOT"": 10, ""det"": 9, ""amod"": 9, ""advmod"": 8, ""nmod"": 8, ""conj"": 7, ""cc"": 6, ""mark"": 6, ""nmod:poss"": 6}"
157,formal,129,4,"{""ADJ"": 9, ""ADP"": 14, ""ADV"": 8, ""AUX"": 9, ""CCONJ"": 6, ""DET"": 8, ""NOUN"": 28, ""PART"": 6, ""PRON"": 14, ""PUNCT"": 8, ""VERB"": 19}",66,"{""obj"": 13, ""nsubj"": 12, ""case"": 12, ""obl"": 9, ""mark"": 8, ""advmod"": 8, ""aux"": 8, ""amod"": 8, ""det"": 8, ""punct"": 8, ""cc"": 6, ""conj"": 6}"
158,formal,148,14,"{""ADJ"": 14, ""ADP"": 13, ""ADV"": 3, ""AUX"": 3, ""CCONJ"": 7, ""DET"": 4, ""NOUN"": 43, ""NUM"": 3, ""PART"": 2, ""PRON"": 7, ""PROPN"": 2, ""PUNCT"": 15, ""SCONJ"": 10, ""SYM"": 1, ""VERB"": 21}",90,"{""punct"": 15, ""nsubj"": 15, ""ROOT"": 14, ""mark"": 11, ""case"": 11, ""amod"": 10, ""obl"": 9, ""conj"": 9, ""cc"": 8, ""ccomp"": 5, ""fixed"": 5, ""obj"": 4}"
159,formal,306,17,"{""ADJ"": 39, ""ADP"": 40, ""ADV"": 5, ""AUX"": 19, ""CCONJ"": 15, ""DET"": 18, ""NOUN"": 83, ""PART"": 9, ""PRON"": 13, ""PROPN"": 4, ""PUNCT"": 17, ""SCONJ"": 10, ""VERB"": 34}",159,"{""case"": 30, ""amod"": 25, ""mark"": 23, ""nsubj"": 22, ""nmod"": 18, ""det"": 18, ""ROOT"": 17, ""punct"": 17, ""obl"": 15, ""cc"": 14, ""conj"": 14, ""obj"": 11}"
160,formal,172,9,"{""ADJ"": 13, ""ADP"": 25, ""ADV"": 2, ""AUX"": 2, ""CCONJ"": 7, ""DET"": 5, ""NOUN"": 57, ""NUM"": 5, ""PART"": 8, ""PRON"": 10, ""PUNCT"": 11, ""SCONJ"": 3, ""VERB"": 24}",99,"{""case"": 22, ""obj"": 16, ""nsubj"": 13, ""mark"": 13, ""amod"": 11, ""punct"": 11, ""nmod"": 10, ""obl"": 10, ""ROOT"": 9, ""nmod:poss"": 8, ""conj"": 8, ""cc"": 6}"
161,formal,114,14,"{""ADJ"": 9, ""ADP"": 17, ""ADV"": 2, ""AUX"": 3, ""CCONJ"": 4, ""DET"": 4, ""NOUN"": 37, ""NUM"": 1, ""PART"": 4, ""PRON"": 4, ""PROPN"": 7, ""PUNCT"": 13, ""SCONJ"": 1, ""VERB"": 8}",63,"{""ROOT"": 14, ""case"": 14, ""punct"": 13, ""nmod"": 11, ""amod"": 8, ""conj"": 7, ""mark"": 7, ""obj"": 6, ""flat:name"": 5, ""nsubj"": 5, ""cc"": 4, ""det"": 4}"
162,formal,172,7,"{""ADJ"": 18, ""ADP"": 26, ""ADV"": 2, ""AUX"": 6, ""CCONJ"": 8, ""DET"": 9, ""NOUN"": 51, ""PART"": 4, ""PRON"": 9, ""PROPN"": 2, ""PUNCT"": 13, ""SCONJ"": 6, ""VERB"": 18}",98,"{""case"": 19, ""amod"": 16, ""nmod"": 16, ""punct"": 13, ""mark"": 11, ""nsubj"": 9, ""cc"": 9, ""det"": 9, ""obj"": 8, ""ROOT"": 7, ""fixed"": 7, ""conj"": 6}"
163,formal,140,7,"{""ADJ"": 5, ""ADP"": 20, ""ADV"": 4, ""AUX"": 6, ""CCONJ"": 7, ""DET"": 7, ""NOUN"": 46, ""PART"": 5, ""PRON"": 6, ""PUNCT"": 7, ""SCONJ"": 5, ""VERB"": 22}",75,"{""case"": 15, ""nsubj"": 14, ""mark"": 14, ""obl"": 13, ""obj"": 9, ""cc"": 7, ""conj"": 7, ""det"": 7, ""ROOT"": 7, ""punct"": 7, ""nmod:poss"": 6, ""acl:relcl"": 5}"
164,formal,295,13,"{""ADJ"": 31, ""ADP"": 33, ""ADV"": 18, ""AUX"": 20, ""CCONJ"": 9, ""DET"": 9, ""NOUN"": 74, ""NUM"": 1, ""PART"": 9, ""PRON"": 19, ""PROPN"": 2, ""PUNCT"": 17, ""SCONJ"": 15, ""VERB"": 38}",164,"{""mark"": 28, ""nsubj"": 26, ""case"": 24, ""amod"": 21, ""punct"": 18, ""obl"": 17, ""advmod"": 16, ""aux"": 14, ""ROOT"": 13, ""nmod"": 13, ""obj"": 12, ""advcl"": 11}"
165,formal,128,9,"{""ADJ"": 14, ""ADP"": 9, ""ADV"": 9, ""AUX"": 7, ""CCONJ"": 8, ""DET"": 6, ""NOUN"": 40, ""PART"": 2, ""PRON"": 7, ""PUNCT"": 14, ""SCONJ"": 1, ""VERB"": 11}",71,"{""amod"": 14, ""punct"": 14, ""nsubj"": 12, ""conj"": 11, ""ROOT"": 9, ""cc"": 8, ""case"": 8, ""det"": 6, ""acl:relcl"": 6, ""advmod"": 5, ""cop"": 5, ""nsubj:pass"": 4}"
166,formal,129,7,"{""ADJ"": 11, ""ADP"": 21, ""ADV"": 9, ""AUX"": 4, ""CCONJ"": 6, ""DET"": 8, ""NOUN"": 28, ""NUM"": 1, ""PART"": 4, ""PRON"": 10, ""PUNCT"": 8, ""SCONJ"": 1, ""VERB"": 18}",79,"{""case"": 16, ""obl"": 13, ""mark"": 10, ""amod"": 9, ""det"": 8, ""punct"": 8, ""ROOT"": 7, ""nsubj"": 7, ""nsubj:pass"": 6, ""cc"": 6, ""advmod"": 5, ""obj"": 5}"
167,formal,263,13,"{""ADJ"": 19, ""ADP"": 32, ""ADV"": 9, ""AUX"": 7, ""CCONJ"": 16, ""DET"": 15, ""NOUN"": 90, ""PART"": 11, ""PRON"": 11, ""PROPN"": 3, ""PUNCT"": 14, ""SCONJ"": 3, ""VERB"": 33}",137,"{""case"": 22, ""mark"": 20, ""nsubj"": 19, ""amod"": 18, ""conj"": 18, ""nmod:poss"": 17, ""cc"": 16, ""det"": 15, ""obj"": 15, ""punct"": 15, ""nmod"": 14, ""ROOT"": 13}"
168,formal,138,5,"{""ADJ"": 15, ""ADP"": 20, ""ADV"": 5, ""AUX"": 4, ""CCONJ"": 5, ""DET"": 9, ""NOUN"": 39, ""PART"": 4, ""PRON"": 11, ""PUNCT"": 6, ""SCONJ"": 6, ""VERB"": 14}",80,"{""case"": 17, ""amod"": 13, ""mark"": 12, ""obl"": 11, ""det"": 9, ""nsubj"": 9, ""obj"": 8, ""nmod:poss"": 8, ""nmod"": 6, ""punct"": 6, ""ROOT"": 5, ""advmod"": 5}"
