human_dep_distance_mean,human_tree_depth_mean,human_tree_depth_max,human_subordinate_clause_rate,human_n_sentences,llm_dep_distance_mean,llm_tree_depth_mean,llm_tree_depth_max,llm_subordinate_clause_rate,llm_n_sentences
3.3185185185185184,5.0,6.0,1.7142857142857142,7,3.558139534883721,5.666666666666667,10.0,1.4444444444444444,9
3.028985507246377,4.0,5.0,0.625,8,3.5803108808290154,5.714285714285714,8.0,1.0,7
3.3689320388349513,4.666666666666667,8.0,0.8333333333333334,12,3.9069767441860463,6.3,12.0,2.0,10
3.2295081967213113,4.454545454545454,7.0,1.5454545454545454,11,3.9096045197740112,6.0,8.0,1.0,7
3.04,4.0,6.0,0.8,5,4.468634686346864,5.0,7.0,1.125,8
3.4609375,4.666666666666667,6.0,1.1666666666666667,6,3.5982905982905984,5.375,6.0,1.125,8
3.0618556701030926,3.857142857142857,6.0,0.5714285714285714,7,3.7220630372492836,5.384615384615385,10.0,1.1538461538461537,13
3.3209876543209877,4.5,8.0,0.8333333333333334,12,3.760330578512397,5.75,8.0,1.75,8
3.264516129032258,4.25,7.0,0.875,8,3.8174603174603177,6.142857142857143,7.0,1.7142857142857142,7
3.218604651162791,4.181818181818182,6.0,1.0,11,3.782051282051282,5.666666666666667,8.0,1.4444444444444444,9
3.0165289256198347,4.444444444444445,7.0,0.5555555555555556,9,3.873913043478261,5.0,8.0,1.375,8
3.037593984962406,3.5,5.0,0.75,8,3.1906976744186046,6.125,10.0,1.75,8
3.5260115606936417,5.461538461538462,9.0,1.0,13,3.197969543147208,6.142857142857143,9.0,1.2857142857142858,7
2.6407766990291264,4.384615384615385,6.0,1.1538461538461537,13,3.6710526315789473,4.875,6.0,1.0,8
3.6203703703703702,5.0,7.0,1.2,5,3.973684210526316,6.0,9.0,1.8333333333333333,6
3.400621118012422,3.8947368421052633,7.0,0.7894736842105263,19,3.7539432176656153,5.416666666666667,9.0,1.3333333333333333,12
3.6390041493775933,3.5714285714285716,6.0,0.21428571428571427,14,3.5015384615384617,5.75,9.0,1.5833333333333333,12
3.3659574468085105,4.076923076923077,7.0,1.0769230769230769,13,3.7027027027027026,6.0,10.0,1.5555555555555556,9
2.9203187250996017,3.4705882352941178,6.0,0.6470588235294118,17,3.5305164319248825,5.625,8.0,1.625,8
3.0846153846153848,4.428571428571429,6.0,1.4285714285714286,7,3.6653225806451615,6.222222222222222,9.0,1.3333333333333333,9
3.541095890410959,5.166666666666667,9.0,2.0,6,3.960227272727273,6.166666666666667,8.0,1.6666666666666667,6
3.269230769230769,4.75,8.0,2.75,4,3.24468085106383,5.857142857142857,8.0,1.7142857142857142,7
2.8846153846153846,5.666666666666667,8.0,1.3333333333333333,3,3.6565656565656566,6.0,9.0,2.142857142857143,7
3.1159420289855073,4.545454545454546,6.0,1.4545454545454546,11,3.368888888888889,7.571428571428571,9.0,2.0,7
3.2209302325581395,4.625,6.0,1.25,8,3.7604166666666665,6.333333333333333,8.0,1.5555555555555556,9
3.5137254901960784,3.933333333333333,6.0,0.6,15,3.729281767955801,4.571428571428571,5.0,1.1428571428571428,7
3.0977443609022557,4.0,9.0,0.8333333333333334,18,3.3333333333333335,4.833333333333333,7.0,1.1666666666666667,6
2.899159663865546,3.3333333333333335,5.0,0.8888888888888888,9,3.556363636363636,5.090909090909091,7.0,1.0,11
3.0737704918032787,4.571428571428571,6.0,1.8571428571428572,7,3.645714285714286,6.0,10.0,1.5,6
3.14,4.923076923076923,9.0,1.3846153846153846,13,3.7333333333333334,4.75,8.0,2.25,8
3.338345864661654,5.6,8.0,2.0,5,3.3105263157894735,6.571428571428571,8.0,1.7142857142857142,7
3.18957345971564,3.5714285714285716,6.0,0.8571428571428571,14,3.727626459143969,5.1,7.0,1.9,10
2.9066666666666667,5.5,6.0,0.75,4,3.479245283018868,6.444444444444445,8.0,1.4444444444444444,9
3.1353383458646618,4.857142857142857,8.0,1.8571428571428572,7,4.079670329670329,5.666666666666667,12.0,1.5,12
3.3013100436681224,3.7333333333333334,5.0,0.7333333333333333,15,3.3922413793103448,6.0,10.0,1.25,8
3.391959798994975,4.777777777777778,9.0,2.0,9,3.1774193548387095,6.375,9.0,0.875,8
3.3726937269372694,4.923076923076923,7.0,1.0,13,3.457983193277311,5.75,8.0,1.625,8
3.182926829268293,4.5,5.0,1.75,4,3.5921787709497206,4.857142857142857,8.0,1.1428571428571428,7
3.2295081967213113,4.454545454545454,7.0,1.5454545454545454,11,3.753846153846154,6.666666666666667,8.0,1.3333333333333333,6
2.981042654028436,4.384615384615385,7.0,1.0769230769230769,13,3.51,5.875,8.0,1.125,8
3.3247422680412373,4.454545454545454,7.0,1.0,11,3.525252525252525,5.428571428571429,7.0,1.5714285714285714,7
3.6588235294117646,5.333333333333333,7.0,2.3333333333333335,3,3.654054054054054,5.833333333333333,8.0,1.8333333333333333,6
3.2797029702970297,5.2631578947368425,9.0,1.1578947368421053,19,3.477064220183486,5.0,8.0,0.875,8
3.238578680203046,5.25,7.0,1.875,8,3.515957446808511,5.142857142857143,7.0,0.8571428571428571,7
3.819004524886878,4.0,7.0,0.46153846153846156,26,3.4719101123595504,4.666666666666667,10.0,1.0,9
2.9618320610687023,3.7777777777777777,5.0,0.5555555555555556,9,3.689655172413793,5.0,7.0,1.625,8
3.010752688172043,4.333333333333333,7.0,1.4166666666666667,12,3.4439655172413794,5.222222222222222,9.0,1.7777777777777777,9
3.214765100671141,3.5,6.0,0.8,10,3.517857142857143,6.0,8.0,1.3333333333333333,6
3.3115577889447234,5.333333333333333,10.0,1.2222222222222223,9,3.527950310559006,4.857142857142857,8.0,0.7142857142857143,7
