human_bigram_repetition_rate,human_trigram_repetition_rate,human_function_word_rate,human_ttr,human_mattr,human_mtld,human_punct_period,human_punct_comma,human_punct_semicolon,human_punct_colon,human_punct_dash,llm_bigram_repetition_rate,llm_trigram_repetition_rate,llm_function_word_rate,llm_ttr,llm_mattr,llm_mtld,llm_punct_period,llm_punct_comma,llm_punct_semicolon,llm_punct_colon,llm_punct_dash
0.022727272727272728,0.007633587786259542,0.3684210526315789,0.7142857142857143,0.7535294117647059,133.0,5.47945205479452,0.0,2.054794520547945,0.0,0.0,0.04126984126984127,0.0,0.4177215189873418,0.6170886075949367,0.7675115207373272,140.90219139149622,3.988603988603989,5.128205128205129,0.0,0.2849002849002849,0.0
0.09183673469387756,0.03076923076923077,0.37055837563451777,0.5583756345177665,0.7039795918367348,71.53796360395631,5.045871559633028,0.0,1.3761467889908259,0.45871559633027525,0.0,0.04461942257217848,0.007894736842105263,0.42408376963350786,0.612565445026178,0.8096819787985865,178.62953367875647,4.215456674473068,3.747072599531616,0.0,0.468384074941452,0.0
0.0847457627118644,0.01276595744680851,0.5358649789029536,0.4810126582278481,0.6171014492753623,62.0092126413421,4.313725490196078,0.0,1.9607843137254901,0.0,0.0,0.02097902097902098,0.0,0.42857142857142855,0.6202090592334495,0.7831914893617021,143.5,4.3887147335423204,5.015673981191223,0.0,0.6269592476489029,0.0
0.022222222222222223,0.0,0.45054945054945056,0.7692307692307693,0.7692307692307693,110.41333333333337,4.761904761904762,0.0,1.9047619047619047,0.0,0.0,0.04975124378109453,0.004987531172069825,0.4267990074441687,0.598014888337469,0.7969078947368422,160.07582977325006,3.9045553145336225,4.7722342733188725,0.43383947939262474,0.8676789587852495,0.0
0.0847457627118644,0.05128205128205128,0.42857142857142855,0.6218487394957983,0.6425000000000002,78.20221218453224,4.477611940298508,0.0,2.985074626865672,0.0,0.0,0.041666666666666664,0.013937282229965157,0.4463667820069204,0.629757785467128,0.7926315789473686,154.10094564508512,3.067484662576687,4.9079754601226995,0.0,0.9202453987730062,0.0
0.0,0.0,0.4722222222222222,0.7638888888888888,0.7638888888888888,85.3835294117647,4.8076923076923075,0.0,0.0,1.9230769230769231,0.0,0.06471494607087827,0.007716049382716049,0.44461538461538463,0.5123076923076924,0.7673139745916517,135.0482536764706,4.166666666666666,2.6881720430107525,0.26881720430107525,1.075268817204301,0.6720430107526881
0.05652173913043478,0.017467248908296942,0.45454545454545453,0.5584415584415584,0.690530303030303,78.58660656793305,6.2745098039215685,0.0,0.7843137254901961,0.0,0.0,0.024242424242424242,0.0,0.4199395770392749,0.6314199395770392,0.8087500000000001,176.39948916998054,4.0983606557377055,4.0983606557377055,0.273224043715847,0.546448087431694,0.546448087431694
0.125,0.059602649006622516,0.4117647058823529,0.6209150326797386,0.6527777777777778,78.66509433962264,4.9079754601226995,0.0,1.2269938650306749,0.0,0.0,0.025139664804469275,0.0,0.4428969359331476,0.5988857938718662,0.7733846153846153,126.19585193506657,3.7313432835820897,4.726368159203981,0.0,0.746268656716418,0.24875621890547264
0.04830917874396135,0.0048543689320388345,0.47115384615384615,0.6105769230769231,0.71651376146789,81.73006820977301,7.079646017699115,0.0,1.3274336283185841,0.0,0.0,0.003861003861003861,0.0,0.4115384615384615,0.7,0.8026086956521739,203.0288722457397,4.513888888888888,4.166666666666666,0.0,0.3472222222222222,0.0
0.008771929824561403,0.0,0.391304347826087,0.6782608695652174,0.7175,75.60327540106951,4.615384615384616,0.0,5.384615384615385,0.7692307692307693,0.0,0.05641025641025641,0.005141388174807198,0.4143222506393862,0.6010230179028133,0.7971232876712329,147.3977132411689,4.166666666666666,5.701754385964912,0.0,0.6578947368421052,0.8771929824561403
