condition,feature,human_mean_pre,human_mean_post,human_mean_pct_change,llm_mean_pre,llm_mean_post,dz_pre,dz_post,dz_change,p_pre,p_post,n_pre,n_post
detector_evasive,ttr,0.8597576711176025,0.8587306573936055,-0.11945385990705029,0.7274863493867975,0.726714070181999,-0.8853820471186772,-0.8817106312124657,0.0036714159062114504,6.24336528682247e-132,5.396582451855292e-130,1149,1134
detector_evasive,mattr,0.865888100815796,0.8649214149982409,-0.11164096338133522,0.7880076614333265,0.7873244771230696,-0.582843549690301,-0.5786396386095382,0.004203911080762901,9.431287416378184e-85,5.568150379484552e-83,1149,1134
detector_evasive,mtld,77.42367214871422,77.55482205026986,0.16939250995965968,133.10698370707962,132.6482305781558,0.7983427756553014,0.7944464222330448,-0.003896353422256582,3.5333822485578575e-104,1.0517425527202734e-102,963,952
detector_evasive,punct_period,8.692933406035428,8.698476088750933,0.06376078656782742,11.832744193099797,11.821506769911322,0.19976620485222793,0.19768090936904537,-0.0020852954831825643,1.452163897753599e-76,1.4023748012382962e-75,1149,1134
detector_evasive,punct_exclaim,0.6552699460827627,0.6639375379621643,1.3227513227513166,0.004981677699059199,0.005047572906718712,-0.15842460868602973,-0.15949453007562553,-0.0010699213895958015,8.159210294787735e-22,8.159210294787735e-22,1149,1134
detector_evasive,punct_question,1.7136387373384958,1.7254069364706122,0.686737459634806,0.678363676135637,0.6741137863090333,-0.19618492650471006,-0.1980586113074978,-0.0018736848027877395,0.9983472562281731,0.9265785037282579,1149,1134
detector_evasive,punct_comma,2.7343079278282176,2.7500413721331767,0.5754086489247635,1.7914464981967229,1.7964933469140592,-0.22565750934414827,-0.22797880081155253,-0.0023212914674042573,7.746634912654721e-09,4.416763115435567e-09,1149,1134
detector_evasive,punct_semicolon,0.08990212816895816,0.021590965168891234,-75.98392206209611,0.0,0.0,-0.11592348823928547,-0.08416546894846522,0.031758019290820255,8.256460831710365e-06,0.0009815397525216685,1149,1134
detector_evasive,punct_colon,1.0342890521796884,1.0429047936414242,0.8330109889086404,0.07428248236204109,0.07281551539348097,-0.15576147872408672,-0.1563888770889508,-0.0006273983648640846,1.400754981206477e-18,3.229408785771367e-18,1149,1134
detector_evasive,punct_dash,0.005487029951493873,0.00555960971275702,1.3227513227513295,0.057105429518859156,0.0571026056182479,0.16671429689834308,0.16563691156682825,-0.0010773853315148296,3.780352136509996e-14,7.834374915659637e-14,1149,1134
detector_evasive,punct_ellipsis,0.41206469454703326,0.4175685151742323,1.3356690587746665,0.4504345569191515,0.4483478790759499,0.014914143033616272,0.01189121965141913,-0.0030229233821971423,3.0878493138823793e-34,9.17736300033307e-33,1149,1134
