human_sentiment_label,human_p_pos,human_p_neg,human_p_neu,human_signed_polarity,human_affective_extremity,human_is_subjective,llm_sentiment_label,llm_p_pos,llm_p_neg,llm_p_neu,llm_signed_polarity,llm_affective_extremity,llm_is_subjective
NEGATIVE,0.02676,0.495132,0.478108,-0.468372,0.521892,1,NEUTRAL,0.060803,0.052227,0.88697,0.008577,0.11303,0
NEUTRAL,0.007734,0.004906,0.98736,0.002827,0.01264,0,NEUTRAL,0.057593,0.054314,0.888093,0.003279,0.111907,0
NEUTRAL,0.00462,0.025605,0.969774,-0.020985,0.030226,0,NEUTRAL,0.020251,0.052867,0.926882,-0.032616,0.073118,0
POSITIVE,0.563638,0.020821,0.415541,0.542816,0.584459,1,NEUTRAL,0.016927,0.127322,0.855751,-0.110396,0.144249,0
NEGATIVE,0.009783,0.583908,0.406309,-0.574125,0.593691,1,NEUTRAL,0.012878,0.30659,0.680532,-0.293712,0.319468,0
NEUTRAL,0.012446,0.256255,0.7313,-0.243809,0.2687,0,NEUTRAL,0.014849,0.086175,0.898976,-0.071327,0.101024,0
NEUTRAL,0.014822,0.030182,0.954996,-0.015359,0.045004,0,NEUTRAL,0.112607,0.032914,0.854479,0.079692,0.145521,0
NEUTRAL,0.052366,0.044941,0.902692,0.007425,0.097308,0,NEUTRAL,0.049527,0.024015,0.926458,0.025511,0.073542,0
NEUTRAL,0.03589,0.029897,0.934213,0.005993,0.065787,0,NEUTRAL,0.057352,0.030948,0.911701,0.026404,0.088299,0
NEUTRAL,0.014863,0.020424,0.964713,-0.005561,0.035287,0,NEUTRAL,0.072529,0.029651,0.89782,0.042878,0.10218,0
NEUTRAL,0.004702,0.006335,0.988963,-0.001633,0.011037,0,NEUTRAL,0.067197,0.026019,0.906784,0.041178,0.093216,0
NEUTRAL,0.002157,0.003478,0.994366,-0.001321,0.005634,0,NEUTRAL,0.055949,0.014223,0.929828,0.041727,0.070172,0
NEUTRAL,0.005946,0.032339,0.961715,-0.026393,0.038285,0,NEUTRAL,0.073741,0.038296,0.887963,0.035445,0.112037,0
NEUTRAL,0.017743,0.032615,0.949642,-0.014873,0.050358,0,NEUTRAL,0.01141,0.080142,0.908448,-0.068732,0.091552,0
NEGATIVE,0.003487,0.962081,0.034432,-0.958594,0.965568,1,NEGATIVE,0.063027,0.741502,0.195471,-0.678475,0.804529,1
NEUTRAL,0.016157,0.335802,0.648041,-0.319645,0.351959,0,NEGATIVE,0.082622,0.621875,0.295504,-0.539253,0.704496,1
NEUTRAL,0.038428,0.437414,0.524158,-0.398987,0.475842,0,NEGATIVE,0.019925,0.752102,0.227973,-0.732177,0.772027,1
NEGATIVE,0.046476,0.644647,0.308876,-0.598171,0.691124,1,NEUTRAL,0.154212,0.378061,0.467727,-0.223849,0.532273,0
NEUTRAL,0.196022,0.070642,0.733336,0.125379,0.266664,0,NEGATIVE,0.142841,0.453435,0.403724,-0.310594,0.596276,1
NEUTRAL,0.014586,0.066394,0.919021,-0.051808,0.080979,0,NEGATIVE,0.118976,0.679986,0.201038,-0.56101,0.798962,1
NEUTRAL,0.086946,0.089907,0.823146,-0.002961,0.176854,0,NEGATIVE,0.047012,0.663308,0.28968,-0.616296,0.71032,1
NEUTRAL,0.202651,0.192448,0.604901,0.010203,0.395099,0,NEGATIVE,0.057979,0.611613,0.330408,-0.553634,0.669592,1
POSITIVE,0.990581,0.001673,0.007746,0.988908,0.992254,1,NEGATIVE,0.075225,0.738585,0.18619,-0.66336,0.81381,1
NEUTRAL,0.034735,0.052864,0.912401,-0.018128,0.087599,0,NEGATIVE,0.054172,0.584391,0.361437,-0.530219,0.638563,1
NEGATIVE,0.00478,0.888474,0.106746,-0.883694,0.893254,1,NEGATIVE,0.160267,0.693863,0.14587,-0.533596,0.85413,1
NEGATIVE,0.007876,0.87406,0.118064,-0.866184,0.881936,1,NEGATIVE,0.082082,0.638374,0.279544,-0.556291,0.720456,1
NEUTRAL,0.020168,0.465385,0.514447,-0.445217,0.485553,0,NEGATIVE,0.105079,0.5635,0.331421,-0.458421,0.668579,1
NEGATIVE,0.022275,0.781407,0.196318,-0.759132,0.803682,1,NEGATIVE,0.105492,0.539722,0.354786,-0.43423,0.645214,1
NEGATIVE,0.005409,0.875863,0.118728,-0.870454,0.881272,1,NEGATIVE,0.10771,0.506971,0.385319,-0.399262,0.614681,1
NEGATIVE,0.008457,0.624939,0.366604,-0.616483,0.633396,1,NEGATIVE,0.057112,0.7886,0.154288,-0.731489,0.845712,1
NEGATIVE,0.005137,0.968055,0.026808,-0.962918,0.973192,1,NEGATIVE,0.042346,0.663492,0.294162,-0.621147,0.705838,1
NEUTRAL,0.037324,0.137207,0.825469,-0.099883,0.174531,0,NEGATIVE,0.060641,0.632122,0.307237,-0.57148,0.692763,1
NEGATIVE,0.0078,0.827145,0.165055,-0.819344,0.834945,1,NEGATIVE,0.041793,0.574746,0.383461,-0.532953,0.616539,1
NEGATIVE,0.014151,0.920473,0.065376,-0.906322,0.934624,1,NEUTRAL,0.176338,0.397211,0.426451,-0.220874,0.573549,0
NEGATIVE,0.009151,0.910877,0.079971,-0.901726,0.920029,1,NEUTRAL,0.241742,0.225646,0.532613,0.016096,0.467387,0
NEUTRAL,0.045101,0.210574,0.744325,-0.165472,0.255675,0,NEGATIVE,0.222665,0.502037,0.275297,-0.279372,0.724703,1
NEGATIVE,0.019049,0.60293,0.378021,-0.583881,0.621979,1,NEGATIVE,0.065109,0.737658,0.197233,-0.672549,0.802767,1
NEGATIVE,0.037831,0.695481,0.266689,-0.65765,0.733311,1,NEGATIVE,0.062408,0.673617,0.263976,-0.611209,0.736024,1
NEUTRAL,0.044773,0.269573,0.685654,-0.2248,0.314346,0,NEGATIVE,0.125614,0.451776,0.42261,-0.326161,0.57739,1
NEGATIVE,0.038935,0.705201,0.255864,-0.666266,0.744136,1,NEGATIVE,0.077597,0.739109,0.183294,-0.661512,0.816706,1
NEUTRAL,0.222195,0.054604,0.723201,0.16759,0.276799,0,NEGATIVE,0.052525,0.810998,0.136476,-0.758473,0.863524,1
NEUTRAL,0.027865,0.124568,0.847568,-0.096703,0.152432,0,NEGATIVE,0.062302,0.765957,0.171741,-0.703655,0.828259,1
NEGATIVE,0.045176,0.580745,0.37408,-0.535569,0.62592,1,NEGATIVE,0.022089,0.746392,0.231519,-0.724303,0.768481,1
NEUTRAL,0.099259,0.202214,0.698528,-0.102955,0.301472,0,NEGATIVE,0.084944,0.518713,0.396343,-0.433769,0.603657,1
NEUTRAL,0.040522,0.105814,0.853663,-0.065292,0.146337,0,NEUTRAL,0.075084,0.026427,0.89849,0.048657,0.10151,0
NEUTRAL,0.142285,0.037761,0.819954,0.104524,0.180046,0,NEUTRAL,0.074959,0.045533,0.879509,0.029426,0.120491,0
NEUTRAL,0.054473,0.012478,0.933049,0.041994,0.066951,0,NEUTRAL,0.334726,0.027234,0.638039,0.307492,0.361961,0
NEUTRAL,0.08024,0.03422,0.88554,0.04602,0.11446,0,NEUTRAL,0.043077,0.118062,0.838861,-0.074985,0.161139,0
NEUTRAL,0.393542,0.04332,0.563138,0.350221,0.436862,0,NEUTRAL,0.070007,0.042957,0.887035,0.02705,0.112965,0
NEUTRAL,0.03255,0.101747,0.865703,-0.069198,0.134297,0,NEUTRAL,0.063009,0.04961,0.887381,0.013398,0.112619,0
NEUTRAL,0.027825,0.466676,0.505499,-0.438851,0.494501,0,NEUTRAL,0.357793,0.027325,0.614882,0.330468,0.385118,0
NEUTRAL,0.086387,0.108012,0.805601,-0.021625,0.194399,0,NEUTRAL,0.186047,0.030566,0.783387,0.15548,0.216613,0
NEUTRAL,0.00728,0.407473,0.585247,-0.400193,0.414753,0,NEUTRAL,0.124398,0.030029,0.845573,0.09437,0.154427,0
NEUTRAL,0.102874,0.063334,0.833793,0.03954,0.166207,0,NEUTRAL,0.228114,0.027469,0.744417,0.200644,0.255583,0
NEUTRAL,0.42891,0.053499,0.517591,0.375412,0.482409,0,NEUTRAL,0.082005,0.051339,0.866656,0.030667,0.133344,0
NEUTRAL,0.038405,0.193768,0.767827,-0.155363,0.232173,0,NEUTRAL,0.161883,0.035314,0.802803,0.126569,0.197197,0
NEUTRAL,0.170189,0.067282,0.762528,0.102907,0.237472,0,NEUTRAL,0.037987,0.050403,0.91161,-0.012416,0.08839,0
NEGATIVE,0.024294,0.649219,0.326487,-0.624926,0.673513,1,NEUTRAL,0.071738,0.018497,0.909764,0.053241,0.090236,0
NEUTRAL,0.009704,0.311309,0.678987,-0.301605,0.321013,0,POSITIVE,0.549272,0.021704,0.429024,0.527568,0.570976,1
NEGATIVE,0.003748,0.947127,0.049125,-0.943379,0.950875,1,NEUTRAL,0.029102,0.042731,0.928168,-0.013629,0.071832,0
NEGATIVE,0.018072,0.546766,0.435162,-0.528693,0.564838,1,NEUTRAL,0.4876,0.018256,0.494145,0.469344,0.505855,0
NEGATIVE,0.013977,0.772349,0.213673,-0.758372,0.786327,1,NEUTRAL,0.081039,0.069015,0.849946,0.012024,0.150054,0
NEUTRAL,0.209801,0.213851,0.576348,-0.00405,0.423652,0,NEUTRAL,0.151876,0.036024,0.8121,0.115852,0.1879,0
NEGATIVE,0.007779,0.919765,0.072456,-0.911987,0.927544,1,NEUTRAL,0.034627,0.059725,0.905647,-0.025098,0.094353,0
NEUTRAL,0.046725,0.357467,0.595808,-0.310741,0.404192,0,NEUTRAL,0.092653,0.052594,0.854753,0.040059,0.145247,0
NEUTRAL,0.130874,0.072148,0.796978,0.058726,0.203022,0,NEUTRAL,0.196132,0.019634,0.784234,0.176498,0.215766,0
NEUTRAL,0.161216,0.017862,0.820922,0.143354,0.179078,0,NEUTRAL,0.096897,0.04909,0.854013,0.047807,0.145987,0
NEUTRAL,0.010679,0.02469,0.964632,-0.014011,0.035368,0,NEUTRAL,0.191787,0.029423,0.77879,0.162364,0.22121,0
NEGATIVE,0.00191,0.97437,0.023719,-0.97246,0.976281,1,NEUTRAL,0.072607,0.034794,0.892598,0.037813,0.107402,0
NEUTRAL,0.015027,0.318041,0.666932,-0.303015,0.333068,0,NEUTRAL,0.216847,0.032834,0.750318,0.184013,0.249682,0
NEUTRAL,0.061055,0.058865,0.880079,0.00219,0.119921,0,NEUTRAL,0.064762,0.043129,0.892109,0.021633,0.107891,0
NEUTRAL,0.011662,0.007171,0.981167,0.004491,0.018833,0,POSITIVE,0.962426,0.001281,0.036293,0.961145,0.963707,1
NEGATIVE,0.004623,0.987039,0.008338,-0.982416,0.991662,1,NEUTRAL,0.153178,0.043106,0.803716,0.110072,0.196284,0
NEUTRAL,0.03542,0.042639,0.921942,-0.007219,0.078058,0,NEUTRAL,0.146771,0.020529,0.832701,0.126242,0.167299,0
NEUTRAL,0.042666,0.016842,0.940491,0.025824,0.059509,0,NEUTRAL,0.010701,0.431721,0.557578,-0.421019,0.442422,0
NEGATIVE,0.001737,0.982247,0.016017,-0.98051,0.983983,1,NEGATIVE,0.018665,0.575972,0.405362,-0.557307,0.594638,1
NEUTRAL,0.012226,0.102577,0.885198,-0.090351,0.114802,0,NEGATIVE,0.017385,0.621622,0.360993,-0.604237,0.639007,1
NEGATIVE,0.008451,0.770399,0.22115,-0.761948,0.77885,1,NEGATIVE,0.019006,0.546971,0.434023,-0.527964,0.565977,1
POSITIVE,0.746758,0.044717,0.208525,0.702041,0.791475,1,NEGATIVE,0.023693,0.662565,0.313742,-0.638872,0.686258,1
NEGATIVE,0.003906,0.860111,0.135983,-0.856205,0.864017,1,NEUTRAL,0.028484,0.376044,0.595471,-0.34756,0.404529,0
NEUTRAL,0.039008,0.095198,0.865794,-0.05619,0.134206,0,NEGATIVE,0.018417,0.829795,0.151788,-0.811379,0.848212,1
NEUTRAL,0.03765,0.27077,0.69158,-0.233119,0.30842,0,NEGATIVE,0.013595,0.555035,0.43137,-0.54144,0.56863,1
POSITIVE,0.605567,0.00771,0.386723,0.597857,0.613277,1,NEGATIVE,0.021925,0.608899,0.369177,-0.586974,0.630823,1
NEUTRAL,0.012155,0.028428,0.959417,-0.016273,0.040583,0,NEUTRAL,0.014929,0.437024,0.548047,-0.422096,0.451953,0
NEUTRAL,0.024886,0.092699,0.882415,-0.067814,0.117585,0,NEUTRAL,0.029672,0.203357,0.766971,-0.173686,0.233029,0
NEUTRAL,0.022472,0.395963,0.581565,-0.37349,0.418435,0,NEUTRAL,0.016942,0.286587,0.696471,-0.269646,0.303529,0
NEUTRAL,0.367785,0.051065,0.58115,0.316719,0.41885,0,NEGATIVE,0.013845,0.733589,0.252566,-0.719744,0.747434,1
NEUTRAL,0.031949,0.178637,0.789414,-0.146688,0.210586,0,NEUTRAL,0.019119,0.36517,0.61571,-0.346051,0.38429,0
NEUTRAL,0.031942,0.099799,0.868259,-0.067857,0.131741,0,NEGATIVE,0.007362,0.775559,0.217078,-0.768197,0.782922,1
NEUTRAL,0.032414,0.143257,0.824329,-0.110843,0.175671,0,NEGATIVE,0.011359,0.515763,0.472878,-0.504405,0.527122,1
NEUTRAL,0.041637,0.352349,0.606013,-0.310712,0.393987,0,NEUTRAL,0.059553,0.15664,0.783807,-0.097087,0.216193,0
NEGATIVE,0.01511,0.842734,0.142155,-0.827624,0.857845,1,NEUTRAL,0.116506,0.084387,0.799107,0.032118,0.200893,0
NEUTRAL,0.073268,0.186993,0.739738,-0.113725,0.260262,0,NEUTRAL,0.062292,0.287356,0.650352,-0.225064,0.349648,0
NEUTRAL,0.024384,0.37434,0.601276,-0.349957,0.398724,0,NEUTRAL,0.146541,0.099312,0.754147,0.047229,0.245853,0
NEGATIVE,0.017319,0.607391,0.375291,-0.590072,0.624709,1,NEUTRAL,0.079742,0.105636,0.814622,-0.025895,0.185378,0
NEUTRAL,0.135863,0.149871,0.714266,-0.014008,0.285734,0,NEUTRAL,0.069489,0.204527,0.725985,-0.135038,0.274015,0
NEUTRAL,0.118988,0.231586,0.649427,-0.112598,0.350573,0,NEUTRAL,0.070064,0.084147,0.845789,-0.014083,0.154211,0
NEGATIVE,0.027494,0.767966,0.20454,-0.740472,0.79546,1,NEUTRAL,0.102081,0.136417,0.761502,-0.034335,0.238498,0
NEUTRAL,0.004906,0.007372,0.987722,-0.002466,0.012278,0,NEUTRAL,0.086456,0.064261,0.849282,0.022195,0.150718,0
NEGATIVE,0.041569,0.531763,0.426668,-0.490194,0.573332,1,NEUTRAL,0.073541,0.246165,0.680294,-0.172624,0.319706,0
NEGATIVE,0.121838,0.560496,0.317666,-0.438657,0.682334,1,NEUTRAL,0.074485,0.172313,0.753203,-0.097828,0.246797,0
NEUTRAL,0.018527,0.137136,0.844337,-0.118609,0.155663,0,NEUTRAL,0.048642,0.120858,0.8305,-0.072217,0.1695,0
NEUTRAL,0.049649,0.123236,0.827115,-0.073587,0.172885,0,NEUTRAL,0.10432,0.087174,0.808506,0.017146,0.191494,0
NEUTRAL,0.024153,0.292665,0.683182,-0.268513,0.316818,0,NEUTRAL,0.056506,0.165462,0.778032,-0.108956,0.221968,0
NEGATIVE,0.028607,0.607125,0.364267,-0.578518,0.635733,1,NEUTRAL,0.068656,0.085004,0.84634,-0.016347,0.15366,0
NEGATIVE,0.060256,0.559943,0.3798,-0.499687,0.6202,1,NEUTRAL,0.084938,0.078285,0.836778,0.006653,0.163222,0
NEUTRAL,0.167859,0.123584,0.708556,0.044275,0.291444,0,NEUTRAL,0.079861,0.127604,0.792535,-0.047743,0.207465,0
NEGATIVE,0.007885,0.837512,0.154602,-0.829627,0.845398,1,NEUTRAL,0.066232,0.240202,0.693566,-0.173969,0.306434,0
NEUTRAL,0.017412,0.152629,0.82996,-0.135217,0.17004,0,NEUTRAL,0.087341,0.125137,0.787522,-0.037795,0.212478,0
NEUTRAL,0.017959,0.421733,0.560308,-0.403774,0.439692,0,NEUTRAL,0.072541,0.13658,0.790879,-0.064039,0.209121,0
NEUTRAL,0.014119,0.406941,0.57894,-0.392821,0.42106,0,NEUTRAL,0.053446,0.190315,0.756239,-0.13687,0.243761,0
NEUTRAL,0.214575,0.222107,0.563319,-0.007532,0.436681,0,NEUTRAL,0.083627,0.108551,0.807822,-0.024924,0.192178,0
NEUTRAL,0.046204,0.395266,0.558529,-0.349062,0.441471,0,NEUTRAL,0.103141,0.117716,0.779143,-0.014575,0.220857,0
NEGATIVE,0.04131,0.662159,0.296532,-0.620849,0.703468,1,NEUTRAL,0.101965,0.209795,0.68824,-0.107829,0.31176,0
NEUTRAL,0.022589,0.109606,0.867805,-0.087018,0.132195,0,NEUTRAL,0.074212,0.177967,0.747821,-0.103756,0.252179,0
NEGATIVE,0.01438,0.704781,0.280839,-0.690401,0.719161,1,NEUTRAL,0.116277,0.160151,0.723571,-0.043874,0.276429,0
NEGATIVE,0.062666,0.54799,0.389345,-0.485324,0.610655,1,NEUTRAL,0.083194,0.143321,0.773485,-0.060127,0.226515,0
NEUTRAL,0.007624,0.011363,0.981013,-0.003738,0.018987,0,NEUTRAL,0.078839,0.091025,0.830136,-0.012185,0.169864,0
NEGATIVE,0.000806,0.972462,0.026732,-0.971656,0.973268,1,NEUTRAL,0.11723,0.10209,0.78068,0.01514,0.21932,0
NEGATIVE,0.010208,0.696886,0.292907,-0.686678,0.707093,1,NEUTRAL,0.049812,0.172702,0.777485,-0.12289,0.222515,0
NEUTRAL,0.0222,0.02845,0.949349,-0.00625,0.050651,0,NEUTRAL,0.011686,0.276746,0.711568,-0.265059,0.288432,0
NEUTRAL,0.024022,0.219641,0.756337,-0.195619,0.243663,0,NEUTRAL,0.008824,0.456112,0.535064,-0.447288,0.464936,0
NEGATIVE,0.004169,0.98823,0.007601,-0.984061,0.992399,1,NEUTRAL,0.013409,0.370314,0.616277,-0.356904,0.383723,0
POSITIVE,0.994282,0.001466,0.004252,0.992816,0.995748,1,NEGATIVE,0.007957,0.616737,0.375306,-0.60878,0.624694,1
NEUTRAL,0.054561,0.008946,0.936492,0.045615,0.063508,0,NEUTRAL,0.018721,0.308884,0.672394,-0.290163,0.327606,0
NEUTRAL,0.049381,0.00903,0.941589,0.040352,0.058411,0,NEGATIVE,0.059572,0.68963,0.250798,-0.630058,0.749202,1
NEUTRAL,0.077129,0.011114,0.911758,0.066015,0.088242,0,NEGATIVE,0.005715,0.736797,0.257488,-0.731082,0.742512,1
POSITIVE,0.922934,0.007656,0.069411,0.915278,0.930589,1,NEGATIVE,0.009315,0.517313,0.473372,-0.507998,0.526628,1
NEGATIVE,0.000956,0.980973,0.018071,-0.980017,0.981929,1,NEGATIVE,0.00453,0.821881,0.173589,-0.817351,0.826411,1
NEUTRAL,0.033489,0.017444,0.949067,0.016044,0.050933,0,NEGATIVE,0.006717,0.609638,0.383644,-0.602921,0.616356,1
POSITIVE,0.986913,0.001014,0.012072,0.985899,0.987928,1,NEGATIVE,0.01069,0.542859,0.446451,-0.532168,0.553549,1
NEUTRAL,0.010887,0.192271,0.796842,-0.181385,0.203158,0,NEUTRAL,0.053498,0.27257,0.673933,-0.219072,0.326067,0
NEUTRAL,0.020235,0.060153,0.919611,-0.039918,0.080389,0,NEUTRAL,0.054867,0.284209,0.660924,-0.229342,0.339076,0
NEUTRAL,0.055203,0.087992,0.856806,-0.032789,0.143194,0,NEUTRAL,0.043646,0.215861,0.740493,-0.172215,0.259507,0
NEUTRAL,0.022384,0.136491,0.841125,-0.114106,0.158875,0,NEUTRAL,0.019714,0.280255,0.70003,-0.260541,0.29997,0
NEUTRAL,0.010001,0.300197,0.689802,-0.290196,0.310198,0,NEUTRAL,0.016265,0.411541,0.572194,-0.395277,0.427806,0
NEUTRAL,0.030638,0.018929,0.950433,0.011709,0.049567,0,NEGATIVE,0.016109,0.604173,0.379718,-0.588064,0.620282,1
NEUTRAL,0.021228,0.033879,0.944892,-0.012651,0.055108,0,NEUTRAL,0.012246,0.401621,0.586132,-0.389375,0.413868,0
NEUTRAL,0.025911,0.095386,0.878704,-0.069475,0.121296,0,NEUTRAL,0.029117,0.20052,0.770363,-0.171402,0.229637,0
NEGATIVE,0.015656,0.662217,0.322127,-0.646561,0.677873,1,NEGATIVE,0.016064,0.550409,0.433527,-0.534345,0.566473,1
NEUTRAL,0.061472,0.05993,0.878598,0.001542,0.121402,0,NEUTRAL,0.022952,0.315418,0.66163,-0.292465,0.33837,0
NEGATIVE,0.016479,0.543628,0.439893,-0.527149,0.560107,1,NEUTRAL,0.022572,0.249979,0.727449,-0.227407,0.272551,0
NEGATIVE,0.006964,0.769094,0.223943,-0.76213,0.776057,1,NEUTRAL,0.013122,0.413631,0.573247,-0.400509,0.426753,0
NEUTRAL,0.002913,0.027789,0.969298,-0.024877,0.030702,0,NEUTRAL,0.072996,0.024955,0.902049,0.048041,0.097951,0
NEUTRAL,0.009681,0.025942,0.964377,-0.016262,0.035623,0,NEUTRAL,0.059343,0.010376,0.93028,0.048967,0.06972,0
NEUTRAL,0.416958,0.103565,0.479477,0.313393,0.520523,0,NEUTRAL,0.052039,0.014028,0.933933,0.038011,0.066067,0
NEUTRAL,0.103188,0.114849,0.781963,-0.011661,0.218037,0,NEUTRAL,0.071343,0.027613,0.901044,0.043729,0.098956,0
NEUTRAL,0.050184,0.3375,0.612316,-0.287316,0.387684,0,NEUTRAL,0.026712,0.014045,0.959243,0.012667,0.040757,0
NEUTRAL,0.033675,0.285542,0.680784,-0.251867,0.319216,0,NEUTRAL,0.060749,0.013355,0.925896,0.047393,0.074104,0
NEUTRAL,0.022839,0.046809,0.930353,-0.02397,0.069647,0,NEUTRAL,0.060135,0.020095,0.91977,0.04004,0.08023,0
NEGATIVE,0.008891,0.859164,0.131946,-0.850273,0.868054,1,NEUTRAL,0.019615,0.023868,0.956517,-0.004253,0.043483,0
NEUTRAL,0.069291,0.063027,0.867681,0.006264,0.132319,0,NEUTRAL,0.059749,0.024833,0.915418,0.034917,0.084582,0
NEUTRAL,0.016256,0.257521,0.726223,-0.241265,0.273777,0,NEUTRAL,0.048994,0.045867,0.905139,0.003127,0.094861,0
NEUTRAL,0.029246,0.151868,0.818886,-0.122621,0.181114,0,NEUTRAL,0.044778,0.017685,0.937536,0.027093,0.062464,0
NEUTRAL,0.100759,0.035995,0.863246,0.064764,0.136754,0,NEUTRAL,0.086084,0.021648,0.892268,0.064435,0.107732,0
NEUTRAL,0.041932,0.47095,0.487118,-0.429018,0.512882,0,NEUTRAL,0.027855,0.020183,0.951962,0.007673,0.048038,0
NEUTRAL,0.088413,0.243602,0.667985,-0.15519,0.332015,0,NEUTRAL,0.022256,0.023649,0.954095,-0.001394,0.045905,0
NEGATIVE,0.003482,0.935944,0.060574,-0.932462,0.939426,1,NEUTRAL,0.031381,0.035144,0.933474,-0.003763,0.066526,0
NEGATIVE,0.001154,0.992451,0.006395,-0.991296,0.993605,1,NEUTRAL,0.024952,0.015351,0.959697,0.0096,0.040303,0
NEUTRAL,0.029067,0.42677,0.544163,-0.397703,0.455837,0,NEUTRAL,0.022835,0.034329,0.942836,-0.011495,0.057164,0
NEUTRAL,0.017882,0.05423,0.927889,-0.036348,0.072111,0,NEUTRAL,0.021373,0.164668,0.813959,-0.143295,0.186041,0
NEUTRAL,0.095233,0.059482,0.845285,0.035751,0.154715,0,NEUTRAL,0.017039,0.070493,0.912468,-0.053454,0.087532,0
NEGATIVE,0.000685,0.98948,0.009835,-0.988795,0.990165,1,NEUTRAL,0.014211,0.034409,0.95138,-0.020198,0.04862,0
NEUTRAL,0.026713,0.112526,0.860761,-0.085814,0.139239,0,NEUTRAL,0.029424,0.02973,0.940846,-0.000306,0.059154,0
NEUTRAL,0.00566,0.187626,0.806715,-0.181966,0.193285,0,NEUTRAL,0.018534,0.061403,0.920063,-0.042869,0.079937,0
POSITIVE,0.941587,0.005045,0.053368,0.936541,0.946632,1,NEUTRAL,0.013295,0.018744,0.967961,-0.005449,0.032039,0
NEUTRAL,0.009888,0.029629,0.960483,-0.019741,0.039517,0,NEUTRAL,0.044552,0.020763,0.934685,0.023789,0.065315,0
NEUTRAL,0.03261,0.038902,0.928488,-0.006292,0.071512,0,NEUTRAL,0.011974,0.03653,0.951496,-0.024556,0.048504,0
NEUTRAL,0.029175,0.269081,0.701744,-0.239906,0.298256,0,NEUTRAL,0.021491,0.04837,0.930139,-0.026878,0.069861,0
NEUTRAL,0.011998,0.077126,0.910876,-0.065128,0.089124,0,NEUTRAL,0.014752,0.039401,0.945847,-0.02465,0.054153,0
NEUTRAL,0.012201,0.015323,0.972476,-0.003122,0.027524,0,NEUTRAL,0.031415,0.056772,0.911812,-0.025357,0.088188,0
NEUTRAL,0.198672,0.032396,0.768932,0.166276,0.231068,0,NEUTRAL,0.029227,0.021986,0.948788,0.007241,0.051212,0
NEGATIVE,0.016838,0.765735,0.217427,-0.748897,0.782573,1,NEUTRAL,0.01911,0.035496,0.945394,-0.016386,0.054606,0
POSITIVE,0.995746,0.000723,0.00353,0.995023,0.99647,1,NEUTRAL,0.029774,0.028364,0.941862,0.00141,0.058138,0
NEGATIVE,0.0102,0.808595,0.181205,-0.798394,0.818795,1,NEUTRAL,0.019623,0.025428,0.95495,-0.005805,0.04505,0
POSITIVE,0.749872,0.03023,0.219897,0.719642,0.780103,1,NEUTRAL,0.014403,0.024606,0.960991,-0.010202,0.039009,0
NEUTRAL,0.077867,0.098404,0.823729,-0.020537,0.176271,0,NEUTRAL,0.023676,0.028115,0.948209,-0.004438,0.051791,0
POSITIVE,0.503667,0.126874,0.369458,0.376793,0.630542,1,NEUTRAL,0.030698,0.040028,0.929275,-0.00933,0.070725,0
NEUTRAL,0.035115,0.317173,0.647712,-0.282058,0.352288,0,NEUTRAL,0.07061,0.095579,0.83381,-0.024969,0.16619,0
NEUTRAL,0.032603,0.268665,0.698731,-0.236062,0.301269,0,NEUTRAL,0.023087,0.062281,0.914632,-0.039194,0.085368,0
NEGATIVE,0.013766,0.736174,0.25006,-0.722409,0.74994,1,NEUTRAL,0.018327,0.055213,0.92646,-0.036886,0.07354,0
NEGATIVE,0.008118,0.58424,0.407641,-0.576122,0.592359,1,NEUTRAL,0.019537,0.036105,0.944358,-0.016569,0.055642,0
