condition,feature,human_mean_pre,human_mean_post,human_mean_pct_change,llm_mean_pre,llm_mean_post,dz_pre,dz_post,dz_change,p_pre,p_post,n_pre,n_post
human_like,punct_period,8.692933406035428,8.707562692035877,0.1682894060857793,4.115613468228459,4.115613468228459,-0.29703472313299983,-0.29785668059222803,-0.0008219574592281953,2.989898547637278e-49,1.664327256605979e-49,1149,1149
human_like,punct_exclaim,0.6552699460827627,0.6552716276694756,0.00025662503261880324,0.03769406623503277,0.03769406623503277,-0.15173093262017878,-0.15173134850978662,-4.1588960783545126e-07,3.468912094744615e-19,3.4401784405594722e-19,1149,1149
human_like,punct_question,1.7136387373384958,1.7145242818479878,0.051676265842783786,0.1912644543684812,0.1912644543684812,-0.2891306164197918,-0.2892786741857689,-0.0001480577659770943,8.591648521671181e-36,7.958322073267079e-36,1149,1149
human_like,punct_comma,2.7343079278282176,2.7292052797319775,-0.18661570792039714,3.8903799703830706,3.8903799703830706,0.2856716589749614,0.287163088062005,0.0014914290870436386,1.3591651943873793e-43,5.217945444178031e-44,1149,1149
human_like,punct_semicolon,0.08990212816895816,0.02130909878287438,-76.29744788373978,0.003205684009028747,0.003205684009028747,-0.11164324336084147,-0.07041661528744216,0.041226628073399316,4.882091824038632e-05,0.03059891833352297,1149,1149
human_like,punct_colon,1.0342890521796884,1.03473608401469,0.043221170528637345,0.849790030581272,0.849790030581272,-0.029922919061788955,-0.029994612082173074,-7.169302038411915e-05,5.286056730597039e-50,5.629076167675236e-50,1149,1149
human_like,punct_dash,0.005487029951493873,0.005487029951493873,0.0,0.5298529220606717,0.5298529220606717,0.7713217680466214,0.7713217680466214,0.0,4.125634522002657e-116,4.125634522002657e-116,1149,1149
human_like,punct_ellipsis,0.41206469454703326,0.41211722907535203,0.012749097171870005,0.0004245473264132119,0.0004245473264132119,-0.1634582042068655,-0.16347385546934595,-1.565126248045945e-05,2.4313168691231415e-20,2.4313168691231415e-20,1149,1149
detector_aware,bigram_repetition_rate,0.011042856646361383,0.01104339820413142,0.004904145615391413,0.024739032566823492,0.024739032566823492,0.488864824393647,0.4888309576306796,-3.3866762967404984e-05,6.451297952199818e-70,6.554425784085194e-70,1149,1149
detector_aware,trigram_repetition_rate,0.0025803094024209926,0.0025803094024209926,0.0,0.002550089573095468,0.002550089573095468,-0.00266958006729135,-0.00266958006729135,0.0,1.1319569929902168e-05,1.1319569929902168e-05,1149,1149
detector_aware,function_word_rate,0.48423069385216283,0.48473872620811276,0.1049153559243462,0.48424281661513846,0.48424281661513846,8.329946301222306e-05,-0.003412692348453743,-0.003495991811465966,0.0005430159964217897,0.0002651065651278644,1149,1149
detector_aware,ttr,0.8597576711176025,0.859628143123421,-0.015065639834670982,0.6860280326543196,0.6860280326543196,-1.184009686564481,-1.182907434261123,0.0011022523033579201,2.3539417805645968e-160,2.806248652305244e-160,1149,1149
detector_aware,mattr,0.865888100815796,0.8657621432822374,-0.01454662945938687,0.7659628504013698,0.7659628504013698,-0.7619592512504327,-0.7610454083986088,0.0009138428518239428,2.1678981300057074e-115,3.093760958360889e-115,1149,1149
detector_aware,mtld,77.42367214871422,77.35127018601654,-0.09351398698658213,120.04352061715706,120.04352061715706,0.6993638632384032,0.7037979651442644,0.004434101905861243,9.075444295161426e-91,2.745038180557076e-91,963,963
detector_aware,punct_period,8.692933406035428,8.707562692035877,0.1682894060857793,4.56259164482786,4.56259164482786,-0.2684643588780824,-0.2693088798389373,-0.0008445209608549109,1.0761315132458941e-33,6.115379846569219e-34,1149,1149
detector_aware,punct_exclaim,0.6552699460827627,0.6552716276694756,0.00025662503261880324,0.03309626928318452,0.03309626928318452,-0.15221160154495136,-0.152212015736457,-4.141915056488088e-07,7.865525560731692e-19,7.865525560731692e-19,1149,1149
detector_aware,punct_question,1.7136387373384958,1.7145242818479878,0.051676265842783786,0.2683828271235269,0.2683828271235269,-0.2756568854786192,-0.2758076584635085,-0.00015077298488930246,1.460344110084628e-26,1.373850512327723e-26,1149,1149
detector_aware,punct_comma,2.7343079278282176,2.7292052797319775,-0.18661570792039714,4.205381325392007,4.205381325392007,0.36139213254278246,0.3628041001098263,0.0014119675670438148,9.65854390141731e-58,4.3710871412997474e-58,1149,1149
detector_aware,punct_semicolon,0.08990212816895816,0.02130909878287438,-76.29744788373978,0.001094936673338295,0.001094936673338295,-0.1144593204138024,-0.0790718489736353,0.0353874714401671,6.317741248626378e-06,0.0015918239652689542,1149,1149
detector_aware,punct_colon,1.0342890521796884,1.03473608401469,0.043221170528637345,0.6851211348412352,0.6851211348412352,-0.056190444512529046,-0.05626080571811259,-7.03612055835412e-05,5.713029396040239e-36,6.022369639050957e-36,1149,1149
detector_aware,punct_dash,0.005487029951493873,0.005487029951493873,0.0,0.30494651548499346,0.30494651548499346,0.5048596233313366,0.5048596233313366,0.0,3.6892359946179866e-74,3.6892359946179866e-74,1149,1149
detector_aware,punct_ellipsis,0.41206469454703326,0.41211722907535203,0.012749097171870005,0.0010386165587263933,0.0010386165587263933,-0.16325276004545394,-0.16326841948253212,-1.5659437078180405e-05,2.306104088585876e-20,2.306104088585876e-20,1149,1149
detector_evasive,bigram_repetition_rate,0.011042856646361383,0.01104339820413142,0.004904145615391413,0.017012946684861825,0.017012946684861825,0.2240979533854716,0.22407031157208235,-2.7641813389239767e-05,1.545112628457669e-26,1.553446186163249e-26,1149,1149
detector_evasive,trigram_repetition_rate,0.0025803094024209926,0.0025803094024209926,0.0,0.002070139093435127,0.002070139093435127,-0.04647985542061243,-0.04647985542061243,0.0,0.13460987061891866,0.13460987061891866,1149,1149
detector_evasive,function_word_rate,0.48423069385216283,0.48473872620811276,0.1049153559243462,0.4470477002861606,0.4470477002861606,-0.25940987476950356,-0.26321373561104117,-0.0038038608415376096,3.82363045897969e-37,4.766877609061706e-38,1149,1149
detector_evasive,ttr,0.8597576711176025,0.859628143123421,-0.015065639834670982,0.7274863493867975,0.7274863493867975,-0.8853820471186772,-0.884343260451762,0.001038786666915148,6.24336528682247e-132,8.31147686113267e-132,1149,1149
detector_evasive,mattr,0.865888100815796,0.8657621432822374,-0.01454662945938687,0.7880076614333265,0.7880076614333265,-0.582843549690301,-0.5819104754669914,0.0009330742233096823,9.431287416378184e-85,1.456130324400265e-84,1149,1149
detector_evasive,mtld,77.42367214871422,77.35127018601654,-0.09351398698658213,133.10698370707962,133.10698370707962,0.7983427756553014,0.8004522218291459,0.0021094461738444537,3.5333822485578575e-104,1.5705809921416133e-104,963,963
detector_evasive,punct_period,8.692933406035428,8.707562692035877,0.1682894060857793,11.832744193099797,11.832744193099797,0.19976620485222793,0.19876004991112514,-0.0010061549411027881,1.452163897753599e-76,2.5692334450020654e-76,1149,1149
detector_evasive,punct_exclaim,0.6552699460827627,0.6552716276694756,0.00025662503261880324,0.004981677699059199,0.004981677699059199,-0.15842460868602973,-0.1584250216925866,-4.1300655687082077e-07,8.159210294787735e-22,8.159210294787735e-22,1149,1149
detector_evasive,punct_question,1.7136387373384958,1.7145242818479878,0.051676265842783786,0.678363676135637,0.678363676135637,-0.19618492650471006,-0.19634443437338464,-0.0001595078686745799,0.9983472562281731,0.9945070969405867,1149,1149
detector_evasive,punct_comma,2.7343079278282176,2.7292052797319775,-0.18661570792039714,1.7914464981967229,1.7914464981967229,-0.22565750934414827,-0.22458818926483282,0.0010693200793154556,7.746634912654721e-09,9.839665574630725e-09,1149,1149
detector_evasive,punct_semicolon,0.08990212816895816,0.02130909878287438,-76.29744788373978,0.0,0.0,-0.11592348823928547,-0.08361089346874638,0.03231259477053909,8.256460831710365e-06,0.0009815397525216685,1149,1149
detector_evasive,punct_colon,1.0342890521796884,1.03473608401469,0.043221170528637345,0.07428248236204109,0.07428248236204109,-0.15576147872408672,-0.1558316902775853,-7.021155349859476e-05,1.400754981206477e-18,1.360906166063507e-18,1149,1149
detector_evasive,punct_dash,0.005487029951493873,0.005487029951493873,0.0,0.057105429518859156,0.057105429518859156,0.16671429689834308,0.16671429689834308,0.0,3.780352136509996e-14,3.780352136509996e-14,1149,1149
detector_evasive,punct_ellipsis,0.41206469454703326,0.41211722907535203,0.012749097171870005,0.4504345569191515,0.4504345569191515,0.014914143033616272,0.014893337755919504,-2.0805277696768834e-05,3.0878493138823793e-34,3.0878493138823793e-34,1149,1149
