human_dep_distance_mean,human_tree_depth_mean,human_tree_depth_max,human_subordinate_clause_rate,human_n_sentences,llm_dep_distance_mean,llm_tree_depth_mean,llm_tree_depth_max,llm_subordinate_clause_rate,llm_n_sentences
3.028985507246377,4.0,5.0,0.625,8,3.5281899109792283,5.071428571428571,8.0,1.4285714285714286,14
3.3689320388349513,4.666666666666667,8.0,0.8333333333333334,12,3.4039408866995076,4.0,7.0,1.380952380952381,21
3.2295081967213113,4.454545454545454,7.0,1.5454545454545454,11,3.5114754098360654,4.928571428571429,8.0,1.2142857142857142,14
3.04,4.0,6.0,0.8,5,3.459090909090909,4.523809523809524,8.0,0.8571428571428571,21
3.4609375,4.666666666666667,6.0,1.1666666666666667,6,3.580952380952381,5.2727272727272725,9.0,1.6363636363636365,11
3.0618556701030926,3.857142857142857,6.0,0.5714285714285714,7,3.6774193548387095,4.290322580645161,9.0,1.3548387096774193,31
3.3209876543209877,4.5,8.0,0.8333333333333334,12,3.4045584045584047,4.933333333333334,7.0,1.0666666666666667,15
3.264516129032258,4.25,7.0,0.875,8,3.7823834196891193,5.125,8.0,1.375,16
3.218604651162791,4.181818181818182,6.0,1.0,11,3.170909090909091,5.538461538461538,8.0,1.5384615384615385,13
3.0165289256198347,4.444444444444445,7.0,0.5555555555555556,9,3.5652173913043477,4.894736842105263,7.0,1.0526315789473684,19
3.037593984962406,3.5,5.0,0.75,8,3.4923076923076923,4.8,8.0,2.2,15
3.5260115606936417,5.461538461538462,9.0,1.0,13,3.2274247491638794,4.277777777777778,7.0,1.0555555555555556,18
2.6407766990291264,4.384615384615385,6.0,1.1538461538461537,13,3.4347826086956523,5.083333333333333,8.0,1.25,12
3.6203703703703702,5.0,7.0,1.2,5,3.7472826086956523,5.571428571428571,8.0,1.2857142857142858,14
3.400621118012422,3.8947368421052633,7.0,0.7894736842105263,19,3.121468926553672,4.411764705882353,7.0,0.7058823529411765,17
3.5889830508474576,3.5,5.0,0.21428571428571427,14,3.5262390670553936,4.758620689655173,7.0,1.1724137931034482,29
3.3659574468085105,4.076923076923077,7.0,1.0769230769230769,13,3.4313253012048195,4.833333333333333,9.0,1.2222222222222223,18
2.906122448979592,3.4705882352941178,6.0,0.6470588235294118,17,3.8814229249011856,4.8,5.0,1.1,10
3.0846153846153848,4.428571428571429,6.0,1.4285714285714286,7,3.4015444015444016,5.666666666666667,8.0,1.7777777777777777,9
3.541095890410959,5.166666666666667,9.0,2.0,6,3.3300970873786406,5.055555555555555,9.0,1.2222222222222223,18
3.269230769230769,4.75,8.0,2.75,4,3.385496183206107,4.833333333333333,8.0,1.75,12
2.8846153846153846,5.666666666666667,8.0,1.3333333333333333,3,3.48046875,5.181818181818182,8.0,2.0,11
3.1159420289855073,4.545454545454546,6.0,1.4545454545454546,11,3.3978494623655915,5.2,8.0,1.6666666666666667,15
3.2209302325581395,4.625,6.0,1.25,8,3.2396907216494846,4.8125,7.0,1.875,16
3.5137254901960784,3.933333333333333,6.0,0.6,15,3.2113821138211383,3.8181818181818183,7.0,0.7727272727272727,22
3.4596330275229357,4.081967213114754,9.0,1.0819672131147542,61,3.5468409586056646,5.15,12.0,1.35,20
2.9066666666666667,5.5,6.0,0.75,4,3.1816326530612247,4.769230769230769,8.0,1.1923076923076923,26
3.1353383458646618,4.857142857142857,8.0,1.8571428571428572,7,3.501138952164009,5.823529411764706,10.0,1.7058823529411764,17
3.3013100436681224,3.7333333333333334,5.0,0.7333333333333333,15,3.282520325203252,5.05,8.0,1.3,20
3.414141414141414,4.777777777777778,9.0,2.0,9,3.568825910931174,4.478260869565218,7.0,1.391304347826087,23
3.3726937269372694,4.923076923076923,7.0,1.0,13,3.424390243902439,4.947368421052632,9.0,1.4736842105263157,19
3.182926829268293,4.5,5.0,1.75,4,3.292134831460674,5.125,9.0,1.5,16
3.2295081967213113,4.454545454545454,7.0,1.5454545454545454,11,3.3821989528795813,4.5,7.0,1.5555555555555556,18
2.981042654028436,4.384615384615385,7.0,1.0769230769230769,13,3.472924187725632,4.846153846153846,9.0,1.5384615384615385,13
3.3247422680412373,4.454545454545454,7.0,1.0,11,3.1746031746031744,4.423076923076923,7.0,1.3461538461538463,26
