human_perplexity,human_n_tokens,human_burstiness,llm_perplexity,llm_n_tokens,llm_burstiness
445.75335693359375,221,780.6662927118153,299.4140930175781,328,446.4647825786902
289.0213623046875,309,3634.164873393594,490.52044677734375,488,666.2327844871768
130.75611877441406,372,1411.085648207828,315.16552734375,261,458.118356472142
370.7557678222656,172,1633.8421332665528,507.48681640625,339,942.4794856463749
310.2837829589844,206,8458.9851034822,588.9636840820312,335,450.9003660018201
