tag,Formal Human,Formal LLM,Informal Human,Informal LLM
EVN,0.0,0.01981375074301565,0.0025531045751633983,0.0
LOC,0.5522097786327793,0.3018675874001691,0.6276602576908136,0.45432580397038336
MSR,0.009492168960607499,0.0,0.012894770650271057,0.001317731393632722
OBJ,0.016196954972465177,0.0,0.002945154176879744,0.01543442017793582
ORG,0.24166723624169262,0.08471887371506447,0.14319138654753683,0.14293927789495778
PRS,0.2534585213412947,0.12872774848759622,0.4324931779729289,0.20803367312151852
TME,0.05752606865394361,0.0,0.060797878482009626,0.016864452685370922
WRK,0.020824656393169515,0.03098313517772248,0.025208547767747967,0.01491258554006406
