Abstract_Dep_Counts,Generated_Abstract_Dep_Counts
ROOT:4 | acl:relcl:1 | advcl:2 | advmod:9 | amod:2 | aux:3 | case:6 | cc:1 | compound:prt:1 | conj:1 | cop:2 | csubj:1 | det:2 | fixed:6 | flat:name:1 | mark:3 | nmod:2 | nmod:poss:2 | nsubj:6 | nummod:1 | obj:5 | obl:5 | parataxis:1 | punct:5 | xcomp:1,ROOT:17 | acl:cleft:1 | acl:relcl:2 | advcl:9 | advmod:38 | amod:20 | appos:6 | aux:9 | case:27 | cc:17 | compound:prt:3 | conj:19 | cop:5 | csubj:1 | dep:1 | det:8 | dislocated:1 | expl:4 | fixed:1 | flat:name:1 | mark:12 | nmod:9 | nmod:poss:1 | nsubj:30 | nsubj:pass:1 | nummod:1 | obj:22 | obl:14 | obl:agent:1 | parataxis:5 | punct:58 | xcomp:1
ROOT:18 | acl:cleft:1 | acl:relcl:6 | advcl:12 | advmod:33 | amod:20 | appos:1 | aux:14 | aux:pass:1 | case:25 | cc:9 | ccomp:2 | compound:prt:2 | conj:7 | cop:6 | csubj:1 | det:13 | dislocated:1 | expl:2 | fixed:5 | iobj:2 | mark:20 | nmod:5 | nmod:poss:7 | nsubj:32 | nsubj:pass:2 | nummod:1 | obj:19 | obl:18 | obl:agent:1 | parataxis:3 | punct:29 | xcomp:3,ROOT:13 | acl:relcl:5 | advcl:6 | advmod:28 | amod:15 | appos:2 | aux:7 | case:18 | cc:23 | ccomp:5 | compound:prt:2 | conj:23 | cop:6 | csubj:1 | det:8 | dislocated:1 | expl:6 | mark:22 | nmod:9 | nmod:poss:2 | nsubj:28 | obj:13 | obl:13 | obl:agent:1 | parataxis:3 | punct:64 | xcomp:7
ROOT:2 | advcl:1 | advmod:1 | aux:1 | case:3 | expl:1 | nmod:1 | nsubj:3 | obj:1 | obl:1 | punct:3,ROOT:15 | acl:1 | acl:relcl:1 | advcl:10 | advmod:30 | amod:18 | appos:4 | aux:7 | case:22 | cc:21 | ccomp:2 | compound:prt:3 | conj:27 | cop:6 | csubj:1 | det:10 | expl:3 | fixed:3 | flat:name:1 | mark:20 | nmod:8 | nmod:poss:1 | nsubj:29 | nummod:3 | obj:20 | obl:16 | parataxis:4 | punct:68 | xcomp:2
ROOT:1 | advmod:1 | case:1 | compound:prt:1 | nsubj:1 | obl:1 | punct:1,ROOT:4 | acl:1 | advcl:2 | advmod:4 | amod:5 | appos:1 | aux:3 | case:7 | cc:3 | compound:prt:1 | conj:3 | cop:2 | dep:1 | det:5 | fixed:1 | iobj:1 | mark:5 | nmod:2 | nsubj:8 | nummod:1 | obj:4 | obl:5 | parataxis:1 | punct:8 | xcomp:1
ROOT:4 | advmod:1 | amod:2 | case:4 | cc:1 | cop:2 | det:2 | nmod:2 | nmod:poss:1 | nsubj:3 | obl:2 | punct:3,ROOT:2 | advmod:6 | amod:3 | case:3 | cc:4 | ccomp:1 | conj:6 | cop:1 | det:1 | mark:1 | nmod:1 | nsubj:3 | obl:1 | punct:19 | xcomp:1
ROOT:4 | acl:cleft:1 | acl:relcl:3 | advcl:1 | advmod:3 | amod:5 | aux:2 | case:9 | cc:3 | ccomp:1 | conj:2 | cop:4 | dep:1 | det:5 | expl:1 | fixed:1 | iobj:1 | mark:4 | nmod:3 | nmod:poss:1 | nsubj:7 | nummod:1 | obj:4 | obl:4 | punct:4 | xcomp:1,ROOT:4 | acl:2 | acl:relcl:2 | advcl:3 | advmod:8 | amod:7 | aux:2 | case:5 | cc:5 | compound:prt:1 | conj:6 | cop:3 | csubj:1 | det:1 | expl:1 | fixed:2 | mark:6 | nmod:1 | nsubj:7 | obj:6 | obl:4 | parataxis:1 | punct:9 | xcomp:2
ROOT:4 | advcl:4 | advmod:5 | aux:3 | case:9 | cc:3 | ccomp:2 | conj:3 | cop:2 | det:2 | fixed:1 | mark:6 | nmod:2 | nmod:poss:1 | nsubj:9 | obj:1 | obl:7 | punct:9 | xcomp:1,ROOT:4 | acl:1 | acl:relcl:5 | advcl:3 | advmod:13 | amod:6 | aux:3 | case:4 | cc:6 | ccomp:1 | compound:prt:1 | conj:5 | cop:6 | csubj:1 | dep:1 | fixed:1 | mark:13 | nmod:1 | nmod:poss:1 | nsubj:12 | nsubj:pass:3 | obj:6 | obl:3 | obl:agent:1 | parataxis:1 | punct:13
ROOT:3 | advcl:1 | advmod:2 | amod:3 | case:1 | cop:1 | det:3 | mark:1 | nmod:poss:1 | nsubj:1 | obl:1 | punct:4,ROOT:4 | acl:relcl:2 | advcl:1 | advmod:8 | amod:7 | aux:7 | case:5 | cc:4 | compound:prt:1 | conj:7 | cop:2 | csubj:2 | expl:2 | fixed:1 | mark:2 | nmod:1 | nsubj:6 | nsubj:pass:2 | nummod:1 | obj:4 | obl:4 | parataxis:1 | punct:11
ROOT:4 | acl:relcl:1 | advcl:1 | advmod:7 | amod:2 | case:3 | ccomp:1 | conj:1 | cop:1 | det:4 | mark:1 | nmod:1 | nsubj:3 | obj:2 | obl:2 | parataxis:1 | punct:6,ROOT:4 | advcl:2 | advmod:6 | amod:3 | appos:1 | aux:2 | case:3 | cc:3 | compound:prt:1 | conj:4 | cop:7 | csubj:2 | expl:1 | fixed:1 | mark:4 | nmod:3 | nmod:poss:1 | nsubj:6 | nummod:1 | obj:1 | obl:3 | parataxis:1 | punct:10
ROOT:2 | amod:1 | case:1 | cop:1 | det:1 | nsubj:2 | obj:1 | punct:2,ROOT:4 | acl:1 | acl:relcl:2 | advcl:3 | advmod:8 | amod:2 | aux:5 | case:3 | cc:3 | compound:prt:3 | conj:5 | cop:5 | csubj:2 | det:2 | expl:1 | mark:7 | nsubj:9 | obj:4 | obl:2 | parataxis:1 | punct:9 | xcomp:1
