Abstract_Dep_Counts,Generated_Abstract_Dep_Counts
ROOT:8 | acl:relcl:2 | advcl:2 | advmod:4 | amod:12 | appos:1 | aux:3 | case:17 | cc:4 | ccomp:2 | conj:7 | cop:2 | det:7 | fixed:1 | mark:4 | nmod:7 | nsubj:13 | nsubj:pass:3 | nummod:4 | obj:7 | obl:10 | obl:agent:1 | parataxis:2 | punct:17 | xcomp:1,ROOT:14 | acl:2 | acl:relcl:5 | advcl:7 | advmod:32 | amod:27 | appos:1 | aux:10 | case:29 | cc:24 | ccomp:4 | compound:prt:1 | conj:34 | cop:5 | csubj:1 | dep:1 | det:13 | fixed:6 | mark:22 | nmod:10 | nmod:poss:5 | nsubj:24 | nsubj:pass:10 | obj:15 | obl:18 | obl:agent:1 | punct:36 | xcomp:3
ROOT:13 | acl:4 | acl:relcl:6 | advcl:2 | advmod:14 | amod:29 | appos:3 | aux:6 | case:63 | cc:20 | conj:21 | cop:3 | csubj:1 | det:17 | expl:2 | fixed:5 | mark:11 | nmod:40 | nmod:poss:5 | nsubj:19 | nsubj:pass:5 | nummod:2 | obj:10 | obl:22 | obl:agent:1 | parataxis:3 | punct:31 | xcomp:1,ROOT:14 | acl:4 | acl:relcl:2 | advcl:11 | advmod:27 | amod:22 | appos:3 | aux:5 | case:32 | cc:25 | ccomp:2 | conj:30 | cop:3 | dep:2 | det:13 | dislocated:1 | fixed:3 | mark:29 | nmod:14 | nmod:poss:2 | nsubj:16 | nsubj:pass:10 | obj:16 | obl:16 | obl:agent:1 | punct:31 | xcomp:5
ROOT:13 | acl:3 | acl:relcl:6 | advcl:4 | advmod:15 | amod:17 | aux:5 | case:30 | cc:2 | conj:2 | cop:8 | csubj:2 | dep:1 | det:13 | dislocated:1 | expl:2 | fixed:4 | mark:13 | nmod:11 | nmod:poss:1 | nsubj:13 | nsubj:pass:7 | obj:12 | obl:17 | obl:agent:1 | punct:12 | xcomp:4,ROOT:8 | acl:2 | acl:relcl:1 | advcl:7 | advmod:16 | amod:27 | appos:7 | aux:6 | case:26 | cc:19 | ccomp:3 | conj:21 | cop:2 | dep:1 | det:10 | dislocated:1 | fixed:4 | mark:16 | nmod:10 | nmod:poss:2 | nsubj:18 | nsubj:pass:5 | nummod:1 | obj:11 | obl:16 | punct:25 | xcomp:1
ROOT:5 | acl:relcl:4 | advcl:2 | advmod:4 | amod:10 | appos:3 | aux:1 | case:11 | cc:6 | conj:6 | cop:2 | det:3 | expl:1 | fixed:2 | iobj:1 | mark:5 | nmod:10 | nsubj:6 | nsubj:pass:5 | nummod:3 | obj:5 | obl:3 | punct:12 | xcomp:3,ROOT:12 | acl:1 | acl:relcl:6 | advcl:4 | advmod:13 | amod:38 | appos:6 | aux:4 | case:33 | cc:32 | ccomp:2 | compound:prt:1 | conj:38 | cop:7 | dep:1 | det:13 | dislocated:1 | fixed:8 | mark:15 | nmod:22 | nmod:poss:1 | nsubj:24 | nsubj:pass:3 | obj:12 | obl:17 | parataxis:2 | punct:38 | xcomp:5
ROOT:19 | acl:relcl:4 | advcl:10 | advmod:19 | amod:20 | appos:2 | aux:6 | case:48 | cc:25 | ccomp:1 | compound:prt:1 | conj:19 | cop:7 | det:8 | fixed:2 | mark:10 | nmod:34 | nmod:poss:2 | nsubj:25 | nsubj:pass:6 | nummod:10 | obj:6 | obl:19 | obl:agent:2 | parataxis:2 | punct:33 | xcomp:1,ROOT:19 | acl:4 | acl:cleft:1 | acl:relcl:7 | advcl:7 | advmod:35 | amod:38 | appos:6 | aux:9 | case:48 | cc:34 | ccomp:1 | conj:35 | cop:11 | csubj:2 | det:19 | fixed:13 | mark:16 | nmod:14 | nmod:poss:4 | nsubj:28 | nsubj:pass:10 | nummod:2 | obj:20 | obl:29 | obl:agent:3 | parataxis:1 | punct:51 | xcomp:7
ROOT:14 | advcl:1 | advmod:5 | amod:15 | appos:3 | aux:2 | case:19 | cc:19 | ccomp:2 | compound:prt:1 | conj:22 | cop:3 | det:9 | expl:2 | mark:5 | nmod:17 | nmod:poss:4 | nsubj:15 | nsubj:pass:4 | nummod:19 | obj:15 | obl:15 | parataxis:3 | punct:36,ROOT:15 | acl:5 | acl:relcl:4 | advcl:9 | advmod:33 | amod:40 | appos:2 | aux:10 | case:43 | cc:34 | ccomp:1 | compound:prt:2 | conj:35 | cop:13 | csubj:2 | dep:1 | det:16 | fixed:9 | mark:21 | nmod:11 | nmod:poss:2 | nsubj:31 | nsubj:pass:3 | nummod:1 | obj:22 | obl:29 | punct:35 | xcomp:1
ROOT:13 | acl:relcl:2 | advcl:7 | advmod:13 | amod:21 | appos:2 | aux:5 | case:27 | cc:16 | ccomp:4 | compound:prt:2 | conj:18 | cop:2 | csubj:1 | dep:1 | det:11 | expl:1 | fixed:7 | mark:16 | nmod:14 | nmod:poss:2 | nsubj:10 | nsubj:pass:8 | obj:6 | obl:15 | parataxis:1 | punct:21 | xcomp:2,ROOT:13 | acl:4 | acl:relcl:4 | advcl:11 | advmod:29 | amod:39 | appos:3 | aux:9 | case:29 | cc:41 | ccomp:4 | conj:50 | cop:4 | csubj:2 | dep:1 | det:17 | fixed:8 | mark:23 | nmod:10 | nmod:poss:10 | nsubj:25 | nsubj:pass:11 | obj:15 | obl:18 | punct:40 | xcomp:2
ROOT:17 | acl:3 | acl:cleft:1 | acl:relcl:1 | advcl:4 | advmod:13 | amod:18 | appos:4 | aux:1 | case:34 | cc:12 | ccomp:1 | compound:prt:1 | conj:15 | cop:5 | csubj:2 | dep:1 | det:9 | expl:3 | fixed:2 | flat:name:3 | mark:12 | nmod:23 | nmod:poss:2 | nsubj:9 | nsubj:pass:11 | nummod:6 | obj:12 | obl:16 | punct:21,ROOT:10 | acl:1 | acl:relcl:4 | advcl:5 | advmod:25 | amod:30 | appos:2 | aux:7 | case:29 | cc:13 | compound:prt:1 | conj:13 | cop:5 | csubj:1 | det:10 | dislocated:1 | fixed:5 | mark:11 | nmod:14 | nmod:poss:6 | nsubj:19 | nsubj:pass:5 | obj:7 | obl:17 | parataxis:1 | punct:19 | xcomp:1
ROOT:7 | acl:2 | acl:relcl:3 | advcl:4 | advmod:10 | amod:5 | aux:6 | case:13 | cc:5 | ccomp:1 | compound:prt:2 | conj:5 | cop:1 | dep:1 | det:9 | fixed:3 | flat:name:2 | mark:6 | nmod:3 | nmod:poss:4 | nsubj:11 | nsubj:pass:2 | nummod:1 | obj:8 | obl:10 | parataxis:2 | punct:11,ROOT:10 | acl:2 | acl:relcl:6 | advcl:6 | advmod:22 | amod:19 | appos:1 | aux:7 | case:34 | cc:20 | ccomp:4 | compound:prt:1 | conj:27 | cop:3 | csubj:2 | dep:1 | det:9 | dislocated:1 | fixed:1 | flat:name:1 | iobj:1 | mark:16 | nmod:14 | nmod:poss:11 | nsubj:14 | nsubj:pass:6 | nummod:1 | obj:14 | obl:17 | parataxis:1 | punct:27 | xcomp:3
ROOT:6 | acl:relcl:6 | advcl:2 | advmod:7 | amod:9 | aux:4 | case:17 | cc:5 | ccomp:2 | conj:5 | cop:7 | csubj:2 | det:18 | expl:1 | fixed:3 | mark:8 | nmod:7 | nsubj:12 | nsubj:pass:4 | nummod:4 | obj:7 | obl:7 | punct:8 | xcomp:1,ROOT:11 | acl:1 | acl:relcl:7 | advcl:11 | advmod:28 | amod:28 | appos:4 | aux:9 | case:32 | cc:20 | ccomp:4 | compound:prt:3 | conj:33 | cop:4 | csubj:2 | det:13 | dislocated:1 | expl:1 | fixed:7 | mark:18 | nmod:16 | nmod:poss:3 | nsubj:19 | nsubj:pass:9 | obj:12 | obl:14 | obl:agent:1 | parataxis:1 | punct:46 | xcomp:4
ROOT:4 | acl:relcl:2 | advcl:9 | advmod:12 | amod:7 | aux:4 | case:6 | cc:1 | compound:prt:4 | conj:1 | det:7 | dislocated:1 | mark:16 | nmod:2 | nsubj:5 | nsubj:pass:4 | nummod:1 | obj:8 | obl:5 | parataxis:1 | punct:6 | xcomp:2,ROOT:11 | acl:2 | acl:relcl:5 | advcl:11 | advmod:17 | amod:17 | appos:1 | aux:6 | case:26 | cc:15 | ccomp:3 | compound:prt:3 | conj:18 | cop:3 | csubj:1 | det:28 | expl:1 | fixed:3 | iobj:2 | mark:26 | nmod:12 | nmod:poss:1 | nsubj:15 | nsubj:pass:10 | nummod:1 | obj:19 | obl:15 | parataxis:1 | punct:22 | xcomp:5
ROOT:3 | acl:1 | acl:relcl:2 | advcl:1 | advmod:1 | amod:4 | case:12 | cc:1 | conj:2 | det:2 | fixed:3 | mark:2 | nmod:8 | nsubj:2 | nsubj:pass:2 | obj:1 | obl:5 | punct:3,ROOT:16 | acl:1 | acl:relcl:4 | advcl:10 | advmod:30 | amod:50 | appos:6 | aux:5 | case:41 | cc:20 | ccomp:1 | compound:prt:3 | conj:28 | cop:1 | csubj:1 | dep:1 | det:17 | fixed:4 | mark:17 | nmod:17 | nmod:poss:3 | nsubj:21 | nsubj:pass:14 | nummod:1 | obj:17 | obl:22 | parataxis:1 | punct:39 | xcomp:5
ROOT:11 | acl:3 | acl:relcl:8 | advcl:4 | advmod:5 | amod:14 | appos:2 | aux:6 | case:25 | cc:8 | ccomp:1 | conj:11 | cop:3 | det:17 | expl:1 | mark:13 | nmod:12 | nmod:poss:5 | nsubj:13 | nsubj:pass:9 | nummod:1 | obj:14 | obl:11 | punct:19 | xcomp:2,ROOT:12 | acl:4 | acl:relcl:6 | advcl:4 | advmod:31 | amod:30 | appos:2 | aux:8 | case:37 | cc:27 | ccomp:4 | conj:35 | cop:3 | csubj:2 | det:17 | dislocated:2 | expl:1 | fixed:5 | mark:18 | nmod:11 | nmod:poss:6 | nsubj:23 | nsubj:pass:10 | obj:13 | obl:20 | obl:agent:2 | parataxis:4 | punct:36 | xcomp:5
ROOT:8 | acl:cleft:1 | acl:relcl:1 | advcl:5 | advmod:11 | amod:12 | appos:1 | aux:5 | case:24 | cc:8 | ccomp:3 | conj:10 | cop:4 | csubj:1 | det:7 | expl:2 | mark:10 | nmod:16 | nmod:poss:2 | nsubj:13 | nsubj:pass:1 | nummod:3 | obj:10 | obl:9 | parataxis:1 | punct:10 | xcomp:2,ROOT:13 | acl:2 | acl:relcl:5 | advcl:10 | advmod:25 | amod:23 | appos:1 | aux:4 | case:31 | cc:29 | ccomp:5 | compound:prt:3 | conj:35 | cop:2 | csubj:1 | det:14 | dislocated:1 | expl:1 | fixed:7 | mark:29 | nmod:15 | nmod:poss:5 | nsubj:27 | nsubj:pass:6 | obj:14 | obl:18 | parataxis:2 | punct:37 | xcomp:9
ROOT:15 | acl:1 | acl:relcl:2 | advcl:4 | advmod:10 | amod:28 | appos:2 | aux:3 | case:35 | cc:16 | ccomp:1 | compound:prt:2 | conj:16 | cop:2 | csubj:1 | det:13 | expl:1 | fixed:2 | iobj:1 | mark:11 | nmod:15 | nmod:poss:6 | nsubj:13 | nsubj:pass:10 | nummod:1 | obj:13 | obl:18 | punct:23 | xcomp:5,ROOT:16 | acl:5 | acl:relcl:9 | advcl:9 | advmod:28 | amod:28 | aux:7 | case:34 | cc:31 | ccomp:2 | compound:prt:1 | conj:37 | cop:2 | csubj:1 | det:19 | dislocated:2 | fixed:5 | iobj:1 | mark:29 | nmod:11 | nmod:poss:10 | nsubj:28 | nsubj:pass:10 | obj:26 | obl:18 | obl:agent:2 | parataxis:1 | punct:46 | xcomp:7
ROOT:61 | acl:9 | acl:relcl:22 | advcl:19 | advmod:42 | amod:72 | appos:12 | aux:11 | case:107 | cc:61 | ccomp:13 | compound:prt:4 | conj:91 | cop:24 | csubj:3 | dep:1 | det:58 | dislocated:4 | expl:2 | fixed:14 | flat:name:4 | iobj:2 | mark:55 | nmod:57 | nmod:poss:49 | nsubj:82 | nsubj:pass:28 | nummod:6 | obj:45 | obl:61 | obl:agent:1 | parataxis:7 | punct:118 | xcomp:6,ROOT:15 | acl:2 | acl:relcl:4 | advcl:7 | advmod:27 | amod:38 | appos:3 | aux:6 | case:35 | cc:34 | ccomp:2 | compound:prt:2 | conj:39 | dep:1 | det:11 | fixed:2 | mark:17 | nmod:16 | nmod:poss:10 | nsubj:14 | nsubj:pass:12 | nummod:1 | obj:14 | obl:15 | parataxis:1 | punct:35 | xcomp:5
ROOT:4 | acl:relcl:2 | advmod:2 | amod:8 | case:11 | cc:9 | ccomp:1 | compound:prt:2 | conj:10 | cop:1 | det:1 | nmod:5 | nmod:poss:1 | nsubj:6 | nsubj:pass:1 | nummod:1 | obj:4 | obl:6 | punct:4,ROOT:17 | acl:5 | acl:relcl:6 | advcl:7 | advmod:25 | amod:38 | appos:6 | aux:9 | case:47 | cc:33 | ccomp:6 | compound:prt:1 | conj:39 | cop:5 | det:14 | dislocated:1 | fixed:6 | flat:name:1 | iobj:1 | mark:28 | nmod:24 | nmod:poss:12 | nsubj:29 | nsubj:pass:11 | obj:17 | obl:24 | obl:agent:2 | parataxis:3 | punct:44 | xcomp:5
ROOT:7 | acl:2 | acl:relcl:3 | advcl:4 | advmod:10 | amod:3 | aux:5 | case:16 | cc:5 | ccomp:2 | conj:2 | cop:2 | csubj:2 | dep:1 | det:11 | expl:2 | fixed:2 | mark:10 | nmod:8 | nsubj:11 | nsubj:pass:4 | nummod:1 | obj:8 | obl:6 | obl:agent:1 | parataxis:1 | punct:10 | xcomp:1,ROOT:20 | acl:2 | acl:relcl:9 | advcl:8 | advmod:39 | amod:27 | appos:4 | aux:6 | case:55 | cc:31 | ccomp:4 | compound:prt:1 | conj:39 | cop:2 | dep:2 | det:25 | dislocated:2 | fixed:7 | mark:24 | nmod:28 | nmod:poss:7 | nsubj:21 | nsubj:pass:23 | nummod:1 | obj:11 | obl:23 | parataxis:1 | punct:51 | xcomp:13
ROOT:15 | acl:1 | acl:relcl:4 | advcl:6 | advmod:7 | amod:27 | appos:2 | aux:2 | case:32 | cc:7 | compound:prt:1 | conj:6 | cop:1 | dep:1 | det:22 | expl:2 | fixed:5 | mark:13 | nmod:11 | nmod:poss:3 | nsubj:12 | nsubj:pass:6 | nummod:5 | obj:8 | obl:20 | obl:agent:2 | parataxis:1 | punct:19 | xcomp:3,ROOT:11 | acl:1 | acl:relcl:4 | advcl:8 | advmod:27 | amod:28 | appos:1 | aux:4 | case:37 | cc:35 | ccomp:2 | conj:43 | cop:5 | csubj:1 | det:15 | fixed:9 | mark:23 | nmod:19 | nmod:poss:5 | nsubj:21 | nsubj:pass:4 | obj:10 | obl:16 | parataxis:5 | punct:34 | xcomp:8
ROOT:9 | acl:relcl:2 | advcl:7 | advmod:9 | amod:9 | aux:8 | case:21 | cc:9 | ccomp:9 | compound:prt:1 | conj:9 | cop:1 | det:16 | expl:1 | fixed:1 | iobj:1 | mark:23 | nmod:11 | nmod:poss:5 | nsubj:16 | nsubj:pass:6 | nummod:2 | obj:11 | obl:9 | punct:9 | xcomp:2,ROOT:13 | acl:4 | acl:relcl:4 | advcl:8 | advmod:21 | amod:37 | appos:2 | aux:6 | case:40 | cc:27 | ccomp:6 | conj:32 | cop:2 | det:15 | fixed:2 | mark:31 | nmod:21 | nmod:poss:10 | nsubj:27 | nsubj:pass:3 | obj:14 | obl:17 | obl:agent:2 | punct:31 | xcomp:7
ROOT:13 | acl:1 | acl:relcl:4 | advcl:4 | advmod:20 | amod:18 | appos:1 | aux:7 | case:37 | cc:19 | ccomp:2 | compound:prt:1 | conj:17 | cop:4 | csubj:2 | dep:1 | det:8 | expl:2 | fixed:3 | mark:10 | nmod:16 | nmod:poss:5 | nsubj:23 | nsubj:pass:7 | nummod:1 | obj:9 | obl:20 | parataxis:4 | punct:20 | xcomp:5,ROOT:20 | acl:8 | acl:relcl:6 | advcl:15 | advmod:45 | amod:46 | appos:1 | aux:11 | case:45 | cc:37 | ccomp:8 | compound:prt:4 | conj:50 | cop:3 | csubj:2 | det:24 | dislocated:4 | expl:1 | fixed:4 | mark:40 | nmod:17 | nmod:poss:8 | nsubj:38 | nsubj:pass:14 | obj:28 | obl:30 | obl:agent:1 | punct:52 | xcomp:13
ROOT:4 | advcl:3 | advmod:4 | amod:3 | aux:5 | case:10 | cc:4 | ccomp:3 | conj:5 | cop:3 | csubj:1 | det:3 | mark:6 | nmod:7 | nmod:poss:2 | nsubj:6 | nsubj:pass:1 | obj:7 | obl:5 | punct:4,ROOT:13 | acl:3 | acl:relcl:4 | advcl:7 | advmod:30 | amod:17 | appos:2 | aux:3 | case:35 | cc:26 | ccomp:5 | conj:32 | cop:3 | csubj:1 | dep:2 | det:12 | dislocated:2 | fixed:3 | mark:29 | nmod:18 | nmod:poss:10 | nsubj:23 | nsubj:pass:13 | obj:16 | obl:24 | obl:agent:2 | parataxis:1 | punct:34 | xcomp:7
ROOT:11 | acl:relcl:5 | advcl:6 | advmod:16 | amod:11 | appos:1 | aux:17 | case:32 | cc:11 | ccomp:6 | compound:prt:2 | conj:9 | cop:4 | det:10 | expl:2 | fixed:1 | mark:16 | nmod:9 | nmod:poss:3 | nsubj:24 | nsubj:pass:2 | nummod:2 | obj:12 | obl:22 | obl:agent:1 | parataxis:2 | punct:16 | xcomp:2,ROOT:13 | acl:4 | acl:cleft:1 | acl:relcl:7 | advcl:7 | advmod:24 | amod:24 | appos:1 | aux:8 | case:25 | cc:19 | ccomp:6 | conj:28 | cop:2 | csubj:1 | det:24 | dislocated:3 | fixed:2 | mark:19 | nmod:11 | nmod:poss:6 | nsubj:24 | nsubj:pass:6 | obj:17 | obl:17 | obl:agent:1 | parataxis:2 | punct:30 | xcomp:5
ROOT:13 | acl:relcl:5 | advcl:5 | advmod:12 | amod:9 | aux:2 | case:29 | cc:7 | ccomp:4 | compound:prt:4 | conj:7 | cop:6 | dep:1 | det:13 | dislocated:1 | expl:2 | fixed:4 | mark:14 | nmod:11 | nmod:poss:1 | nsubj:21 | nsubj:pass:4 | obj:9 | obl:20 | punct:16 | xcomp:4,ROOT:14 | acl:6 | acl:relcl:4 | advcl:8 | advmod:31 | amod:27 | aux:13 | case:39 | cc:31 | ccomp:3 | compound:prt:3 | conj:38 | cop:2 | csubj:2 | dep:3 | det:13 | dislocated:2 | expl:1 | fixed:4 | mark:23 | nmod:15 | nmod:poss:4 | nsubj:24 | nsubj:pass:8 | obj:22 | obl:22 | obl:agent:1 | parataxis:1 | punct:38 | xcomp:3
ROOT:11 | acl:2 | acl:relcl:2 | advcl:3 | advmod:4 | amod:10 | aux:6 | case:24 | cc:14 | ccomp:2 | conj:16 | cop:5 | csubj:2 | det:15 | expl:4 | fixed:2 | mark:12 | nmod:9 | nmod:poss:5 | nsubj:12 | nsubj:pass:4 | nummod:1 | obj:10 | obl:10 | obl:agent:1 | parataxis:1 | punct:18,ROOT:14 | acl:1 | acl:relcl:5 | advcl:8 | advmod:25 | amod:21 | appos:1 | aux:15 | case:32 | cc:35 | ccomp:4 | compound:prt:1 | conj:40 | cop:3 | csubj:1 | det:12 | dislocated:1 | expl:1 | fixed:7 | mark:22 | nmod:7 | nmod:poss:2 | nsubj:25 | nsubj:pass:8 | nummod:1 | obj:24 | obl:23 | obl:agent:2 | punct:31 | xcomp:10
ROOT:3 | acl:1 | acl:relcl:1 | advcl:5 | advmod:6 | amod:5 | aux:3 | case:7 | cc:5 | compound:prt:4 | conj:5 | det:4 | fixed:2 | mark:10 | nmod:3 | nsubj:5 | nsubj:pass:2 | obj:6 | obl:4 | punct:5 | xcomp:2,ROOT:9 | acl:3 | acl:relcl:4 | advcl:7 | advmod:26 | amod:20 | appos:2 | aux:5 | case:30 | cc:24 | ccomp:2 | compound:prt:3 | conj:28 | cop:1 | dep:1 | det:17 | fixed:6 | mark:25 | nmod:12 | nmod:poss:8 | nsubj:15 | nsubj:pass:8 | obj:12 | obl:16 | obl:agent:1 | parataxis:1 | punct:26 | xcomp:9
