Abstract_Dep_Counts,Generated_Abstract_Dep_Counts
ROOT:7 | acl:1 | acl:cleft:1 | acl:relcl:5 | advcl:2 | advmod:3 | amod:14 | appos:1 | aux:4 | case:14 | cc:6 | ccomp:1 | compound:prt:1 | conj:8 | cop:2 | csubj:1 | det:12 | fixed:2 | mark:10 | nmod:8 | nmod:poss:2 | nsubj:8 | nsubj:pass:5 | obj:5 | obl:8 | parataxis:1 | punct:8 | xcomp:2,
ROOT:8 | acl:1 | advcl:2 | advmod:2 | amod:11 | aux:2 | case:22 | cc:5 | ccomp:2 | conj:6 | cop:1 | csubj:1 | dep:1 | det:6 | expl:1 | fixed:5 | mark:11 | nmod:14 | nmod:poss:4 | nsubj:9 | nsubj:pass:3 | nummod:1 | obj:7 | obl:8 | punct:11 | xcomp:2,
ROOT:12 | acl:cleft:1 | acl:relcl:3 | advcl:2 | advmod:8 | amod:16 | aux:1 | case:31 | cc:10 | ccomp:2 | conj:13 | cop:4 | csubj:1 | det:7 | expl:1 | fixed:1 | mark:6 | nmod:18 | nmod:poss:5 | nsubj:15 | nsubj:pass:5 | nummod:6 | obj:11 | obl:13 | obl:agent:1 | parataxis:2 | punct:19 | xcomp:4,
ROOT:11 | acl:relcl:5 | advcl:6 | advmod:17 | amod:11 | aux:17 | case:31 | cc:10 | ccomp:6 | compound:prt:3 | conj:10 | cop:4 | det:9 | dislocated:1 | expl:2 | fixed:1 | mark:18 | nmod:8 | nmod:poss:3 | nsubj:24 | nsubj:pass:3 | nummod:2 | obj:13 | obl:22 | punct:16 | xcomp:2,
ROOT:5 | acl:1 | acl:relcl:1 | advcl:1 | advmod:4 | amod:8 | aux:3 | case:13 | cc:8 | conj:9 | cop:1 | det:5 | expl:1 | mark:3 | nmod:2 | nmod:poss:5 | nsubj:8 | nsubj:pass:2 | obj:7 | obl:8 | obl:agent:1 | punct:8 | xcomp:1,
ROOT:6 | acl:1 | acl:relcl:4 | advcl:1 | advmod:2 | amod:12 | appos:2 | case:17 | cc:8 | ccomp:1 | compound:prt:3 | conj:9 | det:9 | fixed:2 | mark:4 | nmod:7 | nmod:poss:2 | nsubj:8 | nsubj:pass:7 | nummod:2 | obj:3 | obl:9 | parataxis:1 | punct:12 | xcomp:2,
ROOT:7 | acl:relcl:2 | advcl:2 | advmod:7 | amod:7 | appos:1 | aux:3 | case:9 | cc:2 | ccomp:1 | conj:2 | dep:1 | det:7 | expl:1 | iobj:1 | mark:2 | nmod:6 | nmod:poss:2 | nsubj:12 | nsubj:pass:2 | obj:11 | obl:6 | parataxis:1 | punct:7 | xcomp:2,
ROOT:13 | acl:2 | acl:relcl:4 | advcl:4 | advmod:13 | amod:21 | appos:2 | aux:4 | case:31 | cc:10 | compound:prt:4 | conj:9 | cop:5 | csubj:2 | dep:1 | det:20 | dislocated:1 | expl:3 | fixed:7 | mark:12 | nmod:13 | nmod:poss:5 | nsubj:14 | nsubj:pass:7 | nummod:4 | obj:5 | obl:20 | punct:18 | xcomp:1,
ROOT:8 | acl:1 | acl:relcl:1 | advcl:3 | advmod:9 | amod:18 | appos:1 | case:21 | cc:11 | ccomp:2 | compound:prt:1 | conj:10 | cop:3 | det:12 | expl:1 | fixed:2 | mark:8 | nmod:9 | nsubj:12 | nsubj:pass:1 | obj:5 | obl:12 | punct:10 | xcomp:2,
ROOT:12 | acl:1 | advcl:8 | advmod:6 | amod:19 | appos:1 | aux:8 | case:28 | cc:8 | ccomp:3 | compound:prt:3 | conj:6 | cop:3 | det:19 | expl:1 | fixed:4 | mark:21 | nmod:13 | nmod:poss:4 | nsubj:11 | nsubj:pass:4 | nummod:1 | obj:12 | obl:14 | parataxis:2 | punct:14,
